Weight_dn24.1,Weight_dn24.2,Weight_dp24.3,Weight_un24.1,Weight_un24.2,Weight_un24.3,Weight_dp24.1,Weight_dp24.2,Weight_dp24.3.1,Weight_up24.1,Weight_up24.2,Weight_up24.3
3.33,3.86,3.47,6.16,6.65,6.72,2.62,11.85,11.82,1.32,2.21,1.33
3.33,3.87,3.64,6.17,6.65,6.71,2.62,11.85,11.98,1.31,2.21,1.31
3.32,3.88,3.76,6.18,6.64,6.71,2.62,11.85,11.97,1.29,2.23,1.32
3.41,2.65,3.83,6.17,6.64,6.71,2.62,11.86,11.97,1.25,2.26,1.35
3.58,0.82,3.82,6.17,6.63,6.72,2.61,11.86,11.97,1.23,4.86,1.35
3.74,,3.82,6.16,6.63,6.73,2.61,11.86,11.97,1.24,10.43,1.34
3.84,,3.81,6.16,6.63,6.73,2.61,11.86,11.96,1.25,2.29,1.33
3.89,,3.81,6.16,6.64,6.73,2.61,11.85,11.96,1.27,2.28,1.32
3.9,,3.8,6.16,6.65,6.72,2.61,11.85,11.96,1.3,2.27,1.31
3.9,,3.8,6.16,6.66,6.71,2.6,11.85,11.95,1.29,2.25,1.32
3.89,,3.79,6.17,6.65,6.71,2.6,11.85,11.95,1.28,2.24,1.36
3.89,,3.8,6.18,6.64,6.71,2.6,11.85,11.95,1.27,2.27,1.35
3.88,,3.8,6.19,6.63,6.72,2.6,11.85,11.94,1.27,2.3,1.33
3.87,,3.81,6.19,6.63,6.77,2.6,11.85,11.94,1.3,2.26,1.32
3.87,,3.83,6.19,6.63,7.01,2.6,11.86,11.94,1.3,2.25,1.31
3.87,,3.84,6.18,6.64,7.76,2.59,11.89,11.93,1.29,2.24,1.3
3.87,,3.84,6.18,6.64,8.0,2.59,11.89,11.93,1.28,2.25,1.33
3.87,,3.83,6.18,6.65,8.13,2.67,11.9,11.93,1.27,2.29,1.37
3.86,,3.82,6.18,6.66,8.19,3.83,11.9,11.93,1.28,2.3,1.35
3.86,,3.82,6.18,6.65,8.19,5.27,11.9,11.92,1.33,2.28,1.34
3.86,,3.8,6.18,6.64,8.18,5.43,11.9,11.92,1.34,2.26,1.33
3.86,,3.8,6.19,6.64,8.17,5.42,11.9,11.92,1.33,2.25,1.32
3.86,,3.8,6.2,6.63,8.16,5.4,12.37,11.92,1.3,2.26,1.31
3.86,,3.81,6.2,6.63,8.15,5.37,14.24,11.91,1.29,2.28,1.31
3.86,,3.82,6.21,6.64,8.13,5.37,14.94,11.91,1.28,2.28,1.34
3.87,,3.83,6.21,6.65,8.12,5.24,14.88,11.91,1.28,2.28,1.35
3.87,,3.83,6.2,6.65,8.11,4.87,14.84,11.91,1.27,2.28,1.34
3.88,,3.84,6.2,6.65,8.11,4.63,14.64,11.9,1.29,2.27,1.32
3.88,,3.82,6.2,6.65,8.1,4.63,14.19,11.9,1.31,2.27,1.31
3.88,,3.82,6.19,6.64,8.1,4.66,14.08,11.9,1.31,2.26,1.33
3.88,,3.81,6.19,6.64,8.11,4.67,14.14,11.9,1.31,2.27,1.35
3.87,,3.81,6.19,6.63,8.12,4.67,14.17,11.89,1.3,2.31,1.35
3.87,,3.8,6.19,6.64,8.15,4.67,14.18,11.89,1.29,2.3,1.47
3.87,,3.81,6.19,6.65,8.17,4.68,14.18,11.89,1.29,2.28,1.81
3.87,,3.81,6.19,6.66,8.18,4.68,14.18,11.89,1.3,2.27,1.89
3.87,,3.82,6.2,6.66,8.19,4.69,14.19,11.89,1.34,2.25,1.87
3.86,,3.83,6.21,6.65,8.18,4.69,14.2,11.88,1.35,2.26,1.83
3.86,,3.84,6.22,6.65,8.17,4.7,14.2,11.88,1.34,2.29,1.82
3.86,,3.83,6.22,6.73,8.16,4.71,14.21,11.88,1.32,2.29,1.8
3.87,,3.82,6.22,7.03,8.15,4.71,14.21,11.87,1.31,2.26,1.79
3.87,,3.81,6.27,7.45,8.14,4.71,14.21,11.87,1.29,2.29,1.77
3.87,,3.8,6.53,7.8,8.13,4.71,14.21,11.87,1.28,2.32,1.76
3.88,,3.8,6.93,8.02,8.13,4.71,14.21,11.87,1.29,2.31,1.75
3.88,,3.8,7.3,8.11,8.13,4.71,14.21,11.86,1.3,2.29,1.74
3.88,,3.81,7.54,8.11,8.14,4.71,14.21,11.86,1.3,2.27,1.72
3.87,,3.81,7.66,8.1,8.15,4.71,14.21,11.86,1.3,2.26,1.72
3.86,,3.83,7.68,8.09,8.16,4.71,14.21,11.86,1.29,2.26,1.72
3.86,,3.83,7.67,8.08,8.17,4.72,14.21,11.85,1.32,2.29,1.75
3.86,,3.83,7.67,8.08,8.18,4.73,14.21,11.85,1.36,2.28,1.79
3.86,,3.82,7.66,8.07,8.18,4.73,14.39,11.85,1.34,2.26,1.78
3.86,,3.81,7.66,8.06,8.17,4.73,14.45,11.84,1.33,2.29,1.77
3.86,,3.81,7.65,8.06,8.16,4.73,14.45,11.84,1.32,2.32,1.75
3.86,,3.8,7.65,8.05,8.15,4.73,14.44,11.84,1.31,2.31,1.75
3.86,,3.8,7.65,8.04,8.14,4.73,14.44,11.84,1.3,2.29,1.81
3.87,,3.81,7.65,8.04,8.13,4.73,14.43,11.83,1.29,2.37,1.81
3.87,,3.82,7.64,8.04,8.12,4.73,14.43,11.83,1.29,2.72,1.79
3.87,,3.83,7.64,8.05,8.13,4.74,14.42,11.84,1.32,2.83,1.78
3.87,,3.83,7.64,8.07,8.13,4.74,14.41,11.83,1.34,2.8,1.76
3.87,,3.83,7.64,8.08,8.15,4.74,14.41,11.83,1.33,2.77,1.75
3.86,,3.82,7.64,8.1,8.16,4.74,14.4,11.83,1.33,2.75,1.75
3.86,,3.81,7.64,8.11,8.17,4.74,14.4,11.83,1.32,2.73,1.78
3.86,,3.81,7.64,8.12,8.18,4.74,14.4,11.82,1.31,2.71,1.79
3.86,,3.8,7.64,8.1,8.19,4.74,14.39,11.82,1.31,2.7,1.77
3.85,,3.8,7.65,8.09,8.18,4.74,14.39,11.82,1.32,2.69,1.76
3.85,,3.81,7.68,8.08,8.16,4.74,14.39,11.82,1.36,2.68,1.77
3.85,,3.81,7.7,8.07,8.15,4.74,14.38,11.82,1.36,2.73,1.8
3.85,,3.82,7.71,8.06,8.14,4.74,14.38,11.82,1.35,2.75,1.79
3.85,,3.83,7.71,8.06,8.13,4.74,14.38,11.84,1.34,2.73,1.78
3.85,,3.83,7.7,8.06,8.13,4.79,14.37,11.97,1.33,2.71,1.77
3.86,,3.63,7.69,8.07,8.13,4.96,14.37,12.05,1.32,2.72,1.8
3.83,,2.12,7.69,8.09,8.14,5.02,14.37,12.04,1.31,2.76,1.79
3.05,,,7.68,8.1,8.15,5.02,14.37,12.03,1.3,2.75,1.78
,,,7.67,8.11,8.16,5.02,14.36,12.02,1.3,2.73,1.76
,,,7.67,8.12,8.17,5.01,14.36,12.02,1.34,2.72,1.76
,,,7.67,8.11,8.18,5.0,14.36,12.01,1.34,2.76,1.79
,,,7.67,8.1,8.17,4.99,14.35,12.01,1.32,2.76,1.8
,,,7.67,8.09,8.16,4.96,14.35,12.0,1.31,2.74,1.8
,,,7.67,8.08,8.15,4.95,14.35,12.0,1.3,2.72,1.79
,,,7.68,8.07,8.14,4.95,14.34,12.0,1.31,2.73,1.78
,,,7.69,8.07,8.13,4.94,14.34,11.99,1.36,2.77,1.79
,,,7.71,8.07,8.13,4.94,14.34,11.99,1.36,2.76,1.8
,,,7.72,8.08,8.13,4.94,14.33,11.99,1.35,2.74,1.79
,,,7.71,8.09,8.13,4.94,14.33,11.98,1.34,2.71,1.78
,,,7.7,8.1,8.14,4.94,14.33,11.98,1.32,2.74,1.76
,,,7.7,8.11,8.16,4.94,14.32,11.98,1.31,2.75,1.75
,,,7.69,8.11,8.17,4.93,14.32,11.98,1.3,2.73,1.74
,,,7.68,8.11,8.18,4.93,14.32,11.97,1.33,2.73,1.76
,,,7.68,8.09,8.18,4.93,14.31,11.97,1.51,2.75,1.76
,,,7.68,8.08,8.17,4.93,14.31,11.97,1.83,2.75,1.76
,,,7.68,8.07,8.15,4.93,14.31,11.96,1.89,2.74,1.76
,,,7.69,8.06,8.14,4.93,14.3,11.96,1.87,2.73,1.78
,,,7.7,8.06,8.13,4.93,14.3,11.96,1.84,2.78,1.81
,,,7.71,8.07,8.12,4.92,14.31,11.95,1.82,2.76,1.8
,,,7.71,8.07,8.13,4.92,14.31,11.95,1.8,2.74,1.79
,,,7.72,8.08,8.13,4.92,14.3,11.95,1.79,2.73,1.78
,,,7.72,8.09,8.14,4.92,14.3,11.95,1.78,2.72,1.76
,,,7.72,8.11,8.15,4.92,14.3,11.94,1.77,2.72,1.8
,,,7.71,8.11,8.16,4.92,14.3,11.94,1.76,2.72,1.8
,,,7.7,8.1,8.17,4.91,14.29,11.94,1.76,2.75,1.79
,,,7.7,8.09,8.18,4.91,14.29,11.93,1.76,2.76,1.77
,,,7.69,8.08,8.17,4.91,14.29,11.93,1.82,2.74,1.77
,,,7.69,8.07,8.14,4.91,14.29,11.93,1.82,2.74,1.82
,,,7.69,8.06,8.13,4.91,14.29,11.93,1.8,2.77,1.84
,,,7.7,8.06,8.13,4.91,14.34,11.92,1.79,2.76,1.82
,,,7.7,8.06,8.12,4.91,14.47,11.92,1.78,2.74,1.81
,,,7.71,8.08,8.03,4.91,14.49,11.91,1.81,2.74,1.78
,,,7.71,8.09,5.87,4.9,14.48,11.91,1.83,2.77,1.77
,,,7.72,8.1,1.12,4.9,14.48,11.91,1.82,2.76,1.78
,,,7.72,8.11,0.56,4.9,14.48,11.91,1.8,2.74,1.8
,,,7.72,8.11,0.7,4.9,14.47,11.9,1.82,2.78,1.81
,,,7.71,8.1,0.8,4.9,14.46,11.91,1.84,2.78,1.79
,,,7.7,8.09,0.81,4.9,14.46,12.58,1.83,2.76,1.78
,,,7.69,8.08,0.81,4.89,14.46,14.33,1.82,2.74,1.82
,,,7.69,8.06,0.8,4.89,14.45,14.71,1.81,2.74,1.83
,,,7.68,8.06,0.78,4.89,14.45,14.66,1.79,2.77,1.81
,,,7.68,8.06,,4.89,14.45,14.63,1.79,2.77,1.8
,,,7.69,8.07,,4.89,14.45,14.59,1.83,2.75,1.78
,,,7.7,8.07,,4.89,14.44,14.33,1.81,2.75,1.79
,,,7.7,8.08,,4.88,14.43,14.12,1.8,2.77,1.83
,,,7.66,8.1,,4.88,14.43,14.11,1.79,2.75,1.84
,,,,8.11,,4.88,14.43,14.11,1.79,2.74,1.82
,,,,8.11,,4.88,14.43,14.12,1.8,2.76,1.81
,,,,8.09,,4.88,14.42,14.12,1.8,2.76,1.79
,,,,8.08,,4.88,14.42,14.12,1.8,2.74,1.8
,,,,8.07,,4.87,14.41,14.12,1.83,2.75,1.8
,,,,8.06,,4.87,14.41,14.13,1.85,3.25,1.81
,,,,8.06,,4.87,14.41,14.13,1.83,3.25,1.82
,,,,8.06,,4.87,14.4,14.13,1.81,3.22,2.08
,,,,8.06,,4.87,14.4,14.14,1.8,3.19,2.36
,,,,8.07,,4.86,14.39,14.14,1.8,3.17,2.37
,,,,8.08,,4.86,14.39,14.15,1.82,3.15,2.35
,,,,8.1,,4.86,14.39,14.14,1.84,3.14,2.3
,,,,8.11,,4.86,14.38,14.15,1.84,3.14,2.28
,,,,8.1,,4.86,14.38,14.16,1.83,3.18,2.27
,,,,8.09,,4.86,14.38,14.17,1.81,3.18,2.25
,,,,8.08,,4.86,14.37,14.17,1.85,3.16,2.24
,,,,8.07,,4.85,14.37,14.17,1.86,3.18,2.23
,,,,8.06,,4.85,14.83,14.16,1.84,3.19,2.23
,,,,8.03,,4.85,16.6,14.16,1.83,3.18,2.23
,,,,7.66,,4.85,17.29,14.16,1.81,3.17,2.27
,,,,6.64,,4.85,17.22,14.15,1.8,3.21,2.28
,,,,3.78,,4.84,17.16,14.16,1.82,3.2,2.27
,,,,0.65,,4.84,17.13,14.18,1.85,3.18,2.26
,,,,0.56,,4.84,17.04,14.18,1.83,3.18,2.26
,,,,0.76,,4.85,16.53,14.17,1.81,3.19,2.3
,,,,0.83,,4.85,16.56,14.17,1.8,3.19,2.33
,,,,0.87,,4.85,16.6,14.17,1.83,3.18,2.31
,,,,,,4.85,16.62,14.17,1.86,3.18,2.3
,,,,,,4.85,16.62,14.18,1.85,3.18,2.26
,,,,,,4.85,16.62,14.19,1.84,3.2,2.27
,,,,,,4.85,16.62,14.18,1.82,3.23,2.3
,,,,,,4.84,16.63,14.18,1.81,3.18,2.29
,,,,,,4.84,16.62,14.18,1.83,3.18,2.28
,,,,,,4.84,16.63,14.18,1.83,3.21,2.3
,,,,,,4.85,16.63,14.17,1.83,3.21,2.32
,,,,,,4.85,16.62,14.17,1.82,3.19,2.31
,,,,,,4.85,16.62,14.17,1.82,3.21,2.29
,,,,,,4.85,16.63,14.17,1.81,3.23,2.28
,,,,,,4.85,16.63,14.17,1.83,3.21,2.32
,,,,,,4.85,16.63,14.21,1.88,3.19,2.31
,,,,,,4.85,16.64,14.3,1.86,3.21,2.29
,,,,,,4.85,16.63,14.35,1.85,3.21,2.28
,,,,,,4.84,16.63,14.36,1.83,3.2,2.3
,,,,,,4.84,16.63,14.36,1.82,3.23,2.33
,,,,,,4.84,16.7,14.36,1.81,3.22,2.32
,,,,,,4.84,16.87,14.35,1.81,3.2,2.28
,,,,,,4.84,16.9,14.35,1.84,3.19,2.3
,,,,,,4.84,16.89,14.34,1.85,3.22,2.34
,,,,,,4.84,16.86,14.34,1.85,3.19,2.32
,,,,,,4.83,16.85,14.34,1.83,3.21,2.31
,,,,,,4.82,16.83,14.33,1.83,3.22,2.29
,,,,,,4.81,16.82,14.33,1.88,3.2,2.28
,,,,,,4.8,16.82,14.33,1.88,3.2,2.3
,,,,,,4.8,16.82,14.32,1.86,3.22,2.32
,,,,,,4.81,16.81,14.32,1.85,3.2,2.29
,,,,,,4.82,16.81,14.31,1.83,3.21,2.31
,,,,,,4.83,16.8,14.31,1.83,3.23,2.33
,,,,,,4.84,16.8,14.31,2.04,3.2,2.31
,,,,,,4.83,16.79,14.3,2.42,3.22,2.29
,,,,,,4.83,16.78,14.3,2.39,3.22,2.29
,,,,,,4.83,16.78,14.29,2.36,3.2,2.33
,,,,,,4.83,16.77,14.29,2.34,3.22,2.35
,,,,,,4.82,16.77,14.28,2.32,3.26,2.32
,,,,,,4.82,16.76,14.28,2.31,3.24,2.3
,,,,,,4.82,16.76,14.28,2.29,3.22,2.29
,,,,,,4.82,16.76,14.27,2.28,3.2,2.34
,,,,,,4.82,16.75,14.27,2.26,3.24,2.36
,,,,,,4.83,16.74,14.27,2.27,3.23,2.34
,,,,,,4.84,16.74,14.26,2.31,3.21,2.33
,,,,,,4.85,16.73,14.26,2.33,3.21,2.33
,,,,,,4.88,16.73,14.25,2.31,3.24,2.36
,,,,,,4.94,16.72,14.25,2.3,3.23,2.34
,,,,,,4.98,16.72,14.24,2.28,3.21,2.36
,,,,,,4.99,16.71,14.24,2.29,3.23,2.4
,,,,,,5.0,16.71,14.23,2.31,3.22,2.38
,,,,,,5.0,16.72,14.23,2.32,3.21,2.37
,,,,,,5.01,16.71,14.23,2.32,3.24,2.34
,,,,,,5.01,16.7,14.22,2.31,3.25,2.32
,,,,,,5.01,16.7,14.22,2.3,3.23,2.33
,,,,,,5.01,16.7,14.21,2.31,3.18,2.38
,,,,,,5.01,16.69,14.21,2.34,2.52,2.35
,,,,,,5.01,16.7,14.22,2.34,0.99,2.33
,,,,,,5.01,16.7,14.28,2.32,,2.31
,,,,,,5.01,16.7,14.33,2.31,,2.3
,,,,,,5.01,16.69,14.36,2.3,,2.32
,,,,,,5.01,16.69,14.38,2.33,,2.35
,,,,,,5.01,16.69,14.4,2.32,,2.38
,,,,,,5.01,16.73,15.17,2.3,,2.67
,,,,,,5.01,16.86,17.21,2.31,,2.87
,,,,,,5.01,16.91,17.13,2.35,,2.84
,,,,,,5.01,16.9,17.07,2.35,,2.81
,,,,,,5.01,16.89,17.03,2.33,,2.79
,,,,,,5.01,16.88,16.78,2.3,,2.77
,,,,,,5.01,16.87,16.43,2.29,,2.75
,,,,,,5.0,16.87,16.41,2.3,,2.74
,,,,,,5.01,16.86,16.45,2.32,,2.74
,,,,,,5.01,16.85,16.48,2.32,,2.74
,,,,,,5.01,16.85,16.49,2.32,,2.78
,,,,,,5.0,16.84,16.49,2.31,,2.76
,,,,,,5.0,16.84,16.49,2.3,,2.78
,,,,,,5.0,16.83,16.5,2.31,,2.78
,,,,,,5.0,16.82,16.5,2.34,,2.76
,,,,,,5.0,16.82,16.5,2.32,,2.75
,,,,,,5.0,16.81,16.49,2.3,,2.78
,,,,,,5.0,16.81,16.5,2.29,,2.79
,,,,,,5.0,16.8,16.5,2.32,,2.77
,,,,,,5.0,16.8,16.5,2.34,,2.83
,,,,,,5.29,16.79,16.5,2.32,,2.83
,,,,,,6.88,16.79,16.5,2.3,,2.81
,,,,,,7.77,16.78,16.5,2.3,,2.79
,,,,,,7.77,16.77,16.5,2.32,,2.78
,,,,,,7.73,16.76,16.49,2.35,,2.81
,,,,,,7.67,16.76,16.49,2.33,,2.83
,,,,,,7.66,16.75,16.54,2.31,,2.81
,,,,,,7.65,16.75,16.68,2.3,,2.78
,,,,,,7.52,16.74,16.73,2.3,,2.8
,,,,,,7.22,16.74,16.72,2.33,,2.81
,,,,,,7.09,16.73,16.71,2.33,,2.79
,,,,,,7.11,16.72,16.7,2.32,,2.81
,,,,,,7.14,16.72,16.68,2.36,,2.85
,,,,,,7.15,16.72,16.67,2.36,,2.83
,,,,,,7.16,16.72,16.67,2.34,,2.81
,,,,,,7.16,16.73,16.66,2.32,,2.79
,,,,,,7.17,16.75,16.66,2.3,,2.84
,,,,,,7.19,16.75,16.65,2.29,,2.84
,,,,,,7.2,16.75,16.65,2.32,,2.82
,,,,,,7.2,16.75,16.64,2.34,,2.8
,,,,,,7.2,16.75,16.64,2.74,,2.78
,,,,,,7.2,16.85,16.63,2.81,,2.81
,,,,,,7.2,16.94,16.63,2.78,,2.84
,,,,,,7.2,16.94,16.62,2.76,,2.83
,,,,,,7.2,16.93,16.61,2.73,,2.81
,,,,,,7.2,16.92,16.61,2.71,,2.79
,,,,,,7.2,16.91,16.6,2.7,,2.82
,,,,,,7.2,16.9,16.6,2.68,,2.81
,,,,,,7.19,16.9,16.59,2.67,,2.79
,,,,,,7.19,16.88,16.59,2.67,,2.83
,,,,,,7.19,16.87,16.58,2.71,,2.84
,,,,,,7.19,16.87,16.58,2.72,,2.82
,,,,,,7.19,16.86,16.56,2.7,,2.8
,,,,,,7.19,16.86,16.56,2.69,,2.8
,,,,,,7.19,16.85,16.56,2.69,,2.82
,,,,,,7.2,16.85,16.56,2.69,,2.81
,,,,,,7.2,16.84,16.56,2.71,,2.79
,,,,,,7.2,16.83,16.56,2.73,,2.8
,,,,,,7.2,16.83,16.55,2.71,,2.82
,,,,,,7.19,16.82,16.55,2.71,,2.8
,,,,,,7.19,16.81,16.54,2.73,,2.81
,,,,,,7.19,16.81,16.56,2.73,,2.83
,,,,,,7.19,16.8,16.71,2.71,,2.8
,,,,,,7.19,16.8,16.83,2.72,,2.79
,,,,,,7.19,16.79,16.83,2.74,,2.83
,,,,,,7.19,16.79,16.8,2.72,,2.83
,,,,,,7.19,16.78,16.78,2.72,,2.81
,,,,,,7.19,16.77,16.75,2.74,,2.79
,,,,,,7.25,16.77,16.74,2.72,,2.8
,,,,,,7.27,16.76,16.72,2.71,,2.82
,,,,,,7.28,16.75,16.72,2.72,,2.79
,,,,,,7.28,16.75,16.71,2.73,,2.81
,,,,,,7.28,16.74,16.71,2.74,,2.82
,,,,,,7.29,16.75,16.7,2.74,,2.8
,,,,,,7.29,16.74,16.7,2.74,,2.81
,,,,,,7.29,16.74,16.69,2.74,,2.83
,,,,,,7.3,16.74,16.68,2.73,,2.81
,,,,,,7.3,16.75,16.68,2.73,,2.8
,,,,,,7.3,16.76,16.67,2.73,,2.82
,,,,,,7.3,16.76,16.66,2.72,,2.81
,,,,,,7.3,16.75,16.66,2.72,,2.8
,,,,,,7.3,16.79,16.65,2.72,,2.83
,,,,,,7.3,16.98,16.65,2.76,,2.85
,,,,,,7.3,17.05,16.64,2.74,,2.83
,,,,,,7.31,17.02,16.64,2.72,,2.81
,,,,,,8.38,16.98,16.63,2.71,,2.79
,,,,,,10.0,16.96,16.62,2.74,,2.79
,,,,,,10.21,16.94,16.61,2.75,,2.82
,,,,,,10.17,16.93,16.61,2.73,,2.8
,,,,,,10.13,16.92,16.6,2.73,,2.82
,,,,,,10.11,16.91,16.6,2.77,,2.85
,,,,,,10.09,16.9,16.59,2.74,,2.83
,,,,,,9.87,16.89,16.59,2.72,,2.8
,,,,,,9.48,16.88,16.58,2.71,,2.8
,,,,,,9.49,16.88,16.58,2.72,,2.83
,,,,,,9.5,16.87,16.59,2.72,,2.82
,,,,,,9.52,16.87,16.59,2.73,,3.0
,,,,,,9.54,16.86,16.58,2.77,,3.35
,,,,,,9.54,16.86,16.58,2.78,,3.39
,,,,,,9.55,16.85,16.6,2.76,,3.35
,,,,,,9.56,16.84,16.6,2.72,,3.32
,,,,,,9.56,16.83,16.59,2.72,,3.29
,,,,,,9.58,16.83,16.59,2.75,,3.27
,,,,,,9.58,16.82,16.58,2.76,,3.25
,,,,,,9.58,16.82,16.58,2.75,,3.24
,,,,,,9.59,16.81,16.57,2.75,,3.26
,,,,,,9.59,16.81,16.61,2.74,,3.31
,,,,,,9.6,16.8,16.76,2.73,,3.3
,,,,,,9.61,16.79,16.83,2.74,,3.28
,,,,,,9.61,16.78,16.82,2.77,,3.27
,,,,,,9.61,16.78,16.8,2.75,,3.3
,,,,,,9.61,16.77,16.78,2.73,,3.31
,,,,,,9.61,16.78,16.76,2.74,,3.28
,,,,,,9.61,16.77,16.75,2.77,,3.27
,,,,,,9.61,16.77,16.74,2.75,,3.31
,,,,,,9.61,16.77,16.74,2.73,,3.29
,,,,,,9.61,16.77,16.73,2.73,,3.27
,,,,,,9.61,16.78,16.72,2.78,,3.29
,,,,,,9.61,16.78,16.72,2.75,,3.32
,,,,,,9.61,16.78,16.71,2.74,,3.3
,,,,,,9.61,16.78,16.71,2.74,,3.27
,,,,,,9.61,16.77,16.7,2.76,,3.28
,,,,,,9.61,16.77,16.69,2.76,,3.29
,,,,,,9.62,16.78,16.69,2.74,,3.27
,,,,,,9.64,16.79,16.68,2.76,,3.29
,,,,,,9.66,16.78,16.67,2.79,,3.3
,,,,,,9.66,16.77,16.67,2.75,,3.29
,,,,,,9.66,16.77,16.66,2.73,,3.29
,,,,,,9.66,16.76,16.66,2.74,,3.32
,,,,,,9.66,16.76,16.64,2.78,,3.3
,,,,,,9.66,16.76,16.64,2.77,,3.28
,,,,,,9.66,16.82,16.63,2.75,,3.31
,,,,,,9.66,17.0,16.63,2.73,,3.29
,,,,,,9.66,17.04,16.63,2.77,,3.28
,,,,,,9.66,17.0,16.63,2.92,,3.28
,,,,,,9.66,16.97,16.63,3.2,,3.29
,,,,,,9.66,16.96,16.62,3.17,,3.29
,,,,,,9.66,16.95,16.62,3.15,,3.29
,,,,,,9.66,16.94,16.6,3.12,,3.29
,,,,,,9.66,16.93,16.6,3.1,,3.28
,,,,,,9.66,16.92,16.6,3.09,,3.27
,,,,,,9.66,16.91,16.6,3.08,,3.29
,,,,,,9.66,16.91,16.6,3.11,,3.3
,,,,,,9.66,16.9,16.6,3.14,,3.28
,,,,,,9.66,16.89,16.59,3.12,,3.27
,,,,,,9.67,16.89,16.59,3.12,,3.31
,,,,,,9.7,16.88,16.59,3.15,,3.34
,,,,,,10.57,16.87,16.84,3.14,,3.31
,,,,,,12.36,16.87,16.84,3.12,,3.28
,,,,,,12.72,16.86,16.83,3.14,,3.31
,,,,,,12.67,16.86,16.81,3.14,,3.31
,,,,,,12.62,16.85,16.79,3.13,,3.29
,,,,,,12.59,16.84,16.77,3.16,,3.31
,,,,,,12.55,16.83,15.24,3.14,,3.31
,,,,,,11.96,16.83,7.31,3.14,,3.29
,,,,,,11.96,16.82,1.13,3.16,,3.29
,,,,,,12.02,16.82,1.0,3.16,,3.29
,,,,,,12.05,16.81,0.91,3.15,,3.31
,,,,,,12.05,16.8,0.84,3.18,,3.31
,,,,,,12.05,16.8,0.79,3.19,,3.31
,,,,,,12.05,16.8,0.75,3.16,,3.31
,,,,,,12.05,16.8,0.72,3.15,,3.3
,,,,,,12.05,16.79,0.69,3.18,,3.3
,,,,,,12.06,16.79,0.66,3.16,,3.29
,,,,,,12.07,16.8,0.62,3.15,,3.28
,,,,,,12.07,16.72,0.6,3.17,,3.31
,,,,,,12.07,13.69,0.58,3.19,,3.33
,,,,,,12.07,5.07,0.57,3.17,,3.31
,,,,,,12.07,,,3.15,,3.3
,,,,,,12.07,,,3.18,,3.31
,,,,,,12.08,,,3.19,,3.33
,,,,,,12.08,,,3.18,,3.31
,,,,,,12.08,,,3.18,,3.3
,,,,,,12.08,,,3.17,,3.33
,,,,,,12.08,,,3.17,,3.31
,,,,,,12.08,,,3.16,,3.29
,,,,,,12.13,,,3.15,,3.32
,,,,,,12.25,,,3.15,,3.11
,,,,,,12.3,,,3.22,,1.74
,,,,,,12.3,,,3.2,,0.61
,,,,,,12.29,,,3.18,,
,,,,,,12.29,,,3.16,,
,,,,,,12.29,,,3.16,,
,,,,,,12.29,,,3.19,,
,,,,,,12.28,,,3.18,,
,,,,,,12.28,,,3.17,,
,,,,,,12.28,,,3.2,,
,,,,,,12.27,,,3.17,,
,,,,,,12.27,,,3.16,,
,,,,,,12.27,,,3.2,,
,,,,,,12.26,,,3.2,,
,,,,,,12.26,,,3.17,,
,,,,,,12.26,,,3.17,,
,,,,,,12.26,,,3.19,,
,,,,,,12.26,,,3.2,,
,,,,,,12.26,,,3.2,,
,,,,,,12.26,,,3.2,,
,,,,,,12.25,,,3.19,,
,,,,,,12.25,,,3.19,,
,,,,,,12.25,,,3.21,,
,,,,,,12.25,,,3.23,,
,,,,,,12.25,,,3.21,,
,,,,,,12.25,,,3.19,,
,,,,,,12.24,,,3.2,,
,,,,,,12.24,,,3.2,,
,,,,,,12.24,,,3.22,,
,,,,,,12.24,,,3.22,,
,,,,,,12.24,,,3.2,,
,,,,,,12.23,,,3.21,,
,,,,,,12.23,,,3.23,,
,,,,,,12.23,,,3.09,,
,,,,,,12.23,,,1.96,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.22,,,,,
,,,,,,12.22,,,,,
,,,,,,12.22,,,,,
,,,,,,12.22,,,,,
,,,,,,12.22,,,,,
,,,,,,12.21,,,,,
,,,,,,12.21,,,,,
,,,,,,12.21,,,,,
,,,,,,12.21,,,,,
,,,,,,12.21,,,,,
,,,,,,12.2,,,,,
,,,,,,12.2,,,,,
,,,,,,12.2,,,,,
,,,,,,12.2,,,,,
,,,,,,12.2,,,,,
,,,,,,12.2,,,,,
,,,,,,12.19,,,,,
,,,,,,12.19,,,,,
,,,,,,12.19,,,,,
,,,,,,12.19,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.19,,,,,
,,,,,,12.19,,,,,
,,,,,,12.19,,,,,
,,,,,,12.19,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.18,,,,,
,,,,,,12.2,,,,,
,,,,,,12.22,,,,,
,,,,,,12.22,,,,,
,,,,,,12.22,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
,,,,,,12.23,,,,,
