Weight_up_n4,Weight_dp_n4,Weight_dn_n4,Weight_un_n4,Weight_up_n6,Weight_dp_n6,Weight_dn_n6,Weight_un_n6,Weight_up_n8,Weight_dp_n8,Weight_dn_n8,Weight_un_n8,Weight_up_n10,Weight_dp_n10,Weight_dn_n10,Weight_un_n10
0.64,1.9,3.36,0.88,0.11,2.2,4.54,5,0.43,1.06,5.27,3.95,2.37,3.55,1.4,2.97
0.65,1.9,3.37,0.87,0.11,2.2,4.55,5,0.42,1.06,5.45,3.95,2.36,3.55,1.41,3.7
0.65,1.96,3.37,0.87,0.11,2.2,4.56,5,0.42,1.06,5.55,3.96,2.36,3.54,1.41,3.9
0.65,2.45,3.38,0.87,0.11,2.2,4.57,5,0.41,1.06,5.63,3.97,2.37,3.54,1.43,3.88
0.64,2.82,3.39,0.87,0.11,2.2,4.58,5,0.41,1.06,5.66,3.99,2.37,3.54,1.44,3.82
0.64,2.84,3.39,0.87,0.12,2.2,4.58,5,0.4,1.07,5.68,4,2.4,3.54,1.44,3.71
0.65,2.79,3.39,0.86,0.12,2.2,4.58,5,0.41,1.07,5.69,4,2.44,3.54,1.43,3.67
0.64,2.77,3.39,0.86,0.12,2.2,4.59,5.01,0.61,1.07,5.7,3.99,2.43,3.54,1.43,3.68
0.64,2.75,3.4,0.86,0.12,2.2,4.59,5.01,0.97,1.07,5.71,3.99,2.42,3.54,1.42,3.68
0.64,2.74,3.4,0.86,0.12,2.2,4.59,5.01,1.06,1.07,5.72,3.99,2.4,3.54,1.42,3.7
0.64,2.72,3.4,0.86,0.12,2.2,4.6,5.01,1.05,1.07,5.73,4,2.39,3.54,1.42,3.81
0.64,2.7,3.4,0.86,0.12,2.2,4.6,5.01,1.05,1.07,5.74,4,2.38,3.54,1.41,3.88
0.65,2.66,3.39,0.85,0.13,2.2,4.6,5.01,1.05,1.07,5.75,4,2.37,3.54,1.41,3.86
0.64,2.62,3.38,0.85,0.13,2.2,4.61,5.01,1.04,1.07,5.76,4,2.37,3.54,1.41,3.83
0.65,2.61,3.38,0.85,0.12,2.21,4.61,5,1.04,1.07,5.76,4,2.43,3.54,1.41,3.81
0.66,2.62,3.38,0.85,0.4,2.21,4.61,4.28,1.04,1.07,5.77,4.01,2.44,3.54,1.41,3.8
0.65,2.63,3.38,0.84,0.45,2.21,4.62,1.16,1.04,1.08,5.78,4.01,2.43,3.54,1.42,3.8
0.65,2.68,3.38,0.84,0.45,2.21,4.62,0.81,1.01,1.08,5.78,4.01,2.4,3.54,1.43,3.79
0.64,2.68,3.38,0.84,0.44,2.21,4.62,0.99,0.92,1.08,5.78,4.01,2.39,3.54,1.43,3.78
0.64,2.67,3.38,0.84,0.44,2.21,4.62,0.97,0.91,1.08,5.79,4.01,2.38,3.54,1.42,3.79
0.65,2.65,3.38,0.84,0.44,2.21,4.63,0.96,0.9,1.08,5.8,4.01,2.37,3.54,1.42,3.85
0.65,2.65,3.39,0.84,0.43,2.21,4.63,0.95,0.9,1.08,5.8,4.01,2.36,3.54,1.42,3.89
0.64,2.7,3.39,0.82,0.43,2.21,4.63,0.94,0.9,1.09,5.8,4.01,2.39,3.54,1.41,3.87
0.65,2.71,3.39,0.66,0.42,2.21,4.63,0.93,0.91,1.09,5.8,4.01,2.44,3.54,1.41,3.85
0.66,2.69,3.39,0.19,0.42,2.21,4.63,0.92,0.9,1.09,5.8,4.02,2.43,3.88,1.41,3.82
0.65,2.68,3.39,0.2,0.42,2.21,4.64,0.91,0.9,1.09,5.81,4.02,2.42,5.61,1.4,3.82
0.65,2.66,3.4,0.22,0.42,2.21,4.64,0.9,0.9,1.09,5.81,4.02,2.4,6.53,1.4,3.81
0.65,2.65,3.4,0.25,0.41,2.21,4.64,0.88,0.9,1.09,5.81,4.02,2.39,6.53,1.46,3.8
0.66,2.64,3.4,0.29,0.37,2.21,4.64,0.88,0.9,1.09,5.81,4.02,2.38,6.49,1.89,3.84
0.66,2.68,3.4,0.3,0.34,2.21,4.64,0.87,0.9,1.09,5.81,4.02,2.38,6.45,2.46,3.9
0.65,2.71,3.4,0.3,0.32,2.21,4.64,0.86,0.9,1.09,5.82,4.02,2.4,6.41,2.61,3.89
0.65,2.69,3.4,0.29,0.32,2.22,4.65,0.86,0.9,1.1,5.82,4.03,2.41,6.32,2.6,3.86
0.66,2.67,3.4,0.24,0.33,2.22,4.65,0.85,0.9,1.09,5.82,4.03,2.4,5.99,2.53,3.84
0.66,2.66,3.4,0.22,0.33,2.22,4.65,0.85,0.9,1.09,5.82,4.03,2.39,5.79,2.43,3.83
0.65,2.66,3.41,0.24,0.33,2.22,4.65,0.84,0.9,1.1,5.67,4.03,2.38,5.8,2.42,3.82
0.65,2.7,3.41,0.25,0.33,2.22,4.65,0.84,0.9,1.09,4.15,4.03,2.4,5.83,2.45,3.82
0.64,2.71,3.41,0.26,0.33,2.22,4.65,0.83,0.9,1.1,2.14,4.03,2.42,5.85,2.46,3.88
0.65,2.69,3.41,0.27,0.33,2.22,4.65,0.82,0.9,1.1,1.55,4.03,2.48,5.85,2.48,3.91
0.66,2.68,3.41,0.24,0.33,2.22,4.66,0.82,0.89,1.1,1.51,4.03,2.89,5.83,2.53,3.89
0.65,2.67,3.41,0.2,0.33,2.22,4.66,0.82,0.89,1.1,1.47,4.03,3.15,5.84,2.53,3.87
0.65,2.67,3.41,0.2,0.33,2.22,4.66,0.81,0.89,1.1,1.45,4.03,3.14,5.85,2.52,3.86
0.66,2.73,3.41,0.24,0.33,2.22,4.66,0.81,0.89,1.1,1.43,4.03,3.12,5.85,2.51,3.84
0.66,2.74,3.41,0.25,0.33,2.22,4.66,0.81,0.89,1.1,1.41,4.03,3.1,5.84,2.51,3.83
0.65,2.72,3.41,0.25,0.33,2.22,4.66,0.8,0.89,1.1,1.39,4.03,3.07,5.85,2.5,3.86
0.65,2.71,3.41,0.23,0.33,2.22,4.66,0.8,0.89,1.1,1.38,4.04,3.05,5.96,2.5,3.91
0.65,2.69,3.41,0.19,0.33,2.22,4.75,0.79,0.89,1.1,1.37,4.04,3.03,6.06,2.51,3.91
0.66,2.68,3.41,0.2,0.33,2.22,4.92,0.79,0.89,1.1,1.35,4.04,3,6.05,2.51,3.88
0.66,2.66,3.42,0.22,0.33,2.22,5.09,0.79,0.89,1.1,1.34,4.04,2.98,6.04,2.51,3.87
0.65,2.65,3.42,0.23,0.33,2.22,5.19,0.79,0.89,1.1,1.33,4.04,2.97,6.03,2.51,3.86
0.65,2.67,3.42,0.24,0.33,2.22,5.24,0.78,0.89,1.1,1.32,4.04,2.98,6.02,2.51,3.84
0.65,2.67,3.42,0.2,0.33,2.22,5.27,0.78,0.89,1.1,1.32,4.04,2.98,6.01,2.51,3.85
0.66,2.66,3.42,0.18,0.33,2.22,5.29,0.78,0.89,1.1,1.31,4.04,2.98,6,2.52,3.9
0.66,2.67,3.42,0.2,0.33,2.22,5.31,0.78,0.89,1.1,1.31,4.04,3,5.99,2.54,3.93
0.65,2.73,3.42,0.22,0.33,2.23,5.33,0.77,0.89,1.1,1.3,4.04,3,5.99,2.54,3.9
0.65,2.75,3.42,0.23,0.32,2.23,5.35,0.77,0.89,1.1,1.29,4.04,3.05,5.98,2.53,3.88
0.65,2.73,3.4,0.24,0.32,2.23,5.36,0.77,0.89,1.1,1.29,4.04,3.06,5.97,2.52,3.87
0.66,2.72,2.87,0.21,0.32,2.23,5.37,0.77,0.89,1.1,1.28,4.04,3.05,5.95,2.52,3.86
0.65,2.69,1.45,0.17,0.32,2.23,5.38,0.76,0.88,1.17,1.28,4.04,3.03,5.94,2.52,3.85
0.65,2.68,0.8,0.19,0.32,2.23,5.39,0.76,0.88,1.91,1.27,4.04,3.02,5.93,2.52,3.85
0.66,2.66,0.72,0.22,0.32,2.23,5.39,0.76,0.88,2.66,1.27,4.04,3.01,5.93,2.51,3.91
0.66,2.66,0.68,0.23,0.32,2.23,5.4,0.76,0.88,2.73,1.26,4.04,3.02,5.92,2.51,3.93
0.66,2.7,0.66,0.23,0.32,2.23,5.41,0.75,0.88,2.73,1.26,4.04,3.05,5.91,2.55,3.91
0.65,2.71,0.64,0.18,0.32,2.23,5.41,0.75,0.88,2.73,1.26,4.04,3.04,5.9,2.55,3.89
0.65,2.7,0.63,0.17,0.32,2.46,5.42,0.75,0.88,2.72,1.25,4.05,3.03,5.89,2.54,3.87
0.66,2.68,0.61,0.19,0.32,4.48,5.42,0.75,0.88,7.11,1.25,4.05,3.02,5.88,2.53,3.86
0.66,2.67,0.6,0.21,0.32,6.2,5.42,0.75,0.9,,1.24,4.05,3.02,5.9,2.53,3.85
0.67,2.69,0.59,0.22,0.32,6.31,5.43,0.75,1.16,2.57,1.24,4.05,3.05,5.91,2.53,3.84
0.72,2.71,0.59,0.21,0.32,6.3,5.43,0.75,1.45,2.42,1.24,4.05,3.05,5.91,2.53,3.93
0.75,2.7,0.58,0.17,0.32,6.28,5.43,0.74,1.49,2.38,1.24,4.05,3.04,5.91,2.52,3.93
0.75,2.69,0.57,0.17,0.32,6.28,5.43,0.74,1.49,2.39,1.23,4.05,3.01,5.9,2.52,3.91
0.75,2.68,0.57,0.19,0.32,5.87,5.44,0.74,1.49,2.4,1.23,4.14,3.02,5.9,2.55,3.89
0.74,2.7,0.56,0.21,0.33,5.81,5.44,0.74,1.49,2.4,1.22,4.43,3.06,5.89,2.63,3.88
0.74,2.75,0.56,0.22,0.53,5.82,5.45,0.74,1.49,2.4,1.22,4.77,3.05,5.95,2.81,3.87
0.73,2.74,0.55,0.23,0.95,5.83,5.45,0.73,1.48,2.41,1.22,4.99,3.04,6.23,3,3.86
0.73,2.84,0.55,0.19,0.95,5.84,5.45,0.73,1.44,2.41,1.22,5.1,3.03,6.21,3.03,3.85
0.73,3.51,0.54,0.16,0.94,5.84,5.45,0.73,1.38,2.42,1.22,5.16,3.01,6.2,3.02,3.93
0.73,3.89,0.54,0.2,0.93,5.85,5.45,0.73,1.36,2.42,1.22,5.2,3.01,6.17,2.96,3.94
0.73,3.87,0.54,0.21,0.93,5.86,5.46,0.73,1.37,2.42,1.21,5.23,3.01,6.15,2.94,3.91
0.75,3.84,0.54,0.22,0.92,5.87,5.46,0.73,1.37,2.42,1.21,5.25,3.06,6.12,2.97,3.89
0.74,3.81,0.53,0.21,0.9,5.88,5.46,0.73,1.37,2.42,1.21,5.29,3.08,6.1,2.98,3.88
0.75,3.79,0.53,0.17,0.82,5.88,5.46,0.72,1.37,2.42,1.2,5.3,3.07,6.08,2.99,3.87
0.75,3.77,0.53,0.16,0.75,5.89,5.47,0.72,1.37,2.43,1.2,5.31,3.05,6.06,3.04,3.86
0.74,3.74,0.52,0.19,0.76,5.89,5.47,0.72,1.37,2.43,1.22,5.32,3.04,6.05,3.09,3.86
0.74,3.7,0.52,0.2,0.76,5.89,5.47,0.72,1.38,2.43,1.41,5.33,3.03,6.04,3.09,3.9
0.75,3.68,0.52,0.16,0.76,5.9,5.47,0.72,1.38,2.43,1.97,5.34,3.01,6.03,3.08,3.93
0.75,3.66,0.52,0.23,0.76,5.9,5.47,0.72,1.38,2.43,2.29,5.35,3.03,6.02,3.07,3.91
0.75,3.65,0.52,0.66,0.76,5.9,5.48,0.72,1.38,2.43,2.31,5.36,3.05,6.01,3.07,3.89
0.74,3.63,0.51,0.73,0.76,5.91,5.48,0.72,1.38,2.43,2.29,5.37,3.04,6,3.08,3.88
0.74,3.63,0.51,0.7,0.76,5.91,5.48,0.72,1.38,2.43,2.14,5.37,3.02,5.99,3.08,3.87
0.75,3.64,0.51,0.66,0.76,5.91,5.48,0.72,1.38,2.44,2.14,5.38,3.02,5.98,3.08,3.86
0.75,3.64,0.51,0.61,0.76,5.92,5.48,0.72,1.38,2.44,2.16,5.38,3.05,5.96,3.08,3.86
0.74,3.76,0.51,0.59,0.76,5.92,5.2,0.72,1.38,2.44,2.17,5.39,3.06,5.96,3.09,3.91
0.74,3.75,0.5,0.58,0.76,5.92,3.48,0.71,1.38,2.44,2.17,5.39,3.04,5.95,3.09,3.94
0.75,3.73,0.5,0.59,0.76,5.93,1.94,0.71,1.38,2.44,2.17,5.39,3.03,5.94,3.09,3.91
0.75,3.71,0.5,0.68,0.76,5.93,1.64,0.71,1.38,2.44,2.17,5.4,3.02,5.93,3.09,3.9
0.75,3.69,0.5,0.71,0.76,5.93,1.58,0.71,1.38,2.44,2.17,5.4,3.09,5.92,3.11,3.89
0.74,3.67,0.5,0.68,0.76,5.93,1.53,0.71,1.38,2.44,2.17,5.41,3.08,5.92,3.13,3.88
0.74,3.67,0.5,0.65,0.76,5.94,1.47,0.71,1.38,2.44,2.18,5.41,3.06,5.92,3.14,3.87
0.75,3.74,0.5,0.64,0.76,5.94,1.45,0.71,1.38,2.44,2.18,5.42,3.05,5.92,3.13,3.86
0.75,3.76,0.49,0.62,0.76,5.94,1.44,,1.38,2.45,2.18,5.42,3.03,5.92,3.12,3.91
0.74,3.72,0.49,0.66,0.76,5.94,1.42,,1.38,2.45,2.18,5.42,3.02,5.92,3.12,3.95
0.74,3.7,0.49,0.7,0.76,5.94,1.41,,1.38,2.45,2.18,5.42,3.01,5.91,3.12,3.91
0.75,3.68,0.49,0.67,0.76,5.95,1.4,,1.38,2.45,2.18,5.43,3.03,5.91,3.12,3.9
0.75,3.67,0.49,0.65,0.76,5.95,1.39,,1.38,2.45,2.18,5.43,3.08,5.91,3.12,3.89
0.75,3.71,0.49,0.64,0.76,5.95,1.38,,1.38,2.45,2.18,5.43,3.07,5.9,3.12,3.88
0.74,3.73,0.49,0.68,0.76,5.95,1.36,,1.38,2.45,2.18,5.43,3.05,5.9,3.12,3.87
0.75,3.71,0.49,0.72,0.76,5.96,1.35,,1.38,2.45,2.18,5.43,3.04,5.89,3.14,3.87
0.75,3.69,0.49,0.7,0.76,5.96,1.34,,1.38,2.45,2.19,5.43,3.03,6.13,3.16,3.91
0.75,3.74,0.48,0.67,0.76,5.96,1.34,,1.38,2.45,2.38,5.43,3.02,6.15,3.16,3.95
0.76,3.74,0.48,0.65,0.76,5.96,1.33,,1.38,2.45,2.9,5.44,3.02,6.14,3.15,3.93
0.75,3.72,0.48,0.7,0.76,5.97,1.33,,1.38,2.45,3.18,5.44,3.03,6.12,3.14,3.9
0.75,3.7,0.48,0.73,0.76,5.98,1.32,,1.38,2.45,3.2,5.44,3.04,6.11,3.16,3.89
0.74,3.69,0.48,0.7,0.76,5.98,1.32,,1.38,2.45,3.19,5.44,3.03,6.1,3.69,3.88
0.75,3.75,0.48,0.67,0.76,5.98,1.31,,1.38,2.46,3.12,5.44,3.02,6.09,3.99,3.87
0.76,3.78,0.48,0.66,0.76,5.98,1.3,,1.38,2.46,3.08,5.44,3.04,6.08,4.07,3.91
0.75,3.76,0.48,0.67,0.76,5.99,1.3,,1.38,2.46,3.09,5.44,3.09,6.07,4.07,3.96
0.74,3.74,0.48,0.72,0.76,5.99,1.29,,1.38,2.46,3.11,5.44,3.09,6.05,4.08,3.95
0.75,3.71,0.48,0.72,0.76,5.99,1.29,,1.38,2.46,3.11,5.44,3.07,6.05,4.08,3.92
0.76,3.69,0.48,0.67,0.76,5.99,1.29,,1.38,2.46,3.12,5.44,3.06,6.04,4.08,3.9
0.75,3.74,0.47,0.66,0.76,5.99,1.28,,1.38,2.46,3.13,5.45,3.04,6.03,4.08,3.89
0.75,3.79,0.47,0.69,0.76,5.99,1.28,,1.38,2.46,3.15,5.44,3.03,6.02,4.09,3.88
0.75,3.77,0.47,0.73,0.76,6,1.27,,1.38,2.46,3.15,5.45,3.06,6.01,4.09,3.87
0.76,3.75,0.47,0.71,0.76,6,1.3,,1.38,2.46,3.15,5.45,3.09,6,4.09,3.91
0.76,3.73,0.47,0.69,0.76,6,1.54,,1.38,2.46,3.15,5.45,3.08,5.99,4.1,3.96
0.75,3.71,0.47,0.67,0.76,6,2.06,,1.38,2.46,3.15,5.45,3.07,5.97,4.1,3.95
0.76,3.71,0.47,0.68,0.76,6,2.28,,1.38,2.46,3.15,5.45,3.05,5.96,4.1,3.94
0.76,3.77,0.47,0.73,0.77,6,2.28,,1.38,2.46,3.15,5.45,3.04,5.95,4.1,4.07
0.76,3.77,0.47,0.71,1,5.98,2.25,,1.38,2.46,3.15,5.45,3.03,5.94,4.1,5.14
0.75,3.75,0.47,0.68,1.32,5.77,2.16,,1.38,2.46,3.15,5.33,3.02,5.93,4.1,5.32
0.74,3.73,0.47,0.67,1.36,5.06,2.12,,1.38,2.46,3.15,3.41,3.06,5.92,4.16,5.31
0.74,3.71,0.47,0.69,1.35,4.26,2.13,,1.38,2.46,3.15,0.55,3.07,5.91,4.16,5.29
0.75,3.7,0.47,0.74,1.34,4.26,2.15,,1.38,2.46,3.16,0.56,3.05,5.91,4.16,5.28
0.76,3.74,0.47,0.73,1.33,4.27,2.15,,1.38,2.46,3.16,0.54,3.04,5.92,4.15,5.27
0.75,3.76,0.47,0.7,1.31,4.27,2.15,,1.39,2.47,3.16,0.53,3.03,6.23,4.15,5.27
0.75,3.76,0.47,0.68,1.24,4.27,2.15,,1.6,2.47,3.16,0.52,3.07,6.24,4.15,5.27
0.74,3.74,0.46,0.72,1.2,4.27,2.15,,1.9,2.47,3.16,0.5,3.09,6.23,4.15,5.26
0.75,3.72,0.46,0.74,1.2,4.27,2.15,,1.95,2.47,3.16,0.49,3.07,6.21,4.15,5.25
0.76,3.71,0.46,0.72,1.2,4.26,2.15,,1.96,2.47,3.16,0.48,3.06,6.18,4.15,5.28
0.76,3.78,0.46,0.69,1.2,4.26,2.15,,1.95,2.47,3.16,0.47,3.03,6.16,4.14,5.35
0.76,3.82,0.46,0.71,1.2,4.26,2.15,,1.95,2.47,3.16,0.46,3.02,6.13,4.14,5.38
0.75,3.8,0.46,1.01,1.2,4.25,2.15,,1.95,2.47,3.16,0.46,3.03,6.11,4.15,5.36
0.75,3.78,0.46,1.48,1.2,4.25,2.15,,1.95,2.48,3.16,0.45,3.03,7.03,4.17,5.34
0.76,3.76,0.46,1.64,1.21,4.25,2.16,,1.94,2.48,3.16,0.44,3.05,8.75,4.19,5.33
0.76,3.72,0.46,1.62,1.21,4.25,2.16,,1.89,2.48,3.17,0.44,3.09,9.06,4.18,5.32
0.75,3.7,0.46,1.56,1.21,4.25,2.16,,1.86,2.48,3.17,0.44,3.09,9.01,4.18,5.29
0.75,3.71,0.46,1.54,1.21,4.25,2.15,,1.86,2.48,3.17,0.43,3.08,8.96,4.17,5.29
0.76,3.76,0.46,1.53,1.21,4.25,2.15,,1.87,2.48,3.17,0.43,3.43,8.93,4.17,5.32
0.76,3.76,0.46,1.51,1.21,4.25,2.15,,1.87,2.48,3.17,0.42,3.78,8.87,4.17,5.39
0.75,3.74,0.46,1.54,1.21,4.24,2.15,,1.87,2.48,3.2,0.41,3.79,8.55,4.17,5.39
0.75,3.72,0.46,1.62,1.21,4.24,2.15,,1.87,2.48,3.47,0.41,3.76,8.24,4.16,5.37
0.76,3.73,0.46,1.63,1.21,4.24,2.15,,1.87,2.48,3.9,0.41,3.74,8.24,4.16,5.36
0.75,3.77,0.46,1.6,1.21,4.24,2.15,,1.88,2.48,4.07,0.41,3.72,8.26,4.16,5.34
0.76,3.75,0.46,1.55,1.21,4.24,2.15,,1.88,2.48,4.08,0.4,3.7,8.27,4.18,5.32
0.76,3.73,0.46,1.57,1.21,4.24,2.15,,1.88,2.48,4.06,0.4,3.69,8.27,4.2,5.31
0.76,3.73,0.46,1.63,1.21,4.24,2.15,,1.88,2.48,4.01,0.4,3.67,8.27,4.2,5.31
0.79,3.77,0.45,1.64,1.21,4.24,2.15,,1.88,2.48,3.99,0.39,3.64,8.26,4.24,5.37
0.94,3.78,0.45,1.61,1.21,4.24,2.62,,1.88,2.48,4.01,0.39,3.63,8.26,4.41,5.41
1,3.76,0.46,1.58,1.21,4.24,2.99,,1.88,2.49,4.02,0.39,3.62,8.26,4.62,5.4
1,3.74,,1.57,1.21,4.24,3.06,,1.88,2.49,4.03,0.38,3.62,8.26,4.76,5.38
0.98,3.72,,1.61,1.21,4.24,3.05,,1.88,2.49,4.03,0.38,3.63,8.27,4.83,5.36
0.97,3.76,,1.66,1.21,4.24,3,,1.88,2.49,4.05,0.38,3.64,8.37,4.87,5.35
0.96,3.78,,1.6,1.21,4.24,2.94,,1.88,2.49,4.08,0.38,3.68,8.45,4.9,5.33
0.96,3.77,,1.58,1.21,4.24,2.94,,1.88,2.49,4.08,0.37,3.68,8.45,4.92,5.32
0.95,3.75,,1.57,1.21,4.24,2.96,,1.89,2.49,4.08,0.37,3.67,8.44,4.94,5.35
0.95,3.73,,1.63,1.21,4.24,2.97,,1.88,2.57,4.07,0.37,3.64,8.43,4.95,5.41
0.97,3.72,,1.66,1.21,4.23,2.98,,1.88,3.48,4.07,0.37,3.65,8.42,4.96,5.42
0.97,3.77,,1.63,1.21,4.23,2.99,,1.89,4.38,4.07,0.37,3.65,8.41,4.97,5.4
0.97,3.81,,1.61,1.21,4.23,3.01,,1.89,4.46,4.08,0.37,3.7,8.39,4.97,5.38
0.98,3.77,,1.58,1.21,4.23,3.02,,1.89,4.43,4.08,0.36,3.71,8.38,4.97,5.37
0.97,3.75,,1.65,1.21,4.23,3.01,,1.89,4.42,4.08,0.36,3.7,8.37,4.98,5.36
0.98,3.73,,1.66,1.21,4.23,3.01,,1.89,4.42,4.08,0.36,3.68,8.36,4.98,5.34
0.99,3.71,,1.63,1.21,4.23,3.01,,1.89,4.36,4.08,0.36,3.67,8.35,4.99,5.34
0.98,3.73,,1.6,1.21,4.23,3.01,,1.89,4.15,4.08,0.36,3.68,8.34,4.99,5.39
0.97,3.81,,1.58,1.21,4.23,3.01,,1.89,4,4.09,0.35,3.72,8.32,4.99,5.43
0.98,3.81,,1.62,1.21,4.23,3.01,,1.89,4.01,4.09,0.35,3.71,8.31,4.99,5.42
0.99,3.79,,1.67,1.21,4.23,3.01,,1.89,4.03,4.09,0.35,3.69,8.33,5,5.4
0.99,3.77,,1.65,1.21,4.23,3.01,,1.89,4.03,4.09,0.35,3.67,8.49,5,5.39
0.98,3.73,,1.62,1.21,4.23,3.01,,1.89,4.03,4.09,0.35,3.66,8.48,5,5.38
0.98,3.71,,1.59,1.21,4.23,3.02,,1.89,4.03,4.09,0.28,3.68,8.47,5,5.35
0.98,3.71,,1.65,1.21,4.23,3.02,,1.89,4.03,4.11,0.49,3.73,8.46,5,5.34
0.98,3.77,,1.67,1.21,4.23,3.02,,1.89,4.04,4.26,0.55,3.72,8.45,5.01,5.36
0.98,3.82,,1.64,1.21,4.23,3.02,,1.92,4.05,4.58,0.49,3.69,8.44,5.01,5.42
0.98,3.8,,1.61,1.21,4.23,3.02,,2.19,4.05,4.89,0.4,3.67,8.43,5.01,5.44
0.98,3.78,,1.59,1.21,4.23,3.02,,2.47,4.05,4.9,0.38,3.66,8.41,5.01,5.42
0.98,3.87,,1.61,1.21,4.23,3.02,,2.5,4.05,4.9,0.4,3.67,8.39,5.01,5.4
0.98,5.17,,1.67,1.2,4.66,3.02,,2.49,4.05,4.89,0.41,3.7,8.38,5.01,5.39
0.98,5.16,,1.63,1.2,7.11,3.02,,2.49,4.06,4.88,0.41,3.69,8.37,5.01,5.39
0.98,5.12,,1.6,1.2,8.62,3.02,,2.49,4.06,4.89,0.42,3.68,8.36,5.01,5.84
0.98,5.07,,1.59,1.2,8.66,3.06,,2.48,4.06,4.89,0.42,3.69,8.34,5.02,6.19
0.98,5.04,,1.65,1.21,8.63,3.32,,2.38,4.06,4.9,0.42,3.72,8.33,4.81,6.39
0.98,5.02,,1.68,1.39,8.45,3.7,,2.38,4.06,4.92,0.43,3.71,8.32,3.11,6.48
0.99,4.98,,1.65,1.76,7.99,3.85,,2.38,4.06,4.92,0.43,3.69,8.33,1.18,6.52
0.99,4.92,,1.62,1.84,7.85,3.83,,2.38,4.06,4.93,0.43,3.67,8.4,0.72,6.55
0.99,4.86,,1.59,1.82,7.91,3.78,,2.38,4.06,4.93,0.43,3.67,8.51,0.63,6.57
1,4.84,,1.61,1.81,7.93,3.77,,2.39,4.06,4.94,0.43,3.7,8.5,0.58,6.59
1.01,4.84,,1.68,1.79,7.94,3.78,,2.39,4.07,4.94,0.43,3.71,8.49,0.54,6.61
1,4.85,,1.77,1.71,7.96,3.79,,2.39,4.07,4.94,0.44,3.69,8.48,0.51,6.61
1,4.92,,2.09,1.66,7.96,3.81,,2.39,4.07,4.94,0.44,3.68,8.47,0.48,6.61
0.99,4.95,,2.41,1.65,7.97,3.81,,2.39,4.07,4.95,0.44,3.74,8.45,0.45,6.62
0.99,4.93,,2.5,1.65,7.98,3.84,,2.4,4.07,4.95,0.44,3.73,8.44,0.43,6.62
0.99,4.9,,2.48,1.66,7.99,3.86,,2.4,4.07,4.95,0.44,3.71,8.43,0.42,6.62
1,4.88,,2.45,1.66,7.99,3.86,,2.4,4.07,4.96,0.44,3.69,8.41,0.41,6.62
0.99,4.96,,2.43,1.66,7.99,3.86,,2.4,4.07,4.96,0.44,3.68,8.39,0.4,6.62
1.01,4.95,,2.42,1.66,8,3.86,,2.4,4.07,4.96,0.44,3.7,8.38,0.39,6.62
1.01,4.92,,2.49,1.66,8.01,3.86,,2.4,4.07,4.96,0.44,3.74,8.37,0.38,6.62
1,4.9,,2.52,1.66,8.02,3.86,,2.4,4.07,4.96,0.45,3.73,8.36,0.37,6.62
1,4.9,,2.5,1.66,8.03,3.86,,2.4,4.07,4.96,0.45,3.69,8.35,0.35,6.62
1.01,4.95,,2.47,1.66,8.03,3.86,,2.4,4.08,4.97,0.45,3.68,8.37,0.35,6.62
1.01,4.95,,2.45,1.66,8.04,3.87,,2.4,4.08,4.97,0.45,3.69,8.49,0.34,6.61
1,4.93,,2.46,1.66,8.04,3.87,,2.41,4.08,4.97,0.45,3.72,8.54,0.34,6.61
1,4.91,,2.51,1.66,8.04,3.87,,2.41,4.08,4.97,0.45,3.71,8.52,0.33,6.61
1.01,5.02,,2.54,1.66,8.05,3.87,,2.41,4.08,4.97,0.45,3.7,8.5,0.32,6.61
1.01,5.03,,2.48,1.66,8.05,3.87,,2.41,4.08,4.97,0.45,3.69,8.49,0.32,6.61
1.01,5,,2.45,1.66,8.05,3.87,,2.41,4.08,4.98,0.45,3.73,8.48,0.31,6.61
1.01,4.97,,2.46,1.66,8.06,3.87,,2.41,4.08,5.01,0.45,3.76,8.47,0.31,6.61
1.01,4.94,,2.51,1.66,8.06,3.87,,2.41,4.08,5.15,0.45,3.73,8.45,0.3,6.61
1,4.92,,2.54,1.66,8.06,3.89,,2.41,4.08,5.48,0.45,3.71,8.44,0.3,6.61
1,4.89,,2.52,1.66,8.07,3.98,,2.41,4.08,5.54,0.45,3.69,8.43,0.29,6.61
1,4.9,,2.49,1.66,8.07,4.24,,2.41,4.08,5.58,0.45,3.68,8.41,0.29,6.6
1,5.01,,2.46,1.66,8.07,4.51,,2.41,4.08,5.61,0.46,3.71,8.39,0.29,6.6
1,4.98,,2.48,1.66,8.07,4.6,,2.41,4.08,5.63,0.46,3.74,8.38,0.28,6.6
1,4.95,,2.55,1.66,8.08,4.61,,2.41,4.08,5.64,0.46,3.73,8.37,0.28,6.6
1,4.93,,2.52,1.66,8.08,4.62,,2.41,4.09,5.65,0.46,3.71,8.36,0.28,6.6
1,4.9,,2.49,1.66,8.08,4.61,,2.41,4.09,5.66,0.46,3.7,8.38,0.27,6.6
1,4.94,,2.46,1.66,8.08,4.6,,2.41,4.1,5.68,0.46,3.73,8.53,0.27,6.6
1.02,5,,2.48,1.66,8.09,4.61,,2.41,4.1,5.69,0.46,3.72,8.59,0.26,6.6
1.04,4.99,,2.54,1.66,8.09,4.62,,2.41,4.1,5.69,0.46,3.7,8.58,0.26,6.6
