Weight_dn21.1,Weight_dn21.2,Weight_dn21.3,Weight_un21.1,Weight_un21.3,Weight_dp21.1,Weight_dp21.2,Weight_dp21.3,Weight_up21.1,Weight_up21.2,Weight_up21.3,Weight_un21.2
5.09,4.72,5.18,7.19,8.5,9.85,11.46,9.13,2.01,2.22,2.05,4.08
5.09,4.97,5.18,7.19,8.5,9.85,11.51,9.13,2.01,2.22,2.05,4.08
5.09,5.12,5.18,7.2,8.5,9.85,11.55,9.13,2.01,2.22,2.06,4.08
5.09,5.19,5.18,7.2,8.5,9.85,11.55,9.13,2.01,2.22,2.06,4.08
5.09,5.23,5.18,7.2,8.5,9.86,11.55,9.13,2.01,2.22,2.06,4.08
5.09,5.25,5.18,7.21,8.51,9.86,11.55,9.13,2.01,2.22,2.06,4.09
5.09,5.25,5.18,7.21,8.51,9.86,11.55,9.13,2.02,2.22,2.06,4.09
5.09,5.25,5.18,7.21,8.51,9.86,11.55,9.14,2.02,2.22,2.06,4.09
5.09,5.25,5.18,7.22,8.51,9.86,11.56,9.14,2.02,2.22,2.06,4.09
5.09,5.25,5.18,7.22,8.51,9.86,11.56,9.14,2.1,2.22,2.06,4.09
5.09,5.25,5.18,7.22,8.51,9.86,11.56,9.14,2.49,2.22,2.06,4.1
5.09,5.26,5.18,7.22,8.52,9.87,11.57,9.14,2.67,2.22,2.06,4.1
5.09,5.25,5.18,7.23,8.52,9.87,11.57,9.14,2.66,2.22,2.06,4.1
5.09,5.25,5.18,7.23,8.53,9.87,11.57,9.14,2.65,2.22,2.06,4.1
5.09,5.25,5.18,7.23,8.53,9.87,11.57,9.14,2.64,2.22,2.06,4.1
5.09,5.25,5.18,7.24,8.54,9.87,11.57,9.14,2.64,2.22,2.06,4.1
5.09,5.26,5.18,7.24,8.54,9.87,11.57,9.14,2.61,2.23,2.06,4.11
5.09,5.26,5.18,7.25,8.55,9.87,11.57,9.14,2.54,2.23,2.06,4.11
5.08,5.26,5.18,7.25,8.55,9.87,11.58,9.14,2.51,2.22,2.06,4.11
5.09,5.26,5.18,7.25,8.56,9.87,11.58,9.15,2.51,2.22,2.06,4.11
5.09,5.26,5.18,7.26,8.57,10.07,11.58,9.15,2.52,2.22,2.09,4.11
5.08,5.26,5.19,7.26,8.57,11.62,11.58,9.15,2.52,2.23,2.41,4.11
5.09,5.26,5.18,7.26,8.57,12.79,11.58,9.15,2.52,2.23,2.75,4.12
5.09,5.26,5.18,7.26,8.58,12.8,11.59,9.15,2.53,2.22,2.77,4.12
5.09,5.26,5.18,7.27,8.58,12.75,11.59,9.15,2.53,2.23,2.76,4.12
5.09,5.26,5.18,7.27,8.58,12.72,11.59,9.15,2.53,2.22,2.75,4.12
5.09,5.26,5.18,7.28,8.57,12.68,11.59,9.15,2.53,2.23,2.72,4.12
5.08,5.26,5.19,7.28,8.57,12.07,11.59,9.15,2.53,2.23,2.63,4.12
5.08,5.26,4.74,7.28,8.57,12.06,11.59,9.15,2.53,2.23,2.59,4.12
5.09,5.26,,7.28,8.19,12.1,11.59,9.15,2.53,2.23,2.6,4.12
5.08,5.26,,7.29,5.02,12.12,11.6,9.15,2.53,2.23,2.6,4.13
5.08,5.26,,7.29,1.42,12.12,11.6,9.15,2.53,2.23,2.6,4.13
5.09,5.26,,7.29,0.6,12.12,11.6,9.15,2.53,2.23,2.6,4.13
5.09,5.26,,7.29,,12.13,11.6,9.15,2.54,2.23,2.6,4.13
5.09,5.26,,7.3,,12.14,11.6,9.17,2.54,2.23,2.6,4.14
5.09,5.26,,7.3,,12.15,11.6,9.81,2.54,2.32,2.61,4.14
5.1,5.26,,7.31,,12.16,11.6,11.53,2.54,2.71,2.61,4.14
5.1,5.26,,7.31,,12.16,11.6,11.99,2.54,2.91,2.61,4.15
5.11,5.26,,7.31,,12.16,11.6,11.94,2.54,2.9,2.61,4.15
5.11,5.26,,7.31,,12.16,11.61,11.9,2.54,2.89,2.61,4.15
5.12,5.26,,7.31,,12.17,11.61,11.87,2.54,2.88,2.61,4.16
5.13,5.26,,7.32,,12.17,11.61,11.68,2.54,2.88,2.62,4.16
5.13,5.26,,7.32,,12.17,11.61,11.38,2.54,2.87,2.62,4.16
5.14,5.26,,7.32,,12.17,11.61,11.32,2.54,2.8,2.62,4.16
5.14,5.26,,7.33,,12.18,11.61,11.34,2.54,2.77,2.62,4.19
5.15,5.26,,7.33,,12.18,11.61,11.36,2.54,2.77,2.62,4.39
5.15,5.26,,7.33,,12.18,11.61,11.37,2.54,2.77,2.62,4.74
5.16,5.26,,7.14,,12.19,11.61,11.37,2.54,2.78,2.63,5.02
5.17,5.26,,4.62,,12.19,11.61,11.37,2.54,2.78,2.63,5.15
5.17,5.26,,0.6,,12.19,11.61,11.37,2.54,2.79,2.63,5.21
5.18,5.26,,0.61,,12.19,11.62,11.38,2.54,2.79,2.63,5.25
5.18,5.26,,0.89,,12.19,11.62,11.38,2.55,2.79,2.63,5.3
5.18,5.26,,0.94,,12.2,11.62,11.38,2.55,2.79,2.63,5.31
5.19,5.26,,0.98,,12.2,11.63,11.38,2.55,2.79,2.63,5.08
5.19,5.26,,1.0,,12.2,11.64,11.38,2.54,2.79,2.63,3.85
5.19,5.26,,1.01,,12.2,11.64,11.39,2.55,2.79,2.63,3.34
5.19,5.24,,1.02,,12.2,11.64,11.4,2.55,2.79,2.63,3.48
5.2,4.29,,1.02,,12.2,11.64,11.4,2.55,2.79,2.63,3.58
5.2,,,1.02,,12.21,11.64,11.4,2.55,2.79,2.63,3.66
5.2,,,1.03,,12.21,12.15,11.41,2.55,2.79,2.63,3.72
5.2,,,1.03,,12.21,13.89,11.41,2.55,2.79,2.63,3.82
5.2,,,1.03,,12.21,14.49,11.41,2.55,2.79,2.63,3.86
5.2,,,1.03,,12.21,14.38,11.41,2.55,2.79,2.63,3.89
5.2,,,1.03,,12.22,14.36,11.41,2.55,2.79,2.63,3.92
5.2,,,1.03,,12.22,14.29,11.41,2.55,2.8,2.63,3.95
5.2,,,1.03,,12.22,13.99,11.41,2.55,2.8,2.63,3.98
5.21,,,1.03,,12.22,13.79,11.41,2.55,2.8,2.63,4.01
5.21,,,1.03,,12.22,13.82,11.42,2.55,2.8,2.63,4.03
5.21,,,1.04,,12.22,13.84,11.42,2.55,2.8,2.63,4.07
5.21,,,1.04,,12.22,13.85,11.42,2.55,2.8,2.63,4.09
5.21,,,1.04,,12.23,13.86,11.43,2.56,2.8,2.63,4.11
5.21,,,1.04,,12.24,13.88,11.44,2.56,2.8,2.63,4.12
5.21,,,,,12.25,13.88,11.44,2.56,2.8,2.63,4.14
5.21,,,,,12.25,13.89,11.44,2.56,2.8,2.64,4.15
5.21,,,,,12.25,13.89,11.44,2.56,2.8,2.64,4.17
5.21,,,,,12.25,13.89,11.44,2.56,2.8,2.63,4.18
5.21,,,,,12.25,13.89,11.44,2.56,2.81,2.64,4.2
5.21,,,,,12.26,13.89,11.44,2.56,2.81,2.64,4.22
5.21,,,,,12.26,13.9,11.44,2.56,2.81,2.64,4.24
5.21,,,,,12.26,13.9,11.45,2.56,2.81,2.64,4.25
5.21,,,,,12.26,13.9,11.45,2.56,2.81,2.64,4.26
4.67,,,,,12.26,13.9,11.45,2.56,2.81,2.64,4.27
2.12,,,,,12.26,13.91,11.45,2.56,2.81,2.64,4.28
,,,,,12.27,13.91,11.45,2.56,2.81,2.64,4.29
,,,,,12.27,13.91,11.45,2.56,2.81,2.64,4.31
,,,,,12.27,13.91,11.45,2.56,2.81,2.64,4.32
,,,,,12.27,13.91,11.45,2.56,2.81,2.64,4.34
,,,,,12.27,13.91,11.45,2.56,2.81,2.64,4.35
,,,,,12.27,13.92,11.46,2.56,2.81,2.64,4.35
,,,,,12.27,13.92,11.46,2.58,2.81,2.64,4.36
,,,,,12.39,13.92,11.46,2.84,2.82,2.64,4.37
,,,,,13.71,13.92,11.46,3.21,2.82,2.64,4.38
,,,,,15.03,13.92,11.46,3.25,2.82,2.65,4.39
,,,,,15.09,13.92,11.46,3.23,2.82,2.85,4.4
,,,,,15.03,13.92,11.46,3.23,2.82,3.35,4.42
,,,,,14.99,13.92,11.46,3.22,2.82,3.47,4.42
,,,,,14.86,13.93,11.46,3.15,2.82,3.44,4.43
,,,,,14.54,13.93,11.46,3.09,2.82,3.42,4.44
,,,,,14.44,13.93,11.46,3.09,2.82,3.33,4.45
,,,,,14.47,13.93,11.46,3.1,2.82,3.22,4.45
,,,,,14.49,13.93,11.46,3.1,2.82,3.22,4.46
,,,,,14.5,13.93,11.46,3.1,2.82,3.23,4.47
,,,,,14.52,13.93,11.47,3.11,2.82,3.24,4.47
,,,,,14.52,13.93,11.47,3.11,2.82,3.24,4.49
,,,,,14.52,13.93,11.47,3.11,2.82,3.24,4.49
,,,,,14.53,13.94,11.47,3.11,2.82,3.24,4.5
,,,,,14.54,13.94,11.47,3.11,2.82,3.25,4.5
,,,,,14.55,13.94,11.47,3.11,2.82,3.25,4.51
,,,,,14.55,13.94,11.47,3.11,2.82,3.25,4.51
,,,,,14.55,13.94,11.47,3.12,2.82,3.25,4.51
,,,,,14.55,13.94,11.47,3.12,2.82,3.25,4.52
,,,,,14.56,13.94,11.47,3.12,2.82,3.25,4.52
,,,,,14.56,13.94,11.47,3.12,2.82,3.25,4.53
,,,,,14.56,13.94,11.47,3.12,2.82,3.26,4.51
,,,,,14.56,13.95,11.47,3.12,2.82,3.26,3.41
,,,,,14.56,13.95,11.47,3.13,2.82,3.26,2.72
,,,,,14.57,13.95,11.47,3.13,2.82,3.26,3.08
,,,,,14.57,13.95,11.47,3.13,2.82,3.26,3.18
,,,,,14.57,13.95,11.47,3.13,2.82,3.26,3.23
,,,,,14.57,13.95,11.48,3.13,2.82,3.26,3.27
,,,,,14.57,13.95,11.48,3.13,2.82,3.26,3.27
,,,,,14.58,13.95,11.51,3.13,2.83,3.26,3.28
,,,,,14.58,13.95,12.38,3.13,2.83,3.26,3.27
,,,,,14.58,13.96,14.12,3.13,3.03,3.26,3.27
,,,,,14.58,13.96,14.44,3.13,3.47,3.26,3.27
,,,,,14.58,13.96,14.37,3.13,3.55,3.26,3.27
,,,,,14.58,13.96,14.33,3.13,3.53,3.26,
,,,,,14.59,13.96,14.26,3.13,3.52,3.26,
,,,,,14.59,13.96,13.58,3.14,3.51,3.26,
,,,,,14.59,13.96,13.6,3.14,3.43,3.26,
,,,,,14.59,13.96,13.64,3.14,3.37,3.26,
,,,,,14.59,13.97,13.65,3.14,3.38,3.27,
,,,,,14.59,13.98,13.66,3.14,3.4,3.27,
,,,,,14.59,13.98,13.66,3.14,3.4,3.27,
,,,,,14.6,13.98,13.66,3.14,3.4,3.27,
,,,,,14.6,13.98,13.66,3.14,3.4,3.27,
,,,,,14.6,13.98,13.67,3.14,3.41,3.27,
,,,,,14.6,13.98,13.67,3.14,3.41,3.27,
,,,,,14.6,13.98,13.67,3.14,3.41,3.27,
,,,,,14.6,13.98,13.67,3.14,3.41,3.27,
,,,,,14.6,13.98,13.67,3.14,3.41,3.27,
,,,,,14.61,13.99,13.67,3.14,3.41,3.27,
,,,,,14.61,13.99,13.68,3.14,3.41,3.27,
,,,,,14.61,13.99,13.69,3.14,3.41,3.27,
,,,,,14.61,13.99,13.7,3.14,3.41,3.27,
,,,,,14.61,13.99,13.7,3.15,3.41,3.27,
,,,,,14.61,13.99,13.7,3.15,3.42,3.27,
,,,,,14.61,13.99,13.7,3.15,3.42,3.27,
,,,,,14.61,13.99,13.7,3.15,3.42,3.27,
,,,,,14.61,13.99,13.71,3.15,3.42,3.27,
,,,,,14.61,13.99,13.71,3.15,3.42,3.27,
,,,,,14.62,13.99,13.71,3.15,3.42,3.27,
,,,,,14.62,13.99,13.71,3.15,3.42,3.27,
,,,,,14.62,13.99,13.71,3.15,3.42,3.27,
,,,,,14.62,13.99,13.71,3.15,3.42,3.27,
,,,,,14.62,13.99,13.71,3.15,3.42,3.27,
,,,,,14.62,14.0,13.71,3.15,3.42,3.28,
,,,,,14.62,14.0,13.72,3.16,3.42,3.28,
,,,,,14.62,14.0,13.72,3.16,3.42,3.28,
,,,,,14.62,14.0,13.72,3.16,3.42,3.28,
,,,,,14.62,14.0,13.72,3.16,3.42,3.28,
,,,,,14.63,14.0,13.72,3.16,3.42,3.28,
,,,,,14.63,14.0,13.72,3.22,3.42,3.28,
,,,,,14.63,14.0,13.72,3.62,3.42,3.28,
,,,,,14.65,14.0,13.72,3.89,3.42,3.28,
,,,,,16.88,14.0,13.72,3.89,3.43,3.32,
,,,,,17.39,14.3,13.72,3.88,3.43,3.33,
,,,,,17.33,15.9,13.73,3.87,3.43,3.33,
,,,,,17.28,16.76,13.73,3.86,3.43,3.33,
,,,,,17.25,16.71,13.73,3.79,3.43,3.33,
,,,,,17.21,16.66,13.73,3.72,3.43,3.33,
,,,,,16.97,16.63,13.73,3.73,3.43,3.33,
,,,,,16.74,16.59,13.73,3.73,3.43,3.33,
,,,,,16.8,16.34,13.73,3.74,3.43,3.33,
,,,,,16.82,16.11,13.73,3.74,3.43,3.33,
,,,,,16.83,16.15,13.73,3.74,3.43,3.33,
,,,,,16.84,16.16,13.73,3.74,3.43,3.33,
,,,,,16.84,16.17,13.73,3.74,3.43,3.33,
,,,,,16.84,16.17,13.73,3.74,3.43,3.33,
,,,,,16.84,16.18,13.74,3.74,3.45,3.33,
,,,,,16.85,16.18,13.74,3.75,3.49,3.33,
,,,,,16.85,16.18,13.74,3.75,3.49,3.33,
,,,,,16.85,16.19,13.74,3.75,3.49,3.33,
,,,,,16.85,16.2,13.74,3.75,3.49,3.33,
,,,,,16.86,16.2,13.74,3.75,3.49,3.33,
,,,,,16.86,16.21,13.74,3.75,3.49,3.33,
,,,,,16.86,16.21,13.74,3.75,3.48,3.33,
,,,,,16.86,16.21,13.74,3.76,3.48,3.33,
,,,,,16.86,16.21,13.74,3.76,3.48,3.33,
,,,,,16.86,16.21,13.75,3.76,3.48,3.33,
,,,,,16.86,16.21,14.1,3.76,3.48,3.33,
,,,,,16.87,16.21,15.76,3.76,3.48,3.33,
,,,,,16.87,16.22,16.55,3.76,3.48,3.33,
,,,,,16.87,16.22,16.49,3.76,3.48,3.33,
,,,,,16.87,16.22,16.44,3.76,3.48,3.33,
,,,,,16.87,16.22,16.41,3.76,3.48,3.33,
,,,,,16.87,16.22,16.35,3.77,3.48,3.33,
,,,,,16.88,16.22,15.88,3.77,3.48,3.33,
,,,,,16.88,16.22,15.89,3.77,3.48,3.33,
,,,,,16.88,16.22,15.92,3.77,3.48,3.33,
,,,,,16.88,16.23,15.94,3.77,3.48,3.33,
,,,,,16.88,16.23,15.95,3.77,3.48,3.33,
,,,,,16.88,16.23,15.95,3.77,3.48,3.33,
,,,,,16.88,16.23,15.95,3.77,3.48,3.33,
,,,,,16.89,16.23,15.95,3.77,3.48,3.33,
,,,,,16.89,16.23,15.96,3.78,3.48,3.33,
,,,,,16.89,16.23,15.96,3.78,3.48,3.33,
,,,,,16.89,16.23,15.96,3.78,3.48,3.33,
,,,,,16.9,16.23,15.96,3.78,3.48,3.33,
,,,,,16.91,16.24,15.96,3.78,3.48,3.33,
,,,,,16.91,16.24,15.96,3.78,3.48,3.33,
,,,,,16.91,16.24,15.97,3.78,3.48,3.33,
,,,,,16.91,16.24,15.97,3.78,3.48,3.33,
,,,,,16.92,16.24,15.97,3.78,3.48,3.33,
,,,,,16.92,16.24,15.97,3.78,3.48,3.33,
,,,,,16.92,16.25,15.97,3.78,3.48,3.33,
,,,,,16.92,16.26,15.97,3.78,3.48,3.33,
,,,,,16.92,16.26,15.97,3.78,3.48,3.33,
,,,,,16.92,16.26,15.98,3.78,3.48,3.33,
,,,,,16.92,16.26,15.98,3.78,3.48,3.33,
,,,,,16.92,16.26,15.98,3.78,3.48,3.33,
,,,,,16.92,16.27,15.98,3.78,3.48,3.33,
,,,,,16.92,16.27,15.98,3.78,3.48,3.33,
,,,,,16.93,16.27,15.98,3.78,3.48,3.33,
,,,,,16.93,16.27,15.98,3.78,3.48,3.33,
,,,,,16.93,16.27,15.98,3.78,3.48,3.33,
,,,,,16.93,16.27,15.98,3.79,3.48,3.33,
,,,,,16.93,16.27,15.99,3.79,3.48,3.33,
,,,,,16.93,16.27,15.99,3.79,3.48,3.33,
,,,,,16.93,16.27,15.99,3.79,3.48,3.33,
,,,,,16.93,16.27,15.99,3.79,3.48,3.33,
,,,,,16.93,16.27,15.99,3.79,3.48,3.33,
,,,,,16.93,16.27,16.0,3.79,3.48,3.33,
,,,,,16.93,16.28,16.01,3.79,3.48,3.33,
,,,,,16.94,16.28,16.01,3.79,3.48,3.33,
,,,,,16.94,16.28,16.01,3.79,3.48,3.33,
,,,,,16.94,16.28,16.01,3.79,3.48,3.33,
,,,,,16.94,16.28,16.01,3.8,3.48,3.33,
,,,,,16.94,16.28,16.01,3.8,3.48,3.33,
,,,,,16.94,16.28,16.01,3.8,3.48,3.32,
,,,,,16.94,16.28,16.02,3.8,3.48,3.33,
,,,,,16.94,16.28,16.02,3.8,3.48,3.33,
,,,,,16.94,16.28,16.02,3.8,3.48,3.33,
,,,,,16.94,16.28,16.02,3.8,3.48,3.32,
,,,,,16.74,16.28,16.02,3.8,3.48,3.32,
,,,,,12.49,16.28,16.02,3.8,3.48,3.32,
,,,,,4.17,16.28,16.02,3.8,3.48,3.32,
,,,,,1.74,16.29,16.02,3.8,3.48,3.32,
,,,,,1.53,16.29,16.02,3.8,3.49,3.32,
,,,,,1.43,16.29,16.02,3.8,3.68,3.33,
,,,,,1.35,16.29,16.02,3.8,4.12,3.33,
,,,,,,16.29,16.03,3.8,4.22,3.32,
,,,,,,16.29,16.03,3.8,4.21,3.33,
,,,,,,16.29,16.03,3.8,4.19,3.32,
,,,,,,16.29,16.03,3.8,4.19,3.32,
,,,,,,16.29,16.03,3.8,4.17,3.32,
,,,,,,16.13,16.03,3.8,4.05,3.32,
,,,,,,,16.03,3.8,4.06,3.32,
,,,,,,,15.03,3.89,4.06,3.32,
,,,,,,,8.0,4.37,4.07,3.33,
,,,,,,,,4.65,4.07,3.32,
,,,,,,,,4.64,4.07,3.32,
,,,,,,,,4.62,4.07,3.32,
,,,,,,,,4.61,4.07,3.33,
,,,,,,,,4.51,4.08,3.33,
,,,,,,,,4.4,4.08,3.32,
,,,,,,,,4.4,4.08,3.32,
,,,,,,,,4.41,4.08,3.32,
,,,,,,,,4.42,4.08,3.32,
,,,,,,,,4.42,4.08,3.32,
,,,,,,,,4.42,4.08,3.42,
,,,,,,,,4.42,4.08,3.85,
,,,,,,,,4.42,4.08,4.04,
,,,,,,,,4.42,4.08,4.03,
,,,,,,,,4.42,4.08,4.02,
,,,,,,,,4.43,4.08,4.01,
,,,,,,,,4.43,4.08,4.0,
,,,,,,,,4.43,4.08,4.0,
,,,,,,,,4.43,4.08,3.89,
,,,,,,,,4.43,4.08,3.89,
,,,,,,,,4.43,4.09,3.9,
,,,,,,,,4.43,4.09,3.9,
,,,,,,,,4.43,4.09,3.9,
,,,,,,,,4.43,4.09,3.91,
,,,,,,,,4.44,4.09,3.91,
,,,,,,,,4.44,4.09,3.92,
,,,,,,,,4.44,4.09,3.92,
,,,,,,,,4.44,4.09,3.92,
,,,,,,,,4.44,4.1,3.92,
,,,,,,,,4.44,4.1,3.92,
,,,,,,,,4.44,4.1,3.92,
,,,,,,,,4.44,4.09,3.92,
,,,,,,,,4.44,4.09,3.92,
,,,,,,,,4.45,4.09,3.92,
,,,,,,,,4.45,4.1,3.92,
,,,,,,,,4.45,4.1,3.92,
,,,,,,,,4.45,4.1,3.92,
,,,,,,,,4.45,4.1,3.92,
,,,,,,,,4.45,4.1,3.92,
,,,,,,,,4.45,4.11,3.93,
,,,,,,,,4.45,4.11,3.93,
,,,,,,,,4.45,4.11,3.93,
,,,,,,,,4.45,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.46,4.11,3.93,
,,,,,,,,4.47,4.11,3.93,
,,,,,,,,4.47,4.11,3.93,
,,,,,,,,4.47,4.11,3.93,
,,,,,,,,4.47,4.11,3.93,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.47,4.11,3.94,
,,,,,,,,4.49,4.12,3.94,
,,,,,,,,4.54,4.12,3.94,
,,,,,,,,4.55,3.88,3.94,
,,,,,,,,4.55,2.18,3.94,
,,,,,,,,4.54,0.61,3.94,
,,,,,,,,4.53,,3.94,
,,,,,,,,4.53,,3.94,
,,,,,,,,4.53,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.94,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.95,
,,,,,,,,4.52,,3.96,
,,,,,,,,4.52,,4.01,
,,,,,,,,4.52,,4.02,
,,,,,,,,4.52,,4.02,
,,,,,,,,4.52,,4.01,
,,,,,,,,4.52,,4.01,
,,,,,,,,4.52,,4.0,
,,,,,,,,4.52,,4.0,
,,,,,,,,4.52,,3.99,
,,,,,,,,4.52,,4.0,
,,,,,,,,4.52,,4.0,
,,,,,,,,4.52,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.52,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.53,,3.99,
,,,,,,,,4.42,,3.99,
,,,,,,,,3.06,,3.99,
,,,,,,,,1.16,,3.99,
,,,,,,,,0.73,,3.99,
,,,,,,,,0.67,,3.99,
,,,,,,,,0.64,,3.99,
,,,,,,,,0.61,,3.99,
,,,,,,,,0.59,,3.99,
,,,,,,,,0.57,,3.99,
,,,,,,,,0.55,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.98,
,,,,,,,,,,3.99,
,,,,,,,,,,3.99,
,,,,,,,,,,3.98,
,,,,,,,,,,3.98,
,,,,,,,,,,3.98,
,,,,,,,,,,3.98,
,,,,,,,,,,3.98,
,,,,,,,,,,3.98,
,,,,,,,,,,3.99,
,,,,,,,,,,3.95,
,,,,,,,,,,3.03,
