Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un,Weight_1821up,Weight_1821dp,Weight_1821dn,Weight_1821un,Weight_1821un.3,Weight_1833up,Weight_1833dp,Weight_1833un,Weight_1833dn,Weight_1827un,Weight_1827dn,Weight_1827dp,Weight_1827up
0.43,1.13,0.99,1.08,1.13,2.3,2.79,7.93,8.49,5.03,5.8,4.54,0.98,3.16,2.79,0.98,1.15,3.61,10.51,6.19,4.45,2.56,2.93,5.32,3.14
0.43,1.13,0.99,1.09,1.14,2.31,2.79,7.93,8.49,5.03,5.81,4.54,0.97,3.16,2.8,0.95,1.13,3.62,10.51,6.19,4.45,2.57,2.93,5.32,3.14
0.43,1.13,0.99,1.09,1.14,2.31,2.79,7.93,8.49,5.03,5.8,4.55,0.97,3.15,2.8,0.95,1.15,3.62,10.51,6.19,4.45,2.57,2.93,5.32,3.13
0.43,1.13,0.99,1.1,1.15,2.32,2.79,7.93,9.15,5.03,5.79,4.64,0.98,3.15,2.84,0.99,1.21,3.62,10.51,6.19,4.45,2.57,2.93,5.32,2.96
0.43,1.13,0.99,1.1,1.15,2.32,2.8,7.93,12.37,5.03,5.79,5.43,0.98,3.14,2.89,1,1.18,3.62,10.52,6.19,4.46,2.57,2.93,5.33,2.88
0.43,1.13,0.99,1.11,1.16,2.33,2.8,7.93,14.03,5.03,5.79,6.86,0.97,3.14,2.87,0.99,1.16,3.62,10.52,6.2,4.46,2.57,2.93,5.33,2.88
0.43,1.13,0.99,1.11,1.16,2.33,2.8,7.93,14.04,5.04,5.79,7.56,0.97,3.13,2.85,0.97,1.15,3.62,10.52,6.2,4.46,2.57,2.94,5.33,2.89
0.43,1.13,0.99,1.12,1.16,2.33,2.8,7.93,13.98,5.04,5.78,7.6,0.97,3.13,2.84,0.96,1.14,3.63,10.52,6.2,4.46,2.65,2.94,5.33,2.9
0.43,1.14,1,1.13,1.17,2.34,2.8,7.93,13.93,5.04,5.79,7.45,0.97,3.12,2.83,0.95,1.19,3.63,10.52,6.2,4.46,4.11,2.94,5.76,2.9
0.43,1.14,1,1.13,1.17,2.34,2.8,7.94,13.77,5.04,5.79,7.15,0.97,3.11,2.83,0.98,1.22,3.63,10.52,6.2,4.47,4.58,2.94,8.02,2.9
0.53,1.14,1,1.14,1.17,2.34,2.8,7.96,13.08,5.04,5.79,7.06,0.97,3.1,2.83,1,1.19,3.63,10.52,6.2,4.47,4.62,2.94,9.36,2.9
0.66,1.14,1,1.14,1.18,2.35,2.8,7.97,12.49,5.04,5.8,7.11,0.97,3.11,2.82,0.98,1.17,3.63,10.52,6.2,4.47,4.55,2.94,9.44,2.91
0.67,1.14,1,1.14,1.18,2.35,2.8,7.97,12.48,5.04,5.8,7.14,0.97,3.22,2.81,0.97,1.15,3.63,10.52,6.2,4.47,4.37,2.94,9.43,2.91
0.67,1.14,1,1.15,1.18,2.35,2.8,7.97,12.54,5.04,5.81,7.17,1.01,3.31,2.83,0.96,1.2,3.63,10.53,6.2,4.47,4.33,2.94,9.41,2.91
0.67,1.14,1,1.15,1.19,2.35,2.81,7.97,12.55,5.05,5.81,7.29,1.03,3.3,2.86,0.97,1.23,3.64,10.53,6.2,4.48,4.37,2.97,9.42,2.91
0.67,1.14,1,1.16,1.19,2.37,2.81,7.99,12.55,5.05,5.81,7.43,1.02,3.3,2.86,1.01,1.2,3.64,10.53,6.2,4.48,4.43,3.21,9.36,2.91
0.67,1.14,1,1.16,1.19,2.48,2.81,9.02,12.56,5.05,5.81,7.42,1.01,3.29,2.84,1.01,1.18,3.64,10.53,6.2,4.48,4.47,3.73,8.92,2.91
0.64,1.14,1,1.17,1.19,2.81,2.81,12.2,12.58,5.05,5.81,7.4,1.01,3.27,2.83,0.99,1.17,3.64,10.53,6.2,4.48,4.61,3.98,8.45,2.91
0.62,1.14,1,1.17,1.2,3.15,2.81,13.26,12.6,5.05,5.82,7.38,1,3.24,2.83,0.96,1.16,3.64,10.53,6.2,4.48,4.73,4.03,8.51,2.91
0.62,1.14,1,1.17,1.2,3.25,2.81,13.23,12.6,5.05,5.82,7.33,0.99,3.23,2.81,0.97,1.2,3.64,10.53,6.24,4.49,4.74,4.06,8.53,2.91
0.62,1.14,1,1.18,1.2,3.25,2.81,13.13,12.6,5.06,5.82,7.28,0.98,3.22,2.81,1.01,1.22,3.64,10.53,6.87,4.94,4.73,3.99,8.54,2.91
0.62,1.14,1,1.18,1.21,3.22,2.82,13.12,12.6,5.06,5.82,7.29,0.98,3.21,2.83,1.02,1.2,3.64,10.53,8.51,5.86,4.72,3.96,8.56,2.92
0.62,1.14,1,1.18,1.21,3.22,2.82,13.08,12.61,5.06,5.82,7.31,1.02,3.21,2.85,1,1.18,3.64,10.53,9.68,6.57,4.69,3.97,8.59,2.92
0.62,1.14,1,1.19,1.21,3.23,2.82,12.7,12.61,5.06,5.83,7.33,1.03,3.2,2.85,0.98,1.16,3.64,10.53,9.85,6.75,4.65,4.02,8.6,2.92
0.62,1.14,1,1.19,1.21,3.24,2.82,12.08,12.61,5.06,5.83,7.34,1.02,3.19,2.84,0.97,1.17,3.64,10.53,9.73,6.74,4.65,4.04,8.6,2.92
0.62,1.14,1,1.19,1.21,3.25,2.82,11.94,12.61,5.06,5.83,7.35,1.02,3.19,2.83,0.97,1.23,3.64,10.53,9.34,6.62,4.67,4.09,8.62,2.92
0.62,1.14,1,1.2,1.22,3.26,2.82,12,12.62,5.06,5.83,7.36,1.01,3.17,2.82,1.02,1.24,3.65,10.53,9.14,6.59,4.71,4.14,8.63,2.92
0.62,1.14,1,1.2,1.22,3.27,2.82,12.04,12.62,5.06,5.83,7.36,1,3.17,2.82,1,1.21,3.65,10.54,9.16,6.62,4.72,4.15,8.63,2.92
0.63,1.14,1,1.2,1.22,3.27,2.82,12.05,12.62,5.06,5.83,7.37,0.99,3.16,2.81,0.99,1.19,3.65,11.58,9.24,6.64,4.73,4.14,8.64,2.92
0.63,1.14,1,1.2,1.22,3.29,2.82,12.09,12.62,5.06,5.84,7.37,0.98,3.16,2.82,0.98,1.28,3.65,17.11,9.27,6.7,4.73,4.15,8.65,2.92
0.63,1.14,1.01,1.21,1.23,3.3,2.82,12.1,12.64,5.06,5.84,7.37,1,3.15,2.85,0.97,1.79,3.65,17.09,9.39,6.77,4.74,4.15,8.66,2.92
0.63,1.14,1.01,1.21,1.23,3.31,2.82,12.1,12.66,5.06,5.84,7.38,1.01,3.14,2.85,1,2.32,3.65,17.01,9.59,6.84,4.74,4.15,8.66,2.92
0.63,1.16,1.01,1.21,1.23,3.32,2.82,12.11,12.66,5.06,5.84,7.38,1.01,3.14,2.84,1.03,2.45,3.65,16.95,9.64,6.84,4.75,4.15,8.67,2.92
0.63,1.47,1.01,1.22,1.23,3.32,2.82,12.11,12.67,5.06,5.84,7.38,1,3.13,2.83,1.02,2.42,3.65,16.93,9.61,6.84,4.75,4.16,8.68,2.92
0.63,1.88,1.01,1.22,1.23,3.32,2.82,12.11,12.67,5.07,5.84,7.38,1,3.12,2.82,1,2.37,3.65,16.89,9.59,6.85,4.76,4.16,8.68,2.92
0.63,1.95,1.09,1.22,1.24,3.32,2.82,12.12,12.67,5.07,5.84,7.39,0.99,3.12,2.82,0.98,2.31,3.65,16.48,9.53,6.85,4.76,4.17,8.69,2.92
0.63,1.95,1.28,1.22,1.24,3.32,2.82,12.12,12.67,5.07,5.84,7.39,1.01,3.12,2.81,0.99,2.28,3.65,15.73,9.44,6.84,4.77,4.18,8.7,2.93
0.63,1.95,1.38,1.23,1.24,3.33,2.82,12.13,12.67,5.07,5.84,7.39,1.03,3.12,2.82,1.03,2.27,3.65,15.59,9.45,6.84,4.77,4.18,8.7,2.93
0.63,1.95,1.39,1.23,1.24,3.33,2.82,12.16,12.68,5.07,5.85,7.4,1.03,3.12,2.85,1.03,2.29,3.65,15.66,9.47,6.86,4.78,4.19,8.71,2.93
0.63,1.95,1.36,1.23,1.25,3.33,2.82,12.17,12.68,5.07,5.85,7.4,1.01,3.11,2.85,1.01,2.43,3.65,15.68,9.49,6.87,4.79,4.19,8.71,2.93
0.63,1.85,1.35,1.23,1.25,3.34,2.82,12.17,12.68,5.07,5.85,7.41,1,3.11,2.83,1.09,2.49,3.65,15.69,9.52,6.88,4.8,4.2,8.72,2.93
0.63,1.8,1.35,1.23,1.25,3.34,2.82,12.18,12.68,5.07,5.85,7.42,1,3.11,2.83,1.49,2.46,3.65,15.69,9.53,6.88,4.81,4.2,8.72,2.93
0.63,1.8,1.36,1.24,1.25,3.34,2.82,12.18,12.68,5.07,5.85,7.44,0.99,3.11,2.82,1.94,2.43,3.65,15.69,9.54,6.89,4.81,4.21,8.73,2.93
0.63,1.8,1.36,1.24,1.25,3.34,2.82,12.18,12.68,5.07,5.85,7.45,0.99,3.11,2.82,2.06,2.4,3.65,15.7,9.54,6.89,4.81,4.21,8.74,2.93
0.63,1.8,1.36,1.24,1.25,3.35,2.82,12.18,12.68,5.07,5.85,7.45,1.02,3.17,2.81,2.04,2.38,3.65,15.72,9.55,6.9,4.81,4.21,8.74,2.93
0.63,1.81,1.37,1.24,1.25,3.35,2.82,12.19,12.69,5.07,5.85,7.44,1.04,3.18,2.82,2.01,2.42,3.65,15.74,9.55,6.9,4.81,4.21,8.74,2.93
0.63,1.81,1.38,1.25,1.26,3.35,2.82,12.19,12.69,5.08,6.19,7.44,1.03,3.18,2.85,1.99,2.51,3.65,15.75,9.56,6.91,4.82,4.22,8.75,2.94
0.63,1.81,1.39,1.25,1.26,3.35,2.82,12.19,12.69,5.28,6.84,7.44,1.02,3.18,2.85,1.99,2.47,3.65,15.75,9.56,6.92,4.82,4.22,8.75,2.94
0.63,1.82,1.38,1.25,1.26,3.35,2.82,12.2,12.69,6.07,7.32,7.45,1.01,3.17,2.84,1.98,2.44,3.66,15.75,9.56,6.92,4.82,4.22,8.76,2.94
0.63,1.82,1.38,1.25,1.26,3.36,2.82,12.2,12.69,6.79,7.42,7.45,1,3.17,2.83,1.98,2.41,4.01,15.76,9.57,6.93,4.82,4.23,8.76,2.94
0.63,1.82,1.38,1.25,1.26,3.36,2.82,12.2,12.7,6.89,7.43,7.45,0.99,3.17,2.82,2.08,2.43,5.27,15.76,9.57,6.93,4.82,4.23,8.76,2.94
0.63,1.82,1.38,1.26,1.26,3.36,2.82,12.2,12.72,6.86,7.38,7.45,0.99,3.17,2.82,2.18,2.52,5.74,15.76,9.57,6.94,4.82,4.24,8.77,2.94
0.63,1.82,1.38,1.26,1.27,3.36,2.82,12.2,12.72,6.75,7.35,7.45,1.03,3.17,2.81,2.18,2.54,5.73,15.76,9.58,6.94,4.82,4.24,8.78,2.95
0.63,1.83,1.39,1.26,1.27,3.36,2.83,12.21,12.73,6.64,7.35,7.45,1.04,3.16,2.81,2.13,2.5,5.7,15.77,9.59,6.94,4.82,4.24,8.78,2.95
0.63,1.83,1.39,1.26,1.27,3.36,3.01,12.21,12.73,6.66,7.36,7.45,1.03,3.16,2.84,2.11,2.47,5.67,15.77,9.62,6.95,4.83,4.24,8.78,2.95
0.63,1.83,1.39,1.26,1.27,3.38,3.94,12.21,12.73,6.69,7.4,7.45,1.02,3.16,2.85,2.11,2.46,5.67,15.77,9.64,6.95,4.83,4.24,8.79,2.95
0.63,1.83,1.39,1.27,1.27,3.49,4.46,12.21,12.73,6.71,7.41,7.45,1,3.16,2.85,2.19,2.55,5.59,15.77,9.65,6.95,4.83,4.25,8.79,2.95
0.63,1.83,1.39,1.27,1.27,3.72,4.44,12.22,12.73,6.76,7.42,7.45,1,3.16,2.92,2.24,2.56,5.37,15.77,9.66,6.96,4.83,4.25,8.79,2.95
0.63,1.83,1.39,1.27,1.27,3.94,4.43,12.24,12.73,6.84,7.43,7.45,0.99,3.16,3.22,2.21,2.52,5.27,15.77,9.65,6.96,4.83,4.25,8.8,2.95
0.63,1.84,1.39,1.27,1.28,4.06,4.42,12.25,12.73,6.87,7.46,7.45,1.02,3.16,3.52,2.19,2.49,5.28,15.77,9.65,6.96,4.83,4.25,8.8,2.95
0.63,1.84,1.39,1.27,1.28,4.12,4.42,12.25,12.73,6.86,7.5,7.45,1.12,3.16,3.58,2.16,2.46,5.3,15.78,9.65,6.97,4.83,4.26,8.82,2.95
0.63,1.84,1.39,1.27,1.28,4.16,4.39,12.25,12.73,6.85,7.51,7.45,1.38,3.16,3.56,2.15,2.47,5.31,15.78,9.65,6.97,4.83,4.26,8.84,2.95
0.63,1.84,1.39,1.28,1.28,4.19,4.24,12.26,12.73,6.85,7.51,7.46,1.47,3.16,3.54,2.28,2.55,5.32,15.78,9.65,6.97,4.83,4.26,8.84,2.95
0.63,1.85,1.39,1.28,1.28,4.2,4.1,12.26,12.74,6.83,7.5,7.46,1.46,3.16,3.53,2.26,2.58,5.32,15.81,9.65,6.97,4.83,4.26,8.85,2.95
0.63,1.85,1.4,1.28,1.28,4.2,4.1,12.26,12.74,6.83,7.51,7.46,1.45,3.15,3.52,2.23,2.5,5.32,15.82,9.65,6.98,4.83,4.27,8.85,2.96
0.63,1.85,1.4,1.28,1.28,4.21,4.13,12.26,12.74,6.84,7.51,7.46,1.42,3.15,3.51,2.2,2.47,5.32,15.82,9.65,6.98,4.84,4.27,9.17,2.96
0.63,1.85,1.4,1.28,1.29,4.21,4.14,12.26,12.74,6.85,7.51,7.46,1.41,3.15,3.51,2.19,2.49,5.32,15.82,9.65,6.98,4.84,4.27,11.34,2.96
0.63,1.85,1.4,1.28,1.29,4.21,4.14,12.26,12.74,6.86,7.51,7.46,1.4,3.15,3.51,2.25,2.58,5.32,15.82,9.65,6.98,4.84,4.27,12.91,2.96
0.63,1.85,1.4,1.29,1.29,4.22,4.14,12.26,12.91,6.86,7.52,7.46,1.39,3.15,3.51,2.32,2.58,5.32,15.83,9.66,6.98,4.84,4.27,13.01,2.96
0.63,1.85,1.4,1.29,1.29,4.22,4.14,12.27,15.28,6.87,7.52,7.46,1.38,3.15,3.5,2.3,2.54,5.32,15.83,9.66,6.99,4.84,4.28,12.97,2.96
0.63,1.85,1.4,1.29,1.29,4.22,4.14,12.27,18.25,6.88,7.52,7.46,1.38,3.15,3.51,2.23,2.5,5.33,15.83,9.66,6.99,4.84,4.28,12.98,2.96
0.63,1.85,1.4,1.29,1.29,4.23,4.14,12.27,18.17,6.88,7.52,7.46,1.38,3.15,3.57,2.22,2.48,5.33,15.83,9.66,6.99,4.84,4.28,12.79,2.96
0.64,1.86,1.4,1.29,1.29,4.23,4.14,12.27,18.11,6.89,7.53,7.46,1.37,3.15,3.56,2.27,2.6,5.33,15.83,9.66,7,4.84,4.37,12.24,2.96
0.63,1.86,1.4,1.29,1.29,4.23,4.14,12.27,18.07,6.89,7.53,7.46,1.4,3.15,3.55,2.34,2.57,5.33,15.83,9.66,7,4.84,4.7,12.04,2.96
0.63,1.86,1.4,1.29,1.29,4.23,4.15,12.27,17.8,6.9,7.53,7.46,1.41,3.15,3.54,2.32,2.53,5.33,15.83,9.66,7,4.84,5.15,12.12,2.96
0.63,1.86,1.4,1.3,1.3,4.24,4.15,12.28,17.07,6.9,7.53,7.46,1.41,3.15,3.54,2.29,2.49,5.33,15.83,9.66,7,4.84,5.44,12.18,2.96
0.63,1.86,1.4,1.3,1.3,4.24,4.15,12.28,16.8,6.91,7.53,7.46,1.4,3.15,3.53,2.25,2.51,5.33,15.83,9.66,7,4.84,5.43,12.21,2.96
0.63,1.86,1.4,1.31,1.3,4.24,4.15,12.28,16.83,6.91,7.53,7.47,1.4,3.15,3.53,2.25,2.59,5.33,15.83,9.66,7.01,4.84,5.38,12.25,2.96
0.63,1.86,1.4,1.43,1.3,4.24,4.15,12.29,16.9,6.92,7.54,7.47,1.39,3.15,3.52,2.31,2.61,5.33,15.83,9.66,7.01,4.84,5.37,12.27,2.96
0.63,1.86,1.4,1.86,1.36,4.24,4.15,12.29,16.91,6.92,7.54,7.47,1.39,3.15,3.53,2.33,2.56,5.33,15.83,9.66,7.01,4.85,5.38,12.29,2.96
0.64,1.86,1.4,2.22,2.15,4.25,4.15,12.29,16.91,6.93,7.54,7.47,1.39,3.15,3.58,2.3,2.52,5.33,15.84,9.66,7.01,4.85,5.4,12.3,2.96
0.64,1.86,1.4,2.29,2.29,4.25,4.15,12.29,16.91,6.93,7.54,7.47,1.39,3.15,3.56,2.27,2.52,5.33,15.84,9.66,7.01,4.85,5.41,12.31,2.96
0.74,1.86,1.4,2.29,2.3,4.25,4.15,12.29,16.92,6.94,7.54,7.47,1.39,3.15,3.55,2.28,2.61,5.34,15.84,9.66,7.01,4.93,5.43,12.31,2.96
0.87,1.86,1.4,2.24,2.26,4.25,4.15,12.29,16.92,6.94,7.54,7.47,1.4,3.15,3.55,2.36,2.61,5.34,15.84,9.66,7.02,5.46,5.43,12.32,2.97
0.88,1.86,1.4,2.19,2.2,4.25,4.15,12.29,16.92,6.94,7.55,7.47,1.4,3.15,3.54,2.37,2.56,5.34,15.84,9.66,7.05,6.3,5.46,12.33,2.97
0.88,1.87,1.41,2.21,2.19,4.25,4.16,12.29,16.93,6.95,7.55,7.47,1.4,3.15,3.54,2.33,2.53,5.34,15.84,9.67,7.34,6.78,5.49,12.34,2.97
0.87,1.87,1.41,2.23,2.21,4.26,4.17,12.29,16.93,6.95,7.55,7.48,1.4,3.15,3.53,2.3,2.5,5.34,15.84,9.67,7.99,6.73,5.51,12.36,2.96
0.87,1.87,1.41,2.25,2.22,4.26,4.17,12.3,16.93,6.95,7.55,7.47,1.4,3.15,3.53,2.28,2.55,5.34,15.84,9.67,8.34,6.55,5.51,12.36,2.97
0.84,1.87,1.41,2.27,2.24,4.26,4.17,12.3,16.93,6.96,7.55,7.48,1.4,3.15,3.55,2.39,2.62,5.34,15.84,9.67,7.97,6.48,5.5,12.37,2.97
0.82,1.87,1.41,2.31,2.28,4.26,4.17,12.3,16.93,6.96,7.55,7.49,1.4,3.15,3.57,2.39,2.6,5.35,15.84,9.67,7.91,6.48,5.5,12.38,2.97
0.82,1.87,1.41,2.33,2.31,4.26,4.17,12.3,16.94,6.97,7.55,7.49,1.4,3.15,3.56,2.35,2.52,5.35,15.84,9.67,7.93,6.49,5.51,12.38,2.97
0.83,1.87,1.41,2.33,2.32,4.26,4.17,12.3,16.95,6.97,7.56,7.5,1.4,3.15,3.56,2.31,2.52,5.35,15.84,9.67,7.97,6.51,5.51,12.39,2.97
0.83,1.87,1.41,2.32,2.32,4.27,4.17,12.3,16.97,6.97,7.56,7.51,1.4,3.15,3.55,2.29,2.6,5.36,15.85,9.67,8,6.53,5.52,12.4,2.97
0.83,1.87,1.41,2.32,2.32,4.27,4.17,12.3,16.98,6.98,7.56,7.52,1.4,3.15,3.54,2.33,2.63,5.35,15.86,9.74,8.04,6.54,5.52,12.4,2.97
0.83,1.87,1.41,2.33,2.32,4.27,4.17,12.3,16.98,6.98,7.56,7.52,1.41,3.15,3.54,2.41,2.59,5.36,15.86,10.42,8.07,6.55,5.52,12.42,2.97
0.83,1.87,1.41,2.34,2.32,4.27,4.17,12.3,16.98,6.98,7.56,7.52,1.44,3.15,3.53,2.4,2.55,5.36,15.86,11.82,8.09,6.64,5.53,12.42,2.97
0.83,1.87,1.41,2.34,2.33,4.27,4.17,12.33,16.98,6.99,7.56,7.52,1.45,3.15,3.54,2.32,2.52,5.36,15.86,12.92,8.11,6.69,5.53,12.42,2.97
0.83,1.87,1.41,2.35,2.33,4.27,4.17,13.51,16.98,6.99,7.56,7.51,1.44,3.15,3.58,2.3,2.55,5.36,15.86,13.15,8.15,6.69,5.53,12.43,2.97
0.83,1.87,1.41,2.35,2.34,4.27,4.17,17.47,16.99,7,7.56,7.52,1.43,3.15,3.57,2.34,2.62,5.36,15.87,12.98,8.24,6.67,5.53,12.43,2.97
0.83,1.87,1.41,2.35,2.34,4.27,4.17,17.42,16.99,7,7.56,7.51,1.43,3.15,3.56,2.42,2.58,5.36,15.87,12.73,8.25,6.66,5.53,12.44,2.97
0.83,1.87,1.41,2.36,2.34,4.27,4.17,17.35,16.99,7,7.57,7.51,1.41,3.15,3.56,2.4,2.54,5.36,15.87,12.69,8.25,6.66,5.54,12.44,2.97
0.83,1.88,1.41,2.36,2.34,4.27,4.17,17.31,16.99,7,7.57,7.51,1.41,3.15,3.55,2.36,2.52,5.36,15.87,12.71,8.25,6.67,5.54,12.45,2.97
0.83,1.88,1.41,2.37,2.35,4.27,4.17,17.28,16.99,7,7.57,7.52,1.44,3.15,3.54,2.33,2.57,5.36,15.87,12.75,8.26,6.67,5.54,12.45,2.98
0.83,1.91,1.41,2.37,2.35,4.28,4.17,17.01,16.99,7.01,7.57,7.52,1.44,3.15,3.54,2.31,2.64,5.36,15.87,12.78,8.27,6.67,5.55,12.46,2.98
0.83,2.25,1.41,2.37,2.35,4.28,4.18,16.37,16.99,7.01,7.57,7.51,1.43,3.15,3.54,2.37,2.62,5.36,15.87,12.81,8.28,6.67,5.55,12.47,2.98
0.83,2.65,1.41,2.38,2.36,4.28,4.18,16.17,16.99,7.01,7.57,7.52,1.42,3.15,3.57,2.41,2.58,5.36,15.87,12.82,8.29,6.68,5.55,12.47,2.98
0.83,2.7,1.41,2.38,2.36,4.28,4.18,16.28,17,7.01,7.59,7.52,1.41,3.15,3.58,2.37,2.54,5.36,15.87,13.03,8.3,6.68,5.55,12.48,2.98
0.83,2.7,1.41,2.38,2.36,1.9,4.18,16.31,17,7.02,7.69,7.52,1.42,3.15,3.57,2.34,2.59,5.36,15.87,13.18,8.31,6.68,5.55,12.48,3.89
0.83,2.7,1.41,2.38,2.37,0.17,4.18,16.34,17,7.02,7.99,7.52,1.45,3.15,3.56,2.32,2.64,5.36,15.87,13.18,8.32,6.68,5.55,12.48,4.13
0.83,2.71,1.41,2.39,2.37,0.13,4.18,16.36,17,7.02,8.35,7.52,1.44,3.15,3.55,2.37,2.61,5.36,15.87,13.15,8.33,6.68,5.56,12.49,4.1
0.83,2.65,1.41,2.39,2.37,0.17,4.18,16.37,17,7.02,8.63,7.52,1.43,3.15,3.55,2.44,2.57,5.36,15.88,13.14,8.33,6.69,5.56,12.49,4.05
0.83,2.58,1.42,2.39,2.37,0.2,4.18,16.38,17,7.02,8.78,7.52,1.42,3.15,3.54,2.42,2.54,5.36,15.89,13.11,8.34,6.69,5.56,12.5,4.01
0.83,2.57,1.41,2.39,2.38,0.21,4.18,16.38,17,7.02,8.87,7.52,1.42,3.15,3.54,2.38,2.55,5.36,15.91,13.04,8.34,6.69,5.56,12.5,3.99
0.83,2.57,1.41,2.4,2.38,0.22,4.18,16.39,17,7.03,8.93,7.52,1.45,3.15,3.56,2.34,2.78,5.36,15.92,13.03,8.35,6.69,5.56,12.51,3.97
0.83,2.58,1.41,2.4,2.38,0.23,4.18,16.39,17,7.1,8.97,7.52,1.46,3.16,3.59,2.41,3.27,5.36,15.92,13.04,8.35,6.69,5.56,12.51,3.97
0.84,2.58,1.41,2.4,2.38,0.23,4.18,16.41,17,7.01,9,7.52,1.45,3.16,3.57,2.45,3.68,6.19,15.93,13.06,8.36,6.69,5.56,12.51,3.96
0.84,2.58,1.42,2.4,2.38,0.23,4.18,16.41,17,6.8,9.02,7.51,1.44,3.16,3.57,2.42,3.74,7.29,15.94,13.08,8.37,6.69,5.57,12.52,3.82
0.83,2.59,1.42,2.4,2.38,0.23,4.19,16.42,17,6.96,9.03,7.52,1.42,3.15,3.57,2.38,3.7,7.43,15.94,13.09,8.37,6.7,5.57,12.52,3.78
0.84,2.59,1.42,2.41,2.39,0.23,4.19,16.42,17,7.02,9.04,7.52,1.42,3.16,3.65,2.35,3.67,7.4,15.94,13.11,8.38,6.7,5.57,12.53,3.78
0.84,2.59,1.42,2.41,2.39,0.22,4.19,16.43,17.01,7.01,9.05,7.52,1.44,3.15,3.87,2.33,3.64,7.38,15.95,13.12,8.38,6.7,5.57,12.53,3.79
0.84,2.59,1.42,2.41,2.39,0.22,4.19,16.43,17.01,7.03,9.05,7.52,1.44,3.15,4.07,2.4,3.65,7.37,15.95,13.13,8.38,6.7,5.57,12.53,3.8
0.84,2.6,1.42,2.41,2.39,0.22,4.19,16.44,17.01,7.07,9.06,7.52,1.43,3.16,4.17,2.46,3.74,7.35,15.95,13.14,8.39,6.7,5.57,12.55,3.8
0.84,2.6,1.42,2.41,2.4,0.22,4.19,16.44,17.02,7.11,9.07,7.52,1.43,4.72,4.22,2.39,3.81,7.2,15.96,13.15,8.39,6.7,5.57,12.56,3.8
0.84,2.6,1.42,2.42,2.4,0.21,4.19,16.45,17.04,7.18,9.07,7.52,1.45,5.34,4.25,2.35,3.79,6.93,15.96,13.16,8.4,6.7,5.57,12.57,3.8
0.84,2.6,1.42,2.42,2.4,0.21,4.19,16.45,17.05,7.21,9.08,7.52,1.46,5.34,4.24,2.34,3.7,6.95,15.96,13.16,8.4,6.7,5.57,12.57,3.8
0.84,2.6,1.43,2.42,2.4,0.2,4.19,16.46,17.05,7.23,9.09,7.52,1.45,5.31,4.23,2.42,3.69,6.96,15.97,13.16,8.41,6.7,5.58,12.57,3.81
0.84,2.61,1.49,2.42,2.4,0.2,4.19,16.46,17.05,7.25,9.09,7.52,1.43,5.28,4.22,2.46,3.76,6.98,15.97,13.17,8.41,6.71,5.58,12.58,3.81
0.83,2.61,1.63,2.42,2.4,0.2,4.19,16.49,17.05,7.28,9.1,7.51,1.42,5.26,4.21,2.42,3.83,6.98,15.97,13.17,8.42,6.71,5.58,12.58,3.81
0.83,2.61,1.72,2.42,2.41,0.19,4.19,16.5,17.05,7.32,9.1,7.52,1.44,5.23,4.21,2.39,3.8,6.99,15.97,13.18,8.42,6.71,5.58,12.58,3.81
0.83,2.61,1.73,2.43,2.41,0.19,4.19,16.51,17.05,7.36,9.1,7.52,1.47,5.04,4.21,2.45,3.76,7,15.98,13.19,8.42,6.71,5.58,12.59,3.81
0.83,2.61,1.73,2.43,2.41,0.18,4.19,16.51,17.05,7.37,9.11,7.52,1.46,4.75,4.21,2.86,3.72,7.01,15.98,13.2,8.43,6.71,5.58,12.59,3.81
0.83,2.62,1.72,2.43,2.41,0.18,4.19,16.52,17.05,7.38,9.11,7.52,1.45,4.72,4.22,3.59,3.73,7.01,15.98,13.22,8.43,6.72,5.58,12.59,3.81
0.83,2.62,1.72,2.43,2.41,0.18,4.19,16.52,17.1,7.39,9.12,7.52,1.44,4.74,4.24,3.57,3.81,7.01,15.98,13.25,8.43,6.72,5.58,12.6,3.81
0.83,2.62,1.72,2.43,2.41,0.17,4.2,16.53,18.57,7.4,9.12,7.52,1.43,4.74,4.25,3.54,3.8,7.01,15.99,13.27,8.44,6.72,5.59,12.79,3.81
0.83,2.62,1.72,2.43,2.41,0.17,4.19,16.53,21.52,7.41,9.12,7.52,1.43,4.73,4.25,3.51,3.75,7.01,16.1,13.27,8.44,6.72,5.61,14.76,3.82
0.83,2.62,1.73,2.43,2.42,0.17,4.19,16.53,22.1,7.42,9.13,7.52,1.46,4.73,4.25,3.47,3.73,7.02,18.41,13.26,8.44,6.72,5.72,16.67,3.82
0.83,2.62,1.73,2.44,2.42,0.17,4.19,16.54,22.03,7.43,9.13,7.52,1.45,4.73,4.24,3.45,3.79,7.02,21.98,13.26,8.45,6.72,6.2,16.82,3.83
0.83,2.62,1.73,2.44,2.42,0.16,4.19,16.54,21.96,7.44,9.13,7.52,1.44,4.72,4.24,3.51,3.85,7.02,22.48,13.26,8.45,6.72,6.36,16.78,3.83
0.83,2.63,1.73,2.44,2.42,0.16,4.2,16.54,21.93,7.45,9.13,7.52,1.43,4.78,4.23,3.61,3.83,7.02,22.4,13.26,8.45,6.72,6.45,16.73,3.83
