Weight_dn18.1,Weight_dn18.2,Weight_dn18.3,Weight_un18.1,Weight_un18.2,Weight_un18.3,Weight_dp18.1,Weight_dp18.2,Weight_dp18.3,Weight_up18.1,Weight_up18.2,Weight_up18.3
2.07,1.8,1.76,0.88,0.87,0.72,2.28,2.34,2.33,1.15,0.92,0.9
2.07,1.8,1.76,0.88,0.87,0.72,2.28,2.34,2.33,1.15,0.92,0.9
2.07,1.8,1.75,0.88,0.87,0.72,2.28,2.35,2.34,1.15,0.92,0.9
2.07,1.8,1.75,0.88,0.87,0.72,2.29,2.35,2.35,1.16,0.92,0.9
2.07,1.8,1.75,0.88,0.87,0.72,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.72,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.72,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.35,1.16,0.92,0.91
2.07,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.35,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.87,0.73,2.29,2.35,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.35,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.35,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.92,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.75,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.73,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.74,2.3,2.36,2.36,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,0.87,2.3,2.36,2.37,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,1.44,2.3,2.36,2.37,1.16,0.93,0.91
2.08,1.8,1.74,0.88,0.88,1.96,2.3,2.36,2.37,1.16,0.93,0.91
2.09,1.8,1.74,0.88,0.88,2.06,2.31,2.36,2.37,1.17,0.93,0.91
2.09,1.8,1.74,0.88,0.88,2.03,2.31,2.36,2.37,1.17,0.93,0.91
2.09,1.8,1.74,0.88,0.88,1.89,2.31,2.36,2.37,1.17,0.93,0.91
2.09,1.8,1.74,0.88,0.88,1.81,2.31,2.36,2.37,1.17,0.93,0.91
2.09,1.81,1.74,0.88,0.88,1.87,2.31,2.36,2.37,1.17,0.93,0.91
2.09,2.16,1.74,0.88,0.88,1.89,2.31,2.36,2.37,1.17,0.93,0.91
2.09,3.01,1.74,0.88,0.88,1.91,2.31,2.36,2.37,1.17,0.93,0.91
2.09,3.37,1.84,0.87,0.88,1.96,2.31,2.36,2.37,1.17,0.93,0.91
2.09,3.37,2.47,0.88,0.88,2.01,2.31,2.36,2.37,1.17,0.94,0.91
2.09,3.14,3.15,0.87,0.88,2.03,2.31,2.36,2.37,1.17,1.32,0.91
2.09,3.1,3.27,0.87,0.88,2.02,2.31,2.36,2.37,1.17,1.91,0.91
2.09,3.12,3.24,0.87,0.88,2.01,2.31,2.36,2.37,1.17,2,0.91
2.09,3.14,3.12,0.87,0.88,2.01,2.31,2.36,2.37,1.17,1.99,0.92
2.09,3.15,3.01,0.87,0.88,2.02,2.31,2.37,2.37,1.17,1.97,0.92
2.12,3.15,3.03,0.88,1.33,2.02,2.31,2.37,2.37,1.17,1.96,1.03
2.6,3.17,3.04,0.88,1.74,2.03,2.31,2.37,2.37,1.17,1.96,1.62
3.46,3.21,3.05,0.88,1.84,2.03,2.31,2.37,2.37,1.17,1.96,1.96
3.7,3.21,3.06,1.2,1.87,2.04,2.31,2.37,2.37,1.17,1.93,1.95
3.67,3.2,3.1,1.56,1.8,2.04,2.31,4.14,2.37,1.17,1.83,1.94
3.6,3.19,3.13,1.58,1.65,2.04,2.31,5.14,2.37,1.17,1.75,1.93
3.45,3.19,3.13,1.63,1.64,2.05,2.31,5.17,2.37,1.17,1.75,1.92
3.39,3.19,3.11,1.6,1.68,2.05,2.31,5.15,2.37,1.17,1.75,1.92
3.41,3.19,3.1,1.48,1.74,2.06,2.31,5.12,2.37,1.24,1.75,1.92
3.44,3.19,3.1,1.45,1.79,2.06,2.32,5.1,2.37,1.82,1.76,1.91
3.45,3.19,3.1,1.48,1.86,2.06,2.93,5.09,2.37,2.25,1.76,1.8
3.49,3.19,3.1,1.54,1.88,2.07,4.67,5.09,2.37,2.26,1.76,1.73
3.52,3.19,3.1,1.58,1.87,2.07,5.23,5.07,2.37,2.25,1.76,1.73
3.51,3.19,3.1,1.65,1.86,2.07,5.22,4.65,2.37,2.24,1.76,1.73
3.5,3.19,3.1,1.68,1.86,2.07,5.19,4.52,2.37,2.23,1.76,1.74
3.48,3.19,3.1,1.67,1.87,2.08,5.17,4.54,2.37,2.22,1.76,1.75
3.48,3.19,3.1,1.67,1.87,2.08,5.15,4.58,2.37,2.21,1.76,1.75
3.48,3.19,3.1,1.67,1.88,2.08,5.14,4.59,2.37,2.14,1.76,1.75
3.48,3.19,3.1,1.67,1.89,2.08,5.03,4.6,2.46,2.03,1.76,1.75
3.47,3.19,3.1,1.68,1.89,2.09,4.73,4.6,3.61,2,1.76,1.75
3.47,3.19,3.1,1.69,1.89,2.09,4.57,4.61,5.05,2.01,1.76,1.75
3.47,3.19,3.1,1.69,1.9,2.09,4.57,4.62,5.2,2.01,1.77,1.75
3.47,3.19,3.1,1.7,1.9,2.09,4.59,4.62,5.18,2.01,1.76,1.75
3.47,3.19,3.1,1.7,1.9,2.09,4.59,4.62,5.15,2.01,1.77,1.75
3.47,3.19,3.1,1.71,1.91,2.09,4.6,4.62,5.13,2.01,1.77,1.75
3.47,3.19,3.1,1.71,1.91,2.1,4.61,4.62,5.11,2.01,1.77,1.75
3.46,3.19,3.1,1.71,1.91,2.1,4.61,4.62,5.1,2.01,1.77,1.75
3.46,3.19,3.1,1.72,1.92,2.1,4.61,4.62,4.95,2.02,1.77,1.75
3.46,3.19,3.1,1.72,1.93,2.11,4.61,4.63,4.66,2.02,1.77,1.75
3.46,3.19,3.1,1.72,1.94,2.11,4.62,4.63,4.53,2.02,1.77,1.75
3.46,3.18,3.1,1.73,1.95,2.11,4.62,4.63,4.55,2.02,1.77,1.75
3.46,3.18,3.1,1.73,1.95,2.11,4.62,4.63,4.57,2.02,1.77,1.75
3.46,3.18,3.1,1.73,1.95,2.11,4.62,4.63,4.57,2.02,1.77,1.75
3.46,3.18,3.1,1.74,1.95,2.12,4.63,4.63,4.57,2.02,1.77,1.75
3.46,3.19,3.1,1.74,1.96,2.12,4.63,4.63,4.58,2.02,1.77,1.75
3.46,3.18,3.1,1.74,1.95,2.12,4.63,4.63,4.58,2.02,1.76,1.75
3.46,3.19,3.1,1.74,1.94,2.12,4.63,4.63,4.58,2.02,1.77,1.75
3.45,3.19,3.1,1.75,1.94,2.12,4.63,4.63,4.58,2.02,1.77,1.75
3.45,3.18,3.1,1.75,1.94,2.12,4.63,4.64,4.58,2.02,1.77,1.75
3.45,3.18,3.1,1.75,1.95,2.13,4.63,4.64,4.58,2.02,1.77,1.75
3.45,3.18,3.1,1.75,1.95,2.13,4.63,4.64,4.58,2.02,1.77,1.75
3.45,3.18,3.1,1.75,1.95,2.13,4.64,4.64,4.58,2.02,1.77,1.75
3.45,3.18,3.1,1.76,1.95,2.13,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.76,1.96,2.13,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.76,1.96,2.13,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.76,1.96,2.14,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.77,1.96,2.14,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.77,1.96,2.14,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.77,1.96,2.14,4.64,4.64,4.59,2.03,1.77,1.75
3.45,3.18,3.1,1.77,1.96,2.14,4.64,4.64,4.59,2.03,1.77,1.75
3.44,3.18,3.1,1.77,1.97,2.14,4.65,4.64,4.59,2.02,1.77,1.75
3.44,3.18,3.1,1.77,1.97,2.14,4.66,4.64,4.6,2.03,1.77,1.75
3.44,3.21,3.1,1.78,1.97,2.16,4.67,4.65,4.61,2.03,1.79,1.75
3.44,3.51,3.1,1.78,1.97,2.36,4.67,4.65,4.61,2.02,2.15,1.75
3.44,4.1,3.1,1.78,1.97,3.06,4.67,4.65,4.61,2.02,2.72,1.75
3.44,4.36,3.1,1.78,1.98,3.65,4.67,4.65,4.62,2.03,2.81,1.75
3.44,4.33,3.12,1.78,1.98,3.75,4.67,4.65,4.62,2.02,2.79,1.75
3.44,4.24,3.34,1.79,1.98,3.74,4.67,4.65,4.62,2.02,2.78,1.75
3.44,4.21,3.92,1.79,2,3.62,4.67,4.65,4.62,2.02,2.77,1.75
3.44,4.21,4.25,1.79,2.23,3.52,4.67,4.65,4.62,2.02,2.76,1.75
3.44,4.23,4.24,1.79,3.43,3.54,4.67,4.65,4.62,2.03,2.75,1.75
3.44,4.24,4.15,1.79,3.5,3.57,4.68,4.65,4.62,2.02,2.7,1.75
3.44,4.25,4.09,1.79,3.49,3.59,4.68,4.65,4.62,2.02,2.6,1.75
3.44,4.26,4.1,1.8,3.37,3.63,4.68,4.65,4.62,2.02,2.57,1.75
3.44,4.33,4.11,1.8,3.28,3.71,4.68,4.65,4.62,2.02,2.58,1.75
3.44,4.32,4.13,1.8,3.29,3.75,4.68,4.65,4.62,2.02,2.58,1.75
3.44,4.31,4.14,1.8,3.32,3.73,4.68,4.65,4.62,2.02,2.59,1.75
3.44,4.3,4.16,1.8,3.35,3.72,4.68,4.65,4.62,2.02,2.59,1.75
3.44,4.3,4.23,1.8,3.37,3.72,4.68,4.65,4.62,2.02,2.59,1.75
3.44,4.3,4.22,1.8,3.48,3.7,4.68,4.65,4.63,2.02,2.59,1.75
3.44,4.3,4.21,1.8,3.52,3.69,4.68,4.65,4.63,2.02,2.59,1.76
3.44,4.3,4.2,1.81,3.51,3.7,4.68,4.65,4.63,2.02,2.59,2.69
3.44,4.3,4.2,1.81,3.5,3.7,4.68,4.65,4.63,2.02,2.59,2.83
3.44,4.3,4.2,1.81,3.5,3.71,4.68,4.66,4.63,2.02,2.59,2.82
3.45,4.31,4.19,1.81,3.5,3.72,4.69,4.66,4.63,2.02,2.59,2.8
3.58,4.31,4.19,1.84,3.49,3.72,4.69,4.66,4.63,2.02,2.59,2.79
4.12,4.31,4.19,2.1,3.48,3.73,4.69,4.66,4.63,2.02,2.59,2.79
4.62,4.31,4.19,2.77,3.48,3.74,4.69,4.66,4.63,2.02,2.59,2.77
4.67,4.31,4.19,3.17,3.49,3.74,4.69,4.66,4.63,2.02,2.59,2.68
4.59,4.31,4.19,3.21,3.5,3.74,4.69,4.66,4.65,2.02,2.59,2.56
4.5,4.31,4.19,3.19,3.51,3.74,4.69,4.66,4.65,2.02,2.59,2.55
4.49,4.31,4.19,3,3.51,3.75,4.69,4.66,4.65,2.02,2.59,2.56
4.51,4.31,4.2,3.02,3.52,3.75,4.69,4.66,4.65,2.02,2.59,2.56
4.52,4.31,4.2,3.05,3.52,3.75,4.69,4.66,4.65,2.02,2.59,2.57
4.53,4.31,4.2,3.08,3.52,3.75,4.71,4.66,4.65,2.02,2.59,2.57
4.55,4.31,4.2,3.1,3.53,3.76,4.71,4.66,4.65,2.02,2.59,2.57
4.6,4.31,4.2,3.15,3.53,3.76,4.71,4.66,4.65,2.02,2.59,2.57
4.62,4.31,4.2,3.23,3.53,3.76,4.71,4.66,4.97,2.02,2.59,2.57
4.6,4.31,4.2,3.25,3.54,3.76,4.71,4.66,6.52,2.02,2.59,2.57
4.6,4.31,4.2,3.23,3.54,3.76,4.72,4.66,7.31,2.02,2.59,2.57
4.6,4.31,4.2,3.24,3.54,3.76,4.72,4.66,7.32,2.02,2.59,2.57
4.59,4.31,4.2,3.23,3.55,3.77,4.72,4.66,7.3,2.02,2.59,2.57
4.58,4.31,4.2,3.22,3.55,3.77,4.72,4.66,7.27,2.02,2.59,2.57
4.57,4.31,4.2,3.21,3.56,3.77,4.72,4.67,7.25,2.02,2.59,2.57
4.57,4.31,4.2,3.22,3.56,3.77,4.72,5.07,7.23,2.02,2.59,2.57
4.58,4.31,4.2,3.23,3.57,3.77,4.72,6.7,7.23,2.21,2.59,2.57
4.58,4.31,4.2,3.24,3.57,3.77,4.72,7.39,7.21,2.89,2.59,2.57
4.58,4.31,4.2,3.25,3.57,3.78,4.72,7.38,7.08,3.15,2.59,2.57
4.58,4.31,4.2,3.26,3.57,3.78,4.72,7.35,6.87,3.14,2.59,2.57
4.58,4.31,4.21,3.27,3.58,3.78,4.88,7.32,6.81,3.12,2.59,2.57
4.58,4.31,4.21,3.27,3.58,3.78,6.31,7.3,6.83,3.11,2.59,2.57
4.58,4.31,4.21,3.28,3.58,3.78,7.59,7.29,6.85,3.1,2.59,2.57
4.59,4.31,4.21,3.28,3.59,3.78,7.62,7.26,6.86,2.94,2.59,2.57
4.59,4.31,4.21,3.29,3.59,3.79,7.59,7.07,6.88,2.84,2.6,2.57
4.58,4.31,4.21,3.29,3.59,3.79,7.56,6.86,6.88,2.83,2.59,2.57
4.59,4.31,4.21,3.29,3.59,3.79,7.56,6.84,6.88,2.84,2.59,2.57
4.59,4.31,4.21,3.3,3.59,3.79,7.49,6.86,6.88,2.84,2.59,2.57
4.58,4.67,4.22,3.31,3.59,3.79,7.2,6.88,6.88,2.84,2.59,2.57
4.58,5.08,4.32,3.31,3.58,3.79,6.97,6.88,6.88,2.84,2.6,2.58
4.58,5.27,4.69,3.31,3.57,3.79,6.96,6.89,6.89,2.84,2.6,2.58
4.58,5.28,5.08,3.32,3.57,3.79,6.99,6.89,6.9,2.85,2.6,2.58
4.58,5.28,5.19,3.32,3.57,3.8,7.02,6.89,6.9,2.85,2.6,2.58
4.58,5.25,5.17,3.32,3.58,3.8,7.02,6.89,6.91,2.85,2.59,2.58
4.59,5.22,5.13,3.33,3.58,3.8,7.02,6.89,6.91,2.85,2.59,2.58
4.59,5.22,5.12,3.33,3.58,3.8,7.02,6.89,6.91,2.85,2.59,2.58
4.59,5.23,5.13,3.33,3.58,3.8,7.03,6.89,6.91,2.85,2.59,2.58
4.59,5.25,5.14,3.34,3.58,3.8,7.03,6.89,6.91,2.85,2.59,2.58
4.59,5.26,5.15,3.34,3.59,3.8,7.03,6.91,6.91,2.85,2.59,2.58
4.59,5.27,5.16,3.34,3.59,3.8,7.03,6.91,6.91,2.85,2.59,2.58
4.59,5.27,5.16,3.34,3.59,3.8,7.04,6.91,6.91,2.85,2.59,2.57
4.59,5.27,5.17,3.35,3.59,3.81,7.05,6.92,6.91,2.85,2.6,2.58
4.59,5.27,5.18,3.35,4.15,3.86,7.05,6.92,6.91,2.85,3.38,2.58
4.59,5.28,5.19,3.35,4.54,4.25,7.06,6.92,6.91,2.85,3.63,2.58
4.59,5.29,5.21,3.36,4.7,4.89,7.06,6.92,6.92,2.85,3.62,2.58
4.59,5.3,5.22,3.36,4.72,5.22,7.06,6.92,6.92,2.85,3.6,2.57
4.59,5.32,5.22,3.36,4.72,5.24,7.06,6.92,6.92,2.85,3.59,2.57
4.59,5.31,5.22,3.36,4.67,5.23,7.06,6.92,6.92,2.85,3.59,2.57
4.59,5.31,5.21,3.36,4.64,5.18,7.06,6.92,6.92,2.85,3.58,2.57
4.59,5.31,5.21,3.37,4.66,5.15,7.07,6.92,6.92,2.85,3.54,2.57
4.59,5.31,5.21,3.47,4.67,5.16,7.07,6.92,6.92,2.85,3.38,2.57
4.59,5.31,5.21,3.87,4.71,5.18,7.07,6.92,6.92,2.85,3.39,2.57
4.58,5.31,5.22,4.28,4.72,5.19,7.07,6.93,6.92,2.85,3.4,2.58
4.58,5.31,5.22,4.51,4.73,5.2,7.07,6.93,6.92,2.85,3.41,2.58
4.58,5.32,5.22,4.52,4.74,5.21,7.07,6.93,6.92,2.85,3.41,2.58
4.58,5.31,5.22,4.51,4.75,5.21,7.07,6.93,6.92,2.85,3.41,2.58
4.58,5.31,5.22,4.49,4.77,5.22,7.07,6.93,6.93,2.85,3.41,2.58
4.58,5.32,5.22,4.49,4.8,5.24,7.07,6.93,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.51,4.83,5.29,7.08,6.93,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.52,4.81,5.3,7.08,6.94,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.54,4.81,5.29,7.08,6.95,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.56,4.81,5.28,7.08,6.95,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.58,4.81,5.28,7.08,6.95,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.59,4.82,5.28,7.08,6.95,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.6,4.82,5.29,7.08,6.95,6.93,2.85,3.42,2.58
4.58,5.32,5.22,4.61,4.82,5.29,7.08,6.95,6.93,2.86,3.42,2.58
4.58,5.32,5.22,4.62,4.83,5.29,7.08,6.95,6.93,2.86,3.42,2.58
4.6,5.32,5.22,4.62,4.83,5.29,7.08,6.96,6.93,2.86,3.42,2.58
5.2,5.32,5.22,4.63,4.83,5.29,7.08,6.96,6.93,2.86,3.42,2.58
5.53,5.32,5.22,4.65,4.83,5.29,7.08,6.96,6.93,2.86,3.42,2.58
5.59,5.32,5.23,4.66,4.84,5.3,7.09,6.96,6.93,2.86,3.42,2.58
5.59,5.32,5.23,4.68,4.84,5.3,7.09,6.96,6.93,2.86,3.42,2.58
5.57,5.32,5.23,4.68,4.84,5.3,7.09,6.96,6.93,2.86,3.42,2.58
5.54,5.32,5.23,4.68,4.84,5.3,7.09,6.96,6.93,2.86,3.42,2.58
5.52,5.32,5.23,4.68,4.84,5.3,7.09,6.96,6.94,2.86,3.42,2.58
5.53,5.32,5.23,4.69,4.84,5.3,7.09,6.96,6.93,2.86,3.42,2.58
5.54,5.32,5.23,4.69,4.84,5.31,7.09,6.96,6.94,2.86,3.42,2.58
5.55,5.33,5.23,4.69,4.85,5.31,7.09,6.96,6.94,2.86,3.42,2.58
5.56,5.36,5.23,4.7,4.85,5.31,7.09,6.96,6.94,2.85,3.42,2.71
5.56,5.53,5.23,4.7,4.85,5.31,7.09,6.96,6.94,2.85,3.42,3.63
5.57,6.04,5.23,4.7,4.85,5.31,7.09,6.96,6.94,2.86,3.42,3.63
5.57,6.16,5.23,4.71,4.85,5.31,7.09,6.96,6.94,2.86,3.42,3.61
5.57,6.22,5.23,4.71,4.86,5.31,7.09,6.96,6.94,2.86,3.42,3.6
5.58,6.26,5.23,4.71,4.86,5.31,7.1,6.96,6.94,2.86,3.42,3.59
5.6,6.28,5.23,4.71,4.86,5.31,7.1,6.96,6.94,2.85,3.42,3.56
5.61,6.29,5.23,4.72,4.86,5.32,7.1,6.97,6.94,2.86,3.42,3.44
5.61,6.29,5.24,4.72,4.86,5.32,7.1,6.97,6.94,2.86,3.43,3.37
5.6,6.29,5.29,4.72,4.86,5.32,7.1,6.97,6.94,2.85,3.43,3.38
5.6,6.3,5.51,4.72,4.86,5.32,7.1,6.97,7.1,2.85,3.43,3.38
5.6,6.3,5.79,4.73,4.87,5.32,7.1,6.97,8.51,2.85,3.43,3.39
5.6,6.31,5.98,4.73,4.87,5.32,7.1,9.04,9.76,2.85,3.43,3.39
5.6,6.31,6.08,4.73,4.87,5.32,7.1,9.87,9.81,2.85,3.43,3.39
5.6,6.31,6.13,4.73,4.87,5.32,7.1,9.84,9.77,2.88,3.43,3.39
5.6,6.31,6.18,4.73,4.87,5.32,7.1,9.8,9.72,3.86,3.43,3.39
5.6,6.31,6.19,4.73,4.87,5.33,7.1,9.77,9.7,3.91,3.43,3.39
5.6,6.32,6.19,4.74,4.87,5.33,7.1,9.76,9.51,3.89,3.43,3.39
5.61,6.32,6.19,4.74,4.87,5.33,7.11,9.7,9.22,3.88,3.43,3.39
5.6,6.32,6.2,4.74,4.87,5.33,7.12,9.41,9.17,3.87,3.43,3.39
5.6,6.32,6.2,4.74,4.88,5.33,7.13,9.22,9.18,3.86,3.43,3.39
5.61,6.32,6.2,4.75,4.88,5.33,7.13,9.21,9.19,3.81,3.42,3.39
5.61,6.32,6.2,4.75,4.88,5.33,7.13,9.21,9.2,3.7,3.42,3.39
5.61,6.33,6.21,4.75,4.88,5.33,7.13,9.22,9.21,3.66,3.42,3.39
5.61,6.33,6.21,4.75,4.88,5.33,7.13,9.22,9.21,3.67,3.42,3.4
5.61,6.33,6.21,4.75,4.88,5.33,7.13,9.22,9.23,3.67,3.42,3.4
5.61,6.33,6.21,4.75,4.88,5.34,7.22,9.23,9.23,3.67,3.42,3.4
5.61,6.33,6.22,4.75,4.88,5.34,8.46,9.23,9.23,3.68,3.42,3.4
5.61,6.33,6.22,4.76,4.89,5.34,9.94,9.23,9.23,3.68,3.42,3.4
5.61,6.34,6.22,4.76,4.89,5.34,10.06,9.23,9.23,3.69,3.42,3.4
5.61,6.34,6.22,4.76,4.89,5.38,10.01,9.24,9.23,3.69,3.42,3.4
5.61,6.34,6.22,4.76,4.92,5.58,9.97,9.24,9.23,3.69,3.42,3.4
5.61,6.34,6.22,4.76,5.09,6.33,9.93,9.25,9.24,3.69,3.42,3.4
5.61,6.34,6.23,4.76,5.84,6.53,9.72,9.26,9.24,3.69,3.42,3.4
5.61,6.34,6.23,4.76,6.06,6.63,9.41,9.26,9.24,3.69,3.42,3.4
5.61,6.34,6.23,4.76,6.17,6.68,9.37,9.26,9.24,3.69,3.48,3.4
5.61,6.34,6.23,4.77,6.23,6.73,9.39,9.26,9.24,3.69,3.99,3.4
5.61,6.35,6.23,4.77,6.28,6.76,9.41,9.26,9.24,3.69,4.43,3.4
5.61,6.35,6.23,4.8,6.31,6.76,9.42,9.26,9.24,3.69,4.45,3.4
5.61,6.35,6.23,5.01,6.32,6.77,9.42,9.26,9.24,3.69,4.43,3.4
5.61,6.35,6.23,5.39,6.32,6.77,9.44,9.27,9.24,3.69,4.41,3.4
5.61,6.35,6.24,5.73,6.33,6.77,9.46,9.27,9.25,3.69,4.41,3.4
5.61,6.35,6.24,5.91,6.33,6.77,9.46,9.27,9.25,3.69,4.29,3.4
5.61,6.35,6.24,6,6.34,6.78,9.46,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.24,6.05,6.34,6.78,9.46,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.24,6.13,6.34,6.78,9.46,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.24,6.15,6.35,6.78,9.46,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.24,6.16,6.35,6.79,9.46,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.24,6.17,6.35,6.79,9.47,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.25,6.17,6.35,6.79,9.47,9.27,9.25,3.69,4.22,3.4
5.61,6.36,6.25,6.18,6.36,6.8,9.47,9.27,9.25,3.69,4.22,3.4
