Weight_dn15.1,Weight_dn15.2,Weight_dn15.3,Weight_un15.1,Weight_un15.2,Weight_un15.3,Weight_dp15.1,Weight_dp15.2,Weight_dp15.3,Weight_up15.1,Weight_up15.2,Weight_up15.3
3.2,1.98,1.93,2.14,2.48,2.39,2.31,2.31,2.33,1.34,1.02,1.04
3.2,1.98,1.93,2.15,2.49,2.4,2.32,2.31,2.33,1.34,1.02,1.04
3.2,1.98,1.93,2.16,2.49,2.43,2.33,2.31,2.33,1.34,1.02,1.04
3.21,1.99,1.95,2.16,2.49,2.46,2.33,2.31,2.33,1.34,1.02,1.04
3.21,2.46,2.33,2.16,2.51,2.47,2.33,2.31,2.33,1.35,1.02,1.04
3.21,3.08,3.01,2.17,2.51,2.51,2.33,2.31,2.33,1.34,1.02,1.04
3.21,3.24,3.17,2.17,2.51,2.57,2.33,2.31,2.33,1.35,1.02,1.04
3.22,3.24,3.16,2.17,2.52,2.59,2.33,2.31,2.33,1.35,1.09,1.04
3.22,3.17,3.11,2.17,2.52,2.58,2.33,2.31,2.33,1.35,1.71,1.04
3.22,3.04,2.97,2.18,2.52,2.58,2.33,2.31,2.33,1.35,2.23,1.04
3.22,3.02,2.93,2.18,2.53,2.58,2.33,2.31,2.33,1.35,2.26,1.04
3.22,3.04,2.95,2.18,2.53,2.58,2.33,2.31,2.34,1.35,2.25,1.04
3.22,3.06,2.99,2.19,2.53,2.59,2.33,2.31,2.34,1.35,2.22,1.04
3.23,3.09,3.01,2.19,2.54,2.59,2.33,2.31,2.35,1.35,2.22,2.07
3.23,3.13,3.05,2.19,2.54,2.6,2.33,2.31,4.34,1.35,2.21,2.28
3.23,3.16,3.09,2.19,2.54,2.6,2.33,2.31,5.1,1.35,2.21,2.27
3.23,3.16,3.08,2.2,2.55,2.61,2.33,2.31,5.1,1.35,2.16,2.26
3.23,3.15,3.07,2.2,2.55,2.61,2.33,2.31,5.08,1.35,2.04,2.24
3.23,3.15,3.06,2.2,2.55,2.62,2.33,2.31,5.06,1.35,1.96,2.23
3.23,3.15,3.06,2.2,2.55,2.62,2.33,2.31,5.04,1.35,1.97,2.23
3.23,3.15,3.07,2.2,2.56,2.62,2.33,2.31,5.03,1.35,1.98,2.23
3.24,3.15,3.07,2.21,2.56,2.62,2.34,2.31,5.03,1.35,1.99,2.21
3.24,3.16,3.07,2.21,2.56,2.63,2.33,2.31,5.01,1.35,1.99,2.01
3.24,3.16,3.07,2.21,2.57,2.63,2.33,2.5,4.58,1.35,1.99,1.98
3.24,3.16,3.07,2.21,2.57,2.63,2.34,3.97,4.48,1.35,1.99,1.99
3.24,3.16,3.08,2.21,2.57,2.64,2.34,5.17,4.51,1.35,1.99,2
3.24,3.16,3.08,2.22,2.57,2.64,2.33,5.24,4.54,1.35,1.99,2
3.24,3.16,3.08,2.22,2.57,2.65,2.33,5.21,4.54,1.35,1.99,2
3.24,3.17,3.08,2.22,2.58,2.65,2.34,5.19,4.55,1.35,1.99,2
3.24,3.17,3.08,2.22,2.58,2.65,2.33,5.16,4.55,1.35,1.99,2
3.24,3.17,3.08,2.22,2.58,2.65,2.34,5.14,4.55,1.35,1.99,2
3.25,3.17,3.09,2.23,2.59,2.65,2.34,4.94,4.55,1.35,1.99,2
3.25,3.17,3.09,2.23,2.59,2.66,2.33,4.59,4.55,1.35,1.99,2
3.25,3.17,3.09,2.23,2.59,2.66,2.34,4.46,4.55,1.35,1.99,2
3.25,3.17,3.09,2.23,2.59,2.66,2.58,4.49,4.55,1.35,1.99,2
3.25,3.18,3.09,2.23,2.59,2.66,4.09,4.52,4.56,1.35,1.99,2
3.25,3.18,3.09,2.23,2.59,2.67,5.06,4.52,4.56,1.35,1.99,2
3.44,3.18,3.09,2.24,2.59,2.67,5.1,4.53,4.56,1.35,1.99,2
3.97,3.18,3.09,2.24,2.6,2.67,5.06,4.53,4.56,1.35,1.99,2
4.19,3.18,3.09,2.24,2.6,2.67,5.04,4.53,4.56,1.35,1.99,2
3.92,3.18,3.09,2.24,2.6,2.67,5.04,4.53,4.56,1.36,1.99,2
3.82,3.18,3.09,2.24,2.6,2.68,5.04,4.53,4.56,1.54,2,2.01
3.76,3.18,3.09,2.24,2.6,2.68,4.95,4.53,4.57,2.24,2,2
3.73,3.18,3.1,2.24,2.61,2.68,4.66,4.53,4.57,2.53,2,2.01
3.75,3.19,3.1,2.24,2.61,2.68,4.44,4.54,4.57,2.53,2,2.01
3.77,3.19,3.1,2.45,2.61,2.68,4.44,4.54,4.57,2.52,2,2.01
3.81,3.19,3.1,3,2.61,2.68,4.48,4.54,4.57,2.5,2,2.01
3.84,3.19,3.1,3.39,2.61,2.69,4.51,4.54,4.57,2.49,2,2
3.89,3.19,3.1,3.47,2.61,2.69,4.51,4.54,4.57,2.49,2,2.01
3.92,3.19,3.1,3.47,2.61,2.69,4.52,4.54,4.57,2.49,2,2.01
3.91,3.19,3.1,3.38,2.62,2.69,4.52,4.54,4.57,2.49,2,2.01
3.9,3.19,3.1,3.3,2.62,2.69,4.52,4.55,4.58,2.48,2,2.01
3.9,3.19,3.1,3.31,2.62,2.7,4.52,4.55,4.58,2.46,2,2.01
3.91,3.19,3.1,3.34,2.62,2.7,4.52,4.55,4.58,2.37,2,2.01
3.91,3.19,3.1,3.39,2.63,2.7,4.53,4.55,4.58,2.3,2,2.01
3.9,3.19,3.1,3.44,2.72,2.7,4.53,4.55,4.58,2.32,2,2.01
3.9,3.19,3.1,3.52,3.93,2.7,4.53,4.55,4.58,2.32,2,2.01
3.9,3.19,3.11,3.55,4.08,2.7,4.53,4.55,4.58,2.32,2,2.01
3.91,3.2,3.11,3.54,4.06,2.7,4.53,4.56,4.58,2.32,2,2.01
3.91,3.2,3.1,3.54,4,2.7,4.54,4.57,4.58,2.33,2,2.01
3.92,3.2,3.11,3.55,3.87,2.71,4.54,4.57,4.58,2.33,2,2.01
3.92,3.2,3.11,3.55,3.85,2.71,4.54,4.57,4.58,2.33,2,2.01
3.93,3.2,3.11,3.54,3.88,2.71,4.54,4.58,4.58,2.33,2,2.01
3.93,3.2,3.11,3.55,3.9,2.71,4.54,4.58,4.58,2.33,2,2.01
3.94,3.2,3.11,3.57,3.93,2.71,4.54,4.58,4.58,2.33,2,2.01
3.94,3.2,3.11,3.58,4.01,2.71,4.55,4.58,4.59,2.33,2,2.01
3.94,3.2,3.11,3.59,4.08,2.71,4.55,4.58,4.59,2.33,2,2.01
3.94,3.2,3.11,3.6,4.09,2.71,4.55,4.58,4.59,2.33,2,2.01
3.95,3.2,3.11,3.61,4.07,2.72,4.55,4.58,4.59,2.33,2,2.01
3.95,3.2,3.11,3.62,4.07,2.72,4.55,4.58,4.6,2.33,2,2.01
3.95,3.2,3.11,3.63,4.07,2.72,4.55,4.58,4.61,2.33,2,2.01
3.95,3.2,3.11,3.64,4.06,2.72,4.55,4.58,4.61,2.33,2,2.01
3.96,3.2,3.11,3.64,4.05,2.72,4.55,4.59,4.61,2.33,2,2.01
3.96,3.2,3.11,3.65,4.05,2.72,4.56,4.59,4.61,2.33,2,2.01
3.96,3.2,3.11,3.66,4.06,2.72,4.56,4.59,4.61,2.33,2,2.01
3.96,3.2,3.11,3.66,4.07,2.73,4.56,4.59,4.61,2.33,2,2.01
3.96,3.2,3.11,3.67,4.08,2.81,4.56,4.59,4.61,2.33,2,2.01
3.96,3.2,3.11,3.67,4.08,3.8,4.56,4.59,4.61,2.33,2,2.01
3.97,3.2,3.11,3.68,4.09,3.89,4.56,4.59,4.61,2.33,2,2.01
3.97,3.2,3.11,3.68,4.09,3.91,4.56,4.59,4.61,2.34,2,2.01
3.97,3.2,3.11,3.69,4.1,3.87,4.56,4.59,4.61,2.33,2,2.01
3.97,3.21,3.12,3.69,4.1,3.75,4.56,4.59,4.61,2.34,2,2.01
3.97,3.3,3.12,3.7,4.11,3.73,4.57,4.59,4.61,2.33,2,2.01
3.97,3.75,3.12,3.7,4.11,3.76,4.57,4.59,4.61,2.34,2,2.01
3.98,4.25,3.12,3.71,4.12,3.79,4.57,4.59,4.62,2.34,2,2.01
3.98,4.36,3.12,3.71,4.12,3.84,4.57,4.59,4.62,2.34,2.05,2.01
3.98,4.35,3.12,3.71,4.12,3.89,4.57,4.59,4.62,2.34,2.58,2.01
3.98,4.3,3.12,3.72,4.12,3.96,4.57,4.59,4.62,2.34,3.17,2.02
3.98,4.22,3.12,3.72,4.13,3.98,4.57,4.6,4.62,2.34,3.22,2.02
3.98,4.22,3.17,3.72,4.13,3.96,4.57,4.6,4.62,2.34,3.2,2.02
3.99,4.23,4.07,3.73,4.13,3.96,4.57,4.6,4.62,2.34,3.18,2.02
3.99,4.27,4.23,3.73,4.14,3.96,4.57,4.6,4.62,2.34,3.17,2.01
3.99,4.28,4.22,3.73,4.14,3.96,4.57,4.6,4.62,2.34,3.17,2.01
3.99,4.3,4.18,3.74,4.14,3.95,4.57,4.6,4.62,2.34,3.12,2.02
3.99,4.34,4.1,3.74,4.15,3.95,4.57,4.6,4.62,2.34,2.99,2.02
3.99,4.36,4.08,3.74,4.15,3.96,4.58,4.6,4.62,2.34,2.94,2.02
3.99,4.36,4.1,3.74,4.15,3.97,4.58,4.6,4.62,2.34,2.94,2.02
3.99,4.35,4.11,3.75,4.15,3.98,4.58,4.6,4.62,2.34,2.94,2.02
4,4.35,4.14,3.75,4.15,3.98,4.58,4.6,4.62,2.34,2.95,2.02
4,4.35,4.15,3.75,4.16,3.99,4.58,4.6,4.62,2.34,2.95,2.02
4,4.36,4.18,3.76,4.16,3.99,4.58,4.6,4.62,2.34,2.95,2.02
4,4.36,4.21,3.76,4.16,4,4.58,4.6,4.84,2.34,2.95,2.02
4,4.36,4.22,3.76,4.17,4.01,4.58,4.6,6.36,2.34,2.95,2.02
4,4.37,4.21,3.79,4.17,4.01,4.59,4.6,7.43,2.34,2.95,2.02
4,4.37,4.2,4.06,4.17,4.01,4.6,4.6,7.45,2.34,2.95,2.02
4.02,4.37,4.2,4.58,4.17,4.02,4.6,4.6,7.42,2.34,2.96,2.02
4.4,4.37,4.2,4.82,4.17,4.02,4.6,4.61,7.39,2.34,2.96,2.02
4.6,4.38,4.21,4.07,4.17,4.03,4.6,4.61,7.38,2.34,2.96,2.21
4.66,4.38,4.21,3.53,4.18,4.03,4.6,4.61,7.37,2.34,2.96,3.27
4.67,4.38,4.21,3.57,4.18,4.03,4.6,4.61,7.26,2.34,2.96,3.26
4.68,4.39,4.21,3.64,4.18,4.04,4.6,4.61,6.74,2.34,2.96,3.25
4.68,4.39,4.21,3.7,4.18,4.04,4.6,4.61,6.77,2.34,2.96,3.23
4.67,4.39,4.21,3.76,4.18,4.05,4.6,4.61,6.8,2.34,2.96,3.23
4.68,4.39,4.22,3.81,4.18,4.05,4.6,4.61,6.81,2.34,2.96,3.22
4.69,4.39,4.22,3.89,4.19,4.05,4.6,4.61,6.81,2.34,2.96,3.12
4.71,4.4,4.22,3.92,4.19,4.05,4.6,4.61,6.81,2.35,2.96,2.97
4.72,4.4,4.22,3.95,4.19,4.06,4.6,4.61,6.81,2.35,2.96,2.94
4.73,4.4,4.23,3.97,4.19,4.06,4.61,4.61,6.81,2.35,2.96,2.96
4.74,4.4,4.23,3.99,4.2,4.06,4.61,4.61,2.61,2.35,2.96,2.96
4.75,4.41,4.23,4.01,4.2,4.07,4.61,4.61,6.82,2.35,2.96,2.96
4.76,4.41,4.23,4.03,4.2,4.07,4.61,4.61,6.82,2.35,2.96,2.96
4.77,4.41,4.23,4.05,4.2,4.07,4.61,4.61,6.82,2.35,2.96,2.96
4.77,4.41,4.23,4.08,4.2,4.08,4.61,4.61,6.82,2.35,2.96,2.96
4.78,4.41,4.23,4.13,4.2,4.08,4.61,4.61,6.83,2.35,2.96,2.96
4.79,4.41,4.24,4.14,4.2,4.08,4.61,5.29,6.83,2.35,2.96,2.96
4.79,4.42,4.24,4.14,4.2,4.08,4.61,6.98,6.84,2.35,2.97,2.96
4.8,4.42,4.24,4.15,4.21,4.08,4.61,7.43,6.85,2.35,2.97,2.96
4.8,4.42,4.24,4.16,4.21,4.08,4.61,7.41,6.85,2.35,2.97,2.96
4.8,4.42,4.24,4.17,4.21,4.09,4.61,7.37,6.85,2.35,2.97,2.96
4.81,4.42,4.24,4.18,4.21,4.09,4.61,7.35,6.85,2.35,2.97,2.96
4.81,4.43,4.24,4.19,4.21,4.09,4.61,7.34,6.85,2.35,2.97,2.96
4.82,4.43,4.25,4.2,4.21,4.09,4.61,7.33,6.85,2.35,2.97,2.97
4.83,4.43,4.25,4.21,4.21,4.1,4.61,7.18,6.86,2.35,2.97,2.97
4.83,4.43,4.25,4.22,4.22,4.1,4.61,6.76,6.86,2.35,2.97,2.97
4.83,4.43,4.25,4.23,4.22,4.1,4.61,6.79,6.86,2.35,2.97,2.97
4.84,4.43,4.25,4.23,4.22,4.1,4.61,6.8,6.86,2.35,2.97,2.97
4.84,4.43,4.25,4.24,4.24,4.1,4.62,6.82,6.86,2.35,2.97,2.97
4.85,4.44,4.25,4.25,4.42,4.1,5.07,6.82,6.86,2.35,2.97,2.97
4.85,4.44,4.25,4.25,4.82,4.11,6.77,6.82,6.86,2.35,2.97,2.97
4.85,4.44,4.26,4.26,5.18,4.11,7.46,6.82,6.86,2.45,2.97,2.97
4.86,4.44,4.26,4.27,5.3,4.11,7.45,6.82,6.86,3.11,2.97,2.97
4.87,4.44,4.26,4.27,5.3,4.11,7.42,6.83,6.86,3.57,2.97,2.97
4.87,4.44,4.26,4.28,5.26,4.11,7.38,6.83,6.87,3.56,2.97,2.97
4.88,4.44,4.26,4.28,5.25,4.12,7.38,6.83,6.87,3.54,2.97,2.97
4.88,4.44,4.26,4.29,5.26,4.12,7.27,6.83,6.87,3.53,2.97,2.98
4.88,4.45,4.26,4.29,5.28,4.12,6.97,6.84,6.87,3.53,2.97,2.98
4.89,4.45,4.26,4.3,5.3,4.35,6.83,6.85,6.87,3.51,2.97,2.98
4.89,4.45,4.26,4.3,5.32,4.89,6.84,6.85,6.87,3.42,2.97,2.98
4.89,4.45,4.27,4.31,5.33,5.31,6.87,6.85,6.87,3.31,2.97,2.98
4.89,4.45,4.27,4.31,5.34,5.39,6.88,6.86,6.87,3.29,2.97,2.98
4.9,4.45,4.27,4.32,5.35,5.39,6.89,6.86,6.87,3.3,2.97,2.98
4.9,4.45,4.27,4.32,5.37,5.35,6.9,6.86,6.87,3.3,2.97,2.98
4.9,4.45,4.27,4.33,5.38,5.3,6.9,6.86,6.87,3.3,2.97,2.98
4.9,4.45,4.27,4.33,5.41,5.3,6.9,6.86,6.87,3.31,2.97,2.98
4.9,4.46,4.27,4.33,5.43,5.34,6.9,6.86,6.88,3.31,2.97,2.98
4.91,4.46,4.27,4.33,5.44,5.36,6.9,6.86,6.88,3.31,2.98,2.98
4.91,4.46,4.27,4.34,5.44,5.37,6.91,6.86,6.88,3.31,2.98,2.98
4.91,4.46,4.27,4.34,5.43,5.38,6.91,6.87,6.88,3.31,2.98,2.98
4.92,4.46,4.27,4.35,5.44,5.39,6.91,6.87,6.88,3.32,2.98,2.98
4.92,4.46,4.27,4.35,5.44,5.4,6.91,6.87,6.88,3.32,2.98,2.98
4.92,4.46,4.28,4.35,5.45,5.41,6.91,6.87,6.88,3.32,2.98,2.98
4.92,4.46,4.28,4.35,5.45,5.44,6.92,6.87,6.88,3.32,2.98,2.98
4.92,4.46,4.28,4.36,5.45,5.47,6.92,6.87,6.88,3.32,2.98,2.98
4.93,4.49,4.28,4.36,5.46,5.49,6.94,6.87,6.88,3.32,2.98,2.98
4.93,4.68,4.28,4.36,5.46,5.48,6.94,6.87,6.88,3.32,2.98,2.98
4.93,5.12,4.28,4.36,5.46,5.48,6.94,6.87,6.88,3.32,2.98,2.98
4.93,5.41,4.28,4.37,5.47,5.48,6.94,6.88,6.88,3.32,2.98,2.98
4.94,5.44,4.32,4.37,5.47,5.48,6.94,6.88,6.88,3.32,2.98,2.98
4.94,5.43,5,4.37,5.47,5.49,6.95,6.88,6.88,3.32,2.98,2.98
4.94,5.39,5.24,4.37,5.48,5.49,6.95,6.88,6.88,3.32,2.98,2.98
4.94,5.37,5.26,4.37,5.48,5.49,6.95,6.88,6.89,3.32,2.98,2.98
4.94,5.37,5.25,4.39,5.48,5.5,6.95,6.88,6.89,3.32,2.98,2.98
4.94,5.38,5.24,4.45,5.49,5.5,6.95,6.88,6.89,3.32,2.98,2.98
4.95,5.39,5.2,4.39,5.49,5.51,6.95,6.88,6.89,3.32,2.98,2.98
4.95,5.4,5.2,4.59,5.49,5.51,6.95,6.88,6.89,3.32,2.98,2.98
4.95,5.4,5.21,5.04,5.49,5.51,6.95,6.88,6.89,3.32,3.07,2.98
4.95,5.41,5.23,5.13,5.49,5.51,6.96,6.89,6.89,3.32,3.7,2.98
4.96,5.41,5.24,5.2,5.5,5.52,6.96,6.89,6.89,3.32,4.19,2.98
4.96,5.41,5.24,5.25,5.5,5.52,6.96,6.89,6.89,3.32,4.17,2.98
4.96,5.41,5.25,5.29,5.5,5.52,6.96,6.89,6.9,3.32,4.16,2.98
4.96,5.42,5.25,5.33,5.5,5.52,6.96,6.89,6.91,3.32,4.15,2.98
4.96,5.42,5.26,5.36,5.51,5.53,6.96,6.89,6.91,3.32,4.15,2.98
4.96,5.43,5.26,5.37,5.51,5.53,6.96,6.89,6.91,3.32,4.08,2.98
4.97,5.43,5.27,5.4,5.51,5.53,6.96,6.89,6.91,3.32,3.94,2.98
4.97,5.44,5.29,5.41,5.51,5.53,6.96,6.89,6.91,3.32,3.91,2.98
5.05,5.44,5.3,5.42,5.51,5.54,6.97,6.89,6.91,3.32,3.93,2.98
5.28,5.44,5.29,5.43,5.52,5.54,6.97,6.89,6.91,3.32,3.93,2.98
5.53,5.44,5.29,5.44,5.52,5.54,6.97,6.89,6.91,3.32,3.94,2.98
5.68,5.44,5.29,5.45,5.52,5.54,6.97,6.89,6.91,3.32,3.94,2.98
5.76,5.44,5.29,5.46,5.52,5.54,6.97,6.89,6.91,3.32,3.94,2.98
5.81,5.44,5.29,5.47,5.52,5.55,6.97,6.89,7.17,3.32,3.94,2.98
5.85,5.44,5.29,5.48,5.52,5.55,6.97,6.9,8.76,3.32,3.94,2.98
5.88,5.44,5.29,5.49,5.53,5.55,6.97,6.9,9.74,3.32,3.94,2.98
5.92,5.44,5.3,5.5,5.53,5.55,6.97,6.9,9.75,3.32,3.95,2.98
5.93,5.44,5.3,5.51,5.53,5.55,6.97,6.9,9.71,3.32,3.95,2.98
5.94,5.44,5.3,5.51,5.53,5.55,6.97,6.9,9.68,3.32,3.95,2.99
5.95,5.44,5.3,5.52,5.53,5.56,6.97,6.9,9.67,3.32,3.95,2.99
5.95,5.44,5.3,5.53,5.53,5.56,6.97,6.9,9.32,3.32,3.95,2.99
5.96,5.44,5.3,5.53,5.54,5.56,6.97,6.9,9.08,3.33,3.95,2.99
5.96,5.44,5.3,5.54,5.54,5.56,6.98,6.9,9.1,3.32,3.95,2.99
5.97,5.44,5.3,5.54,5.54,5.56,6.98,6.9,9.14,3.32,3.96,2.99
5.97,5.44,5.3,5.56,5.54,5.56,6.98,6.9,9.15,3.32,3.96,3.04
5.98,5.44,5.3,5.56,5.54,5.57,6.98,6.92,9.16,3.33,3.96,3.58
5.99,5.45,5.3,5.57,5.54,5.57,6.98,6.92,9.16,3.33,3.96,4.16
5.99,5.45,5.3,5.57,5.55,5.57,6.98,6.92,9.16,3.32,3.96,4.18
6,5.45,5.3,5.58,5.55,5.57,6.98,6.92,9.17,3.33,3.96,4.17
6,5.45,5.31,5.58,5.55,5.57,6.98,6.92,9.18,3.33,3.96,4.16
6,5.45,5.31,5.59,5.55,5.57,6.98,6.92,9.18,3.33,3.96,4.15
6.01,5.45,5.31,5.59,5.55,5.59,6.98,6.92,9.19,3.33,3.96,4.12
6.01,5.45,5.31,5.6,5.55,5.65,6.98,6.92,9.19,3.33,3.96,4
6.02,5.45,5.31,5.61,5.55,5.85,6.98,6.92,9.19,3.33,3.96,3.91
6.02,5.45,5.31,5.61,5.55,5.79,6.98,6.92,9.19,3.33,3.96,3.92
6.03,5.45,5.31,5.61,5.56,5.81,6.99,6.92,9.19,3.33,3.96,3.94
6.03,5.45,5.31,5.62,5.56,6.03,6.99,6.92,9.2,3.33,3.96,3.94
