Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un
1.02,2.64,1.75,2.57,2.44,0.13,4.2,16.61,21.06,7.56,9.17,10.05
1.02,2.64,1.75,3.23,2.44,0.12,4.2,16.61,21.07,7.56,9.17,10.17
1.02,2.64,1.75,3.32,2.44,0.12,4.2,16.61,21.08,7.57,9.17,10.21
1.02,2.64,1.75,3.33,2.44,0.12,4.2,16.61,21.11,7.57,9.17,10.19
1.02,2.64,1.75,3.31,2.44,0.12,4.2,16.61,21.11,7.58,9.18,10.18
1.02,2.64,1.75,3.28,2.44,0.12,4.2,16.62,21.11,7.58,9.18,10.18
1.02,2.65,1.75,3.27,2.44,0.11,4.2,16.62,21.11,7.59,9.18,10.15
1.02,2.65,1.75,3.28,2.44,0.11,4.2,16.62,21.11,7.59,9.19,10.14
1.02,2.65,1.75,3.29,2.45,0.11,4.2,16.62,21.11,7.6,9.19,10.15
1.02,2.65,1.75,3.3,2.45,0.11,4.2,16.62,21.11,7.6,9.19,10.16
1.02,2.65,1.76,3.32,2.45,0.11,4.2,16.62,21.12,7.6,9.2,10.17
1.03,2.65,1.76,3.32,2.45,0.11,4.2,16.62,21.12,7.6,9.2,10.18
1.03,2.66,1.75,3.33,2.45,0.1,4.2,16.62,21.12,7.61,9.2,10.2
1.03,2.66,1.75,3.33,2.45,0.1,4.2,16.62,21.12,7.61,9.2,10.21
1.03,2.66,1.76,3.35,2.45,0.1,4.38,16.63,21.12,7.62,9.21,10.23
1.03,2.66,1.76,3.36,2.45,0.1,5.37,16.63,21.12,7.62,9.21,10.24
1.03,2.66,1.76,3.37,2.45,0.1,5.96,16.63,21.12,7.62,9.22,10.25
1.03,2.66,1.76,3.36,2.45,0.1,5.94,16.63,21.12,7.63,9.22,10.26
1.03,2.71,1.76,3.37,2.45,0.1,5.93,16.63,21.12,7.63,9.22,10.27
1.03,3.13,1.76,3.37,2.45,0.1,5.91,16.64,21.12,7.63,9.22,10.28
1.03,3.51,1.76,3.37,2.45,,5.76,16.64,21.12,7.63,9.23,10.28
1.03,3.55,1.76,3.37,2.45,,5.52,16.64,21.13,7.64,9.23,10.29
1.03,3.56,1.76,3.37,2.46,,5.48,16.64,21.13,7.64,9.22,10.3
1.03,3.56,1.76,3.37,2.46,,5.49,16.64,21.13,7.65,3.96,10.31
1.03,3.56,1.76,3.37,2.46,,5.51,16.64,21.13,7.65,1.03,10.32
1.03,3.51,1.76,3.38,2.46,,5.52,16.64,21.13,7.65,0.63,10.32
1.03,3.4,1.76,3.38,2.46,,5.52,16.64,21.14,7.65,0.56,10.33
1.03,3.41,1.76,3.38,2.46,,5.52,16.64,21.17,7.65,0.52,10.33
1.03,3.41,1.76,3.38,2.46,,5.52,16.64,21.17,7.66,0.48,10.34
1.03,3.42,1.76,3.38,2.46,,5.53,16.64,21.17,7.66,0.46,10.35
1.03,3.42,1.76,3.39,2.46,,5.53,16.64,21.17,7.66,0.44,10.35
1.03,3.42,1.76,3.39,2.46,,5.53,16.64,21.17,7.66,0.41,10.36
1.03,3.43,1.76,3.39,2.46,,5.53,16.65,21.17,7.67,0.4,10.37
1.03,3.43,1.76,3.39,2.46,,5.53,16.65,21.17,7.67,0.39,10.37
1.03,3.43,1.76,3.39,2.46,,5.53,16.65,21.17,7.67,0.38,10.38
1.03,3.44,1.76,3.39,2.47,,5.53,16.65,21.17,7.67,0.37,10.38
1.03,3.44,1.76,3.39,2.47,,5.54,16.65,21.17,7.67,0.36,10.39
1.03,3.44,1.76,3.4,2.48,,5.54,16.65,21.17,7.67,0.35,10.39
1.03,3.44,1.76,3.4,2.61,,5.54,16.65,21.17,7.68,0.34,10.4
1.03,3.45,1.77,3.4,2.96,,5.54,16.66,21.17,7.68,0.34,10.4
1.03,3.45,1.77,3.4,3.34,,5.54,16.66,21.17,7.68,0.33,10.41
1.03,3.45,1.77,3.4,3.33,,5.54,16.66,21.17,7.68,0.32,10.41
1.03,3.45,1.77,3.4,3.31,,5.54,16.66,21.17,7.68,0.32,10.42
1.03,3.45,1.77,3.4,3.28,,5.54,16.66,21.17,7.69,0.31,10.42
1.03,3.45,1.77,3.4,3.27,,5.55,16.74,21.17,7.69,0.31,10.43
1.04,3.46,1.77,3.41,3.28,,5.55,18.46,21.17,7.69,0.3,10.44
1.04,3.46,1.77,3.41,3.29,,5.55,21.3,21.17,7.69,0.3,10.44
1.06,3.46,1.77,3.41,3.3,,5.55,21.73,21.17,7.69,0.3,10.45
1.19,3.46,1.77,3.41,3.31,,5.56,21.6,21.17,7.69,0.29,10.46
1.27,3.46,1.77,3.41,3.32,,5.56,21.57,21.17,7.69,0.29,10.48
1.27,3.46,1.77,3.41,3.33,,5.56,21.55,21.17,7.69,0.28,10.48
1.26,3.47,1.77,3.41,3.35,,5.56,21.28,21.17,7.7,0.28,10.49
1.26,3.47,1.77,3.41,3.37,,5.56,20.75,21.17,7.7,0.28,10.5
1.26,3.47,1.77,3.41,3.37,,5.56,20.64,21.17,7.7,0.27,10.51
1.22,3.47,1.77,3.41,3.36,,5.56,20.69,21.18,7.7,0.27,10.51
1.22,3.47,1.77,3.42,3.36,,5.56,20.71,24.46,7.7,0.27,10.51
1.22,3.47,1.77,3.42,3.36,,5.56,20.72,26.32,7.73,0.27,10.51
1.22,3.48,1.77,3.42,3.37,,5.56,20.73,26.29,8.28,0.26,10.52
1.22,3.48,1.77,3.42,3.37,,5.57,20.73,26.2,8.62,0.26,10.52
1.22,3.48,1.77,3.42,3.37,,5.57,20.74,26.14,8.83,0.26,10.52
1.22,3.48,1.77,3.42,3.37,,5.57,20.74,26.06,8.96,0.26,10.53
1.22,3.48,1.77,3.42,3.37,,5.57,20.75,25.6,9.04,0.25,10.53
1.22,3.48,1.77,3.42,3.37,,5.57,20.75,25.17,9.09,0.25,10.53
1.22,3.48,1.79,3.42,3.37,,5.57,20.75,25.14,9.12,0.25,10.53
1.22,3.49,1.86,3.42,3.38,,5.58,20.76,25.17,9.13,0.25,10.53
1.22,3.49,1.94,3.42,3.38,,5.58,20.76,25.17,9.15,0.25,10.54
1.23,3.49,2.03,3.42,3.38,,5.58,20.79,25.17,9.17,0.24,10.54
1.23,3.49,2.04,3.43,3.38,,5.58,20.8,25.17,9.18,0.24,10.54
1.23,3.49,2.05,3.43,3.38,,5.58,20.8,25.18,9.19,0.24,10.55
1.23,3.49,2.05,3.43,3.38,,5.58,20.81,25.18,9.2,0.24,10.55
1.23,3.49,2.05,3.43,3.38,,5.58,20.81,25.18,9.21,0.24,10.55
1.23,3.49,2.05,3.43,3.38,,5.58,20.81,25.19,9.21,0.23,10.55
1.23,3.49,2.05,3.43,3.39,,5.58,20.81,25.21,9.22,0.23,10.55
1.23,3.5,2.05,3.43,3.39,,5.58,20.81,25.22,9.23,0.23,10.56
1.23,3.5,2.05,3.43,3.39,,5.58,20.82,25.24,9.24,0.23,10.56
1.23,3.5,2.06,3.43,3.39,,5.58,20.85,25.24,9.24,0.23,10.57
1.23,3.5,2.06,3.45,3.39,,5.58,20.85,25.24,9.25,0.23,10.73
1.23,3.5,2.06,3.56,3.39,,5.58,20.85,25.25,9.25,0.22,11.34
1.23,3.5,2.06,3.78,3.39,,5.58,20.85,25.25,9.26,0.22,12.1
1.23,3.5,2.06,4.11,3.39,,5.58,20.85,25.25,9.26,0.22,12.58
1.23,3.5,2.06,4.17,3.39,,5.58,20.85,25.25,9.27,0.22,12.75
1.23,3.5,2.06,4.2,3.4,,5.58,20.85,25.25,9.27,0.22,12.89
1.23,3.51,2.06,4.22,3.4,,5.58,20.85,25.25,9.28,0.22,12.97
1.23,3.51,2.07,4.23,3.4,,5.58,20.85,25.25,9.29,0.22,12.99
1.23,3.51,2.06,4.23,3.4,,5.58,20.85,25.25,9.29,0.21,13
1.23,3.51,2.06,4.24,3.4,,5.58,20.86,25.25,9.3,0.21,13
1.23,3.51,2.07,4.24,3.4,,5.58,20.89,25.25,9.3,0.21,13.01
1.23,3.51,2.07,4.24,3.4,,5.58,20.9,25.25,9.3,0.21,13.02
1.23,3.54,2.07,4.25,3.4,,5.58,20.9,25.25,9.31,0.21,13.02
1.23,3.91,2.07,4.25,3.4,,5.58,20.9,25.25,9.31,0.21,13.03
1.23,4.4,2.07,4.25,3.41,,5.58,20.9,25.28,9.31,0.21,13.03
1.23,4.48,2.07,4.25,3.4,,5.58,20.9,25.28,9.32,0.21,13.04
1.23,4.48,2.07,4.25,3.41,,5.59,20.91,25.28,9.32,0.2,13.05
1.23,4.48,2.07,4.26,3.41,,5.59,20.91,25.28,9.33,0.2,13.05
1.23,4.48,2.07,4.26,3.41,,5.59,20.91,25.28,9.33,0.2,13.05
1.23,4.32,2.07,4.26,3.41,,5.59,20.91,25.28,9.33,0.2,13.06
1.23,4.32,2.07,4.26,3.41,,5.58,20.91,25.28,9.34,0.2,13.06
1.23,4.33,2.07,4.26,3.41,,5.59,20.91,25.28,9.34,0.2,13.06
1.24,4.33,2.07,4.26,3.41,,5.67,20.91,25.28,9.34,0.2,13.07
1.24,4.34,2.07,4.27,3.41,,6.45,20.91,25.28,9.34,0.2,13.07
1.24,4.34,2.07,4.27,3.41,,7.11,20.91,25.28,9.35,0.2,13.07
1.24,4.35,2.08,4.27,3.41,,7.15,20.91,25.28,9.35,0.2,13.08
1.24,4.35,2.08,4.27,3.41,,7.13,20.91,25.28,9.35,0.19,13.08
1.24,4.36,2.08,4.27,3.41,,7.11,20.91,25.28,9.35,0.19,13.08
1.24,4.36,2.08,4.27,3.41,,7.1,20.91,25.28,9.36,0.19,13.09
1.24,4.37,2.08,4.27,3.42,,7.07,20.91,25.28,9.36,0.19,13.09
1.24,4.37,2.08,4.27,3.42,,6.94,20.91,25.28,9.36,0.19,13.09
1.24,4.37,2.08,4.27,3.42,,6.88,20.91,25.28,9.37,0.19,13.09
1.24,4.37,2.08,4.28,3.42,,6.88,20.91,25.28,9.37,0.19,13.09
1.24,4.38,2.08,4.28,3.42,,6.88,20.91,25.28,9.38,0.19,13.1
1.24,4.38,1.99,4.28,3.42,,6.88,20.91,25.28,9.38,0.19,13.1
1.24,4.38,1.31,4.28,3.42,,6.89,20.91,25.28,9.38,0.19,13.1
1.24,4.38,0.54,4.28,3.42,,6.9,20.91,25.28,9.39,0.19,13.11
1.24,4.39,0.36,4.28,3.42,,6.9,20.91,25.31,9.39,0.19,13.11
1.24,4.39,0.33,4.28,3.42,,6.9,20.92,25.32,9.4,0.18,13.12
1.24,4.39,0.3,4.28,3.42,,6.91,20.92,25.31,9.4,0.18,13.12
1.28,4.39,0.29,4.28,3.42,,6.91,20.92,25.31,9.4,0.18,13.13
1.43,4.4,0.28,4.28,3.42,,6.91,20.92,25.31,9.41,0.18,13.14
1.47,4.4,0.26,4.28,3.42,,6.91,20.92,25.31,9.42,0.18,13.15
1.47,4.4,0.25,4.29,3.43,,6.91,20.92,25.31,9.42,0.18,13.16
1.47,4.41,0.24,4.29,3.43,,6.91,20.93,25.31,9.42,0.18,13.17
1.46,4.41,0.24,4.29,3.43,,6.91,20.93,25.31,9.42,0.18,13.18
1.43,4.42,0.23,4.29,3.43,,6.92,20.94,25.31,9.42,0.18,13.18
1.41,4.42,0.23,4.29,3.43,,6.92,20.96,25.31,9.43,0.18,13.18
1.42,4.42,0.22,4.29,3.43,,6.92,20.97,25.31,9.43,0.18,13.18
1.42,4.42,0.22,4.29,3.43,,6.93,20.97,25.31,9.43,0.18,13.18
1.42,4.43,0.21,4.29,3.43,,6.93,20.97,25.31,9.43,0.18,13.18
1.42,4.43,0.21,4.29,3.43,,6.93,20.97,25.31,9.43,0.17,13.18
1.42,4.43,0.2,4.29,3.43,,6.93,20.97,25.31,9.44,0.17,13.18
1.42,4.43,0.2,4.29,3.43,,6.93,20.97,25.31,9.44,0.17,13.18
1.42,4.43,0.2,4.29,3.43,,6.93,20.97,25.31,9.44,0.17,13.18
1.42,4.44,0.19,4.29,3.43,,6.94,20.97,25.3,9.44,0.17,13.18
1.42,4.44,0.19,4.29,3.43,,6.94,20.97,25.31,9.44,0.17,13.18
1.42,4.44,0.19,4.3,3.43,,6.94,20.97,25.39,9.44,0.17,13.18
1.42,4.44,0.19,4.3,3.43,,6.94,20.97,26.83,9.45,,13.18
1.42,4.44,0.19,4.3,3.43,,6.94,20.97,29.72,9.46,,13.18
1.43,4.44,0.18,4.3,3.43,,6.94,20.97,30.24,9.46,,13.18
1.43,4.45,0.18,4.3,3.44,,6.94,20.97,30.12,9.47,,13.18
1.43,4.45,0.18,4.3,3.44,,6.94,20.97,30.04,9.48,,13.18
1.43,4.45,0.17,4.3,3.44,,6.94,20.97,29.94,9.49,,13.18
1.43,4.45,0.17,4.3,3.44,,6.94,20.97,29.41,9.5,,13.18
1.43,4.45,0.17,4.3,3.44,,6.94,20.97,28.99,9.51,,13.18
1.43,4.45,0.17,4.3,3.44,,6.95,20.97,29.01,9.52,,13.18
1.43,4.46,0.17,4.3,3.44,,6.95,20.97,29.02,9.53,,13.18
1.43,4.46,0.16,4.1,3.44,,6.95,20.97,29.04,9.54,,13.18
1.43,4.46,0.16,2.36,3.44,,6.95,20.97,29.06,9.55,,13.18
1.43,4.46,0.16,0.38,3.44,,6.95,20.97,29.06,9.56,,13.18
1.43,4.46,0.16,0.15,3.44,,6.95,20.97,29.07,9.57,,13.18
1.43,4.47,0.16,0.17,3.46,,6.95,20.97,29.07,9.58,,13.18
1.43,4.47,0.16,0.18,3.54,,6.95,20.97,29.07,9.58,,13.18
1.43,4.47,0.23,0.2,3.75,,6.95,20.98,29.07,9.59,,13.18
1.43,4.47,0.48,0.2,3.97,,6.96,20.99,29.07,9.6,,13.18
1.43,4.47,0.68,0.21,2.59,,6.96,21.01,29.07,9.61,,13.18
1.43,4.47,0.7,0.21,4.22,,6.96,21.01,29.07,9.62,,13.18
1.43,4.47,0.66,0.22,4.24,,6.96,21.01,29.07,9.62,,13.18
1.43,4.47,0.62,0.22,4.24,,6.96,21.01,29.07,9.63,,13.18
1.43,4.48,0.62,0.22,4.25,,6.96,21.01,29.07,9.63,,13.18
1.43,4.48,0.63,0.23,4.25,,6.97,21.01,29.09,9.64,,13.18
1.43,4.48,0.63,0.23,4.25,,6.97,21.01,29.1,9.64,,13.18
1.44,4.48,0.63,0.23,4.25,,6.97,21.01,29.1,9.65,,13.18
1.43,4.48,0.64,0.23,4.26,,6.97,21.01,29.1,9.65,,13.18
1.44,4.48,0.64,0.23,4.26,,6.97,24.98,29.1,9.66,,10.46
1.44,4.48,0.64,0.23,4.26,,6.97,26.1,29.1,9.66,,2.69
1.44,4.48,0.64,0.23,4.26,,6.97,26.01,29.1,9.67,,0.93
1.44,4.48,0.64,0.22,4.26,,6.97,25.93,29.1,9.67,,1.26
1.44,4.49,0.64,0.22,4.26,,6.97,25.88,29.1,9.67,,1.3
1.44,4.49,0.64,0.22,4.27,,6.97,25.71,29.1,9.68,,1.3
1.44,4.49,0.64,0.22,4.27,,6.97,25.08,29.1,9.68,,1.28
1.44,4.49,0.64,0.22,4.27,,6.97,24.78,29.1,9.68,,1.27
1.44,4.49,0.64,0.22,4.27,,6.97,24.95,29.1,9.69,,1.25
1.44,4.49,0.64,0.21,4.27,,6.98,24.97,29.1,9.69,,1.2
1.44,4.49,0.64,0.21,4.27,,6.98,24.98,29.11,9.69,,1.18
1.44,4.49,0.64,0.21,4.28,,6.98,24.98,29.13,9.7,,1.16
1.44,4.49,0.64,0.21,4.28,,6.98,24.98,29.14,9.7,,1.14
1.44,4.5,0.64,0.21,4.28,,6.98,24.99,29.14,9.69,,1.12
1.44,4.51,0.64,0.2,4.28,,6.98,24.99,29.14,8.92,,1.1
1.44,4.84,0.64,0.2,4.28,,6.98,25,29.14,4.65,,1.09
1.44,5.43,0.64,0.2,4.28,,6.99,25,29.14,1.05,,1.07
1.44,5.55,0.64,0.2,4.28,,6.99,25,29.16,0.36,,1.04
1.44,5.56,0.64,0.2,4.28,,6.99,25.02,29.17,0.3,,1.03
1.44,5.56,0.64,0.19,4.28,,6.99,25.04,29.17,0.26,,1.02
1.44,5.55,0.64,0.19,4.28,,7.59,25.04,29.17,0.22,,1
1.44,5.38,0.64,0.19,4.28,,8.48,25.04,29.17,0.19,,0.99
1.42,5.39,0.64,0.19,4.29,,8.6,25.04,29.17,0.17,,0.98
0.39,5.4,0.64,0.18,4.29,,8.57,25.04,29.17,0.15,,0.97
0.2,5.41,0.64,0.18,4.29,,8.55,25.04,29.16,0.13,,0.96
0.17,5.42,0.64,0.18,4.29,,8.55,25.04,29.16,0.12,,0.95
0.15,5.42,0.64,0.18,4.29,,8.46,25.05,29.16,0.18,,0.93
0.14,5.42,0.64,0.18,4.29,,8.27,25.05,29.16,1.24,,0.92
0.13,5.43,0.64,0.18,4.29,,8.23,25.05,29.16,2.35,,0.91
0.12,5.44,0.64,0.17,4.29,,8.26,25.05,29.16,2.48,,0.9
0.12,5.45,0.64,0.17,4.29,,8.27,25.05,29.16,2.3,,0.9
0.11,5.45,0.64,0.17,4.29,,8.28,25.05,29.16,2.11,,0.89
0.1,5.45,0.64,0.17,4.29,,8.29,25.05,29.16,2.09,,0.88
0.1,5.46,0.64,0.17,4.29,,8.29,25.05,29.16,2.12,,0.87
0.2,5.46,0.64,0.16,4.3,,8.29,25.05,29.16,2.14,,0.87
0.28,5.46,0.64,0.16,4.3,,8.29,25.05,29.16,2.15,,0.85
0.29,5.47,0.64,0.16,4.3,,8.29,25.06,29.16,2.15,,0.85
0.29,5.47,0.64,0.16,4.3,,8.3,25.06,29.15,2.15,,0.84
0.28,5.47,0.64,0.16,4.3,,8.3,25.07,29.15,2.15,,0.83
0.28,5.48,0.64,0.16,4.3,,8.3,25.09,29.15,2.15,,0.83
0.28,5.48,0.64,0.16,4.3,,8.3,25.09,29.15,2.16,,0.82
0.28,5.48,0.64,0.15,4.3,,8.3,25.09,29.12,2.16,,0.82
0.28,5.48,0.64,0.15,4.3,,8.31,25.09,25.92,2.16,,0.81
0.28,5.49,0.64,0.15,4.3,,8.31,25.09,11.51,2.16,,0.8
0.28,5.49,0.64,0.15,4.3,,8.31,25.09,2.45,2.16,,0.8
0.28,5.49,0.64,0.15,4.3,,8.31,25.09,1.5,2.16,,0.79
0.27,5.49,0.64,0.15,4.3,,8.31,25.09,1.3,2.16,,0.79
0.26,5.5,0.64,0.15,4.3,,8.31,25.09,1.16,2.16,,0.78
0.25,5.5,0.64,0.15,4.3,,8.31,25.09,1.07,2.16,,0.78
0.24,5.5,0.64,0.14,4.3,,8.31,25.09,0.99,2.16,,0.77
0.24,5.5,0.64,0.14,4.3,,8.32,25.09,0.87,2.16,,0.77
0.24,5.51,0.64,0.14,4.3,,8.33,25.09,0.83,2.16,,0.76
0.25,5.51,0.64,0.14,4.31,,8.33,25.09,0.79,2.16,,0.76
0.25,5.51,0.64,0.14,4.31,,8.33,25.09,0.75,2.16,,0.75
0.24,5.51,0.64,0.14,4.31,,8.33,25.1,0.72,2.16,,0.75
0.25,5.52,0.64,0.14,4.31,,8.33,25.1,0.69,2.16,,0.74
0.25,5.52,0.66,0.14,4.31,,8.33,25.1,0.66,2.16,,0.74
0.25,5.52,0.82,0.14,4.31,,8.34,25.1,0.64,2.17,,0.74
0.25,5.52,1.04,0.13,4.31,,8.34,25.1,0.62,2.17,,0.73
0.25,5.53,1.09,0.13,4.31,,8.34,25.1,0.58,2.17,,0.73
0.25,5.53,1.09,0.13,4.31,,8.34,25.1,0.56,2.17,,0.72
0.25,5.53,1.03,0.13,4.31,,8.34,25.1,0.55,2.17,,0.72
0.25,5.53,1.03,0.13,4.31,,8.34,25.1,0.53,2.17,,0.72
0.25,5.53,1.03,,4.31,,8.35,25.1,0.52,2.17,,0.71
0.25,5.53,1.04,,4.31,,8.35,25.1,0.5,2.17,,0.71
0.25,5.54,1.04,,4.31,,8.35,25.1,0.49,2.17,,0.71
0.25,5.54,1.05,,4.31,,8.35,25.1,0.48,2.17,,0.7
0.25,5.54,1.05,,4.31,,8.35,25.1,0.46,2.17,,0.7
0.25,5.54,1.06,,4.31,,8.35,25.1,0.45,2.17,,0.7
0.25,5.55,1.06,,4.31,,8.36,25.11,0.45,2.17,,0.69
0.25,5.55,1.06,,4.32,,8.36,25.11,0.44,2.17,,0.69
0.25,5.55,1.06,,4.32,,8.37,25.11,0.43,2.17,,0.68
0.25,5.55,1.06,,4.32,,8.37,25.1,0.42,2.17,,0.68
0.25,5.55,1.06,,4.32,,8.37,25.1,0.41,2.17,,0.68
0.25,5.55,1.06,,4.32,,8.37,25.1,0.4,2.17,,0.68
0.25,5.56,1.06,,4.32,,8.37,25.1,0.4,2.17,,0.68
0.25,5.55,1.06,,4.32,,8.37,25.1,0.38,2.18,,0.68
0.25,5.08,1.06,,4.32,,8.37,25.1,0.38,2.18,,0.67
0.25,2.64,1.06,,4.32,,8.37,25.1,0.37,2.18,,0.52
0.25,0.9,1.06,,4.32,,8.37,25.1,0.37,2.18,,0.33
0.25,0.63,1.06,,4.32,,8.37,25.1,0.36,2.18,,1.54
0.25,0.53,1.07,,4.32,,8.37,25.12,0.36,2.18,,1.88
0.25,0.42,1.07,,4.32,,8.37,25.2,0.35,2.18,,1.85
0.25,0.38,1.07,,4.32,,8.37,25.27,0.35,2.18,,1.59
0.25,0.35,1.07,,4.32,,8.37,25.31,0.34,2.18,,1.28
0.25,0.32,1.07,,4.32,,8.37,25.34,0.33,2.18,,1.24
0.25,0.3,1.07,,4.32,,8.37,25.37,0.33,2.18,,1.28
0.25,0.28,1.07,,4.32,,8.37,25.38,0.32,2.18,,1.33
0.25,0.26,1.07,,4.32,,8.37,25.38,0.32,2.18,,1.38
0.25,0.24,1.07,,4.32,,8.37,25.39,0.31,2.18,,1.46
0.25,0.23,1.07,,4.32,,8.37,25.4,0.31,2.19,,1.5
0.25,0.2,1.07,,4.32,,8.37,25.4,0.3,2.18,,1.48
0.25,0.19,1.07,,4.32,,8.37,25.4,0.3,2.18,,1.46
0.25,0.18,1.07,,4.32,,8.38,25.4,0.29,2.18,,1.45
0.25,0.17,1.07,,4.33,,8.38,25.4,0.29,2.18,,1.44
0.25,0.16,1.07,,4.33,,8.38,25.4,0.28,2.18,,1.45
0.25,0.15,1.07,,4.33,,8.38,25.4,0.28,2.18,,1.45
0.46,0.14,1.07,,4.33,,8.38,25.4,0.27,2.18,,1.45
0.51,0.13,1.07,,4.33,,8.38,25.4,0.27,2.18,,1.46
0.5,0.12,1.07,,4.33,,8.38,25.4,0.27,2.22,,1.46
0.5,0.11,1.07,,4.33,,8.38,25.4,0.26,2.75,,1.46
0.5,0.1,1.07,,4.33,,8.38,25.4,0.26,3.81,,1.47
0.5,0.1,1.07,,4.33,,8.38,25.39,0.25,4.26,,1.47
0.5,0.3,1.07,,4.33,,8.38,25.39,0.25,4.28,,1.47
0.49,0.67,1.07,,3.93,,8.38,25.39,0.25,4.18,,1.48
0.47,0.73,1.07,,0.24,,8.38,25.39,0.24,4,,1.48
0.44,0.73,1.07,,0.12,,8.38,25.39,0.24,3.96,,1.48
0.44,0.73,1.07,,0.15,,8.38,25.39,0.24,4.01,,1.48
0.44,0.73,1.07,,0.16,,8.38,25.38,0.23,4.02,,1.49
0.44,0.73,1.07,,0.17,,8.39,25.38,0.23,4.05,,1.49
0.44,0.73,1.07,,0.18,,8.39,25.38,0.23,4.11,,1.49
0.44,0.73,1.07,,0.19,,8.39,25.37,0.22,4.13,,1.49
0.44,0.73,1.07,,0.2,,8.39,25.37,0.22,4.12,,1.49
0.44,0.71,1.07,,0.21,,8.39,25.36,0.22,4.11,,1.5
0.44,0.6,1.09,,0.21,,8.39,25.36,0.21,4.1,,1.5
0.44,0.58,1.19,,0.21,,8.39,25.36,0.21,4.11,,1.5
0.45,0.57,1.37,,0.22,,8.39,25.36,0.21,4.11,,1.5
0.45,0.58,1.45,,0.22,,8.39,25.36,0.21,4.11,,1.51
0.45,0.58,1.45,,0.22,,8.39,25.36,0.2,4.11,,1.51
0.45,0.58,1.44,,0.23,,8.41,25.36,0.2,4.11,,1.51
0.45,0.58,1.41,,0.23,,8.96,25.36,0.19,4.11,,1.51
0.45,0.58,1.4,,0.23,,9.88,25.36,0.19,4.12,,1.51
0.45,0.58,1.41,,0.23,,10.01,25.36,0.19,4.12,,1.51
0.45,0.58,1.42,,0.23,,9.98,25.36,0.19,4.12,,1.51
0.45,0.58,1.42,,0.23,,9.94,25.66,0.19,4.12,,1.51
0.45,0.58,1.43,,0.23,,9.79,28.14,0.18,4.12,,1.51
0.45,0.58,1.44,,0.23,,9.66,30.06,0.18,4.12,,1.51
0.45,0.58,1.44,,0.23,,9.66,30.04,0.18,4.12,,1.52
0.45,0.58,1.44,,0.23,,9.67,29.93,0.17,4.12,,1.52
0.45,0.58,1.44,,0.23,,9.67,29.73,0.17,4.12,,1.52
0.45,0.58,1.44,,0.23,,9.67,29.2,0.17,4.12,,1.52
0.45,0.58,1.44,,0.23,,9.68,28.85,0.17,4.12,,1.52
0.45,0.58,1.44,,0.22,,9.68,28.89,0.17,4.12,,1.52
0.45,0.58,1.44,,0.22,,9.69,28.93,0.16,4.13,,1.53
0.45,0.58,1.44,,0.22,,9.69,28.95,0.16,4.13,,1.53
0.45,0.58,1.44,,0.22,,9.7,28.99,0.16,4.13,,1.53
0.45,0.58,1.44,,0.22,,9.7,29,0.16,4.13,,1.53
0.45,0.58,1.44,,0.22,,9.71,29,0.15,4.13,,1.53
0.45,0.58,1.44,,0.22,,9.71,29.04,0.15,4.13,,1.53
0.45,0.58,1.44,,0.21,,9.71,29.05,0.15,4.13,,1.53
0.45,0.57,1.44,,0.21,,9.72,29.05,0.15,4.13,,1.53
0.45,0.57,1.45,,0.21,,9.72,29.05,0.15,4.13,,1.53
0.45,0.57,1.45,,0.21,,9.73,29.05,,4.13,,1.54
0.45,0.57,1.45,,0.21,,9.73,29.05,,4.13,,1.54
0.45,0.58,1.45,,0.21,,9.73,29.06,,4.13,,1.54
0.45,0.58,1.45,,0.21,,9.74,29.06,,4.13,,1.54
0.45,0.58,1.45,,0.21,,9.74,29.06,,4.13,,1.54
0.45,0.58,1.45,,0.2,,9.74,29.07,,4.13,,1.54
0.45,0.58,1.45,,0.2,,9.74,29.09,,4.13,,1.54
0.45,0.58,1.45,,0.2,,9.74,29.1,,4.13,,1.56
0.45,0.58,1.45,,0.2,,9.74,29.1,,4.29,,1.93
0.45,0.58,1.45,,0.2,,9.74,29.1,,4.97,,3.36
0.45,0.58,1.45,,0.2,,9.75,29.1,,5.75,,4.66
0.45,0.58,1.45,,0.2,,9.75,29.12,,5.98,,4.86
0.45,0.58,1.45,,0.2,,9.75,29.13,,5.98,,4.74
0.45,0.57,1.45,,0.19,,9.75,29.13,,5.91,,4.37
0.45,0.57,1.45,,0.19,,9.75,29.13,,5.79,,4.22
0.45,0.57,1.45,,0.19,,9.75,29.13,,5.76,,4.27
0.66,0.57,1.45,,0.19,,9.75,29.13,,5.78,,4.3
0.69,0.57,1.45,,0.19,,9.75,29.13,,5.82,,4.38
0.69,0.57,1.45,,0.19,,9.75,29.13,,5.85,,4.52
0.69,0.57,1.45,,0.18,,9.75,29.13,,5.91,,4.56
0.69,0.57,1.45,,0.18,,9.76,29.13,,5.96,,4.53
0.69,0.57,1.45,,0.18,,9.77,29.13,,5.95,,4.51
0.69,0.57,1.45,,0.18,,9.77,29.13,,5.94,,4.5
0.66,0.57,1.46,,0.18,,9.77,29.13,,5.94,,4.47
0.64,0.57,1.46,,0.18,,9.77,29.13,,5.94,,4.45
0.64,0.57,1.46,,0.18,,9.77,29.13,,5.93,,4.45
