Weight_dn12.1,Weight_dn12.2,Weight_dn12.3,Weight_un12.1,Weight_un12.2,Weight_un12.3,Weight_dp12.1,Weight_dp12.2,Weight_dp12.3,Weight_up12.1,Weight_up12.2,Weight_up12.3
1.78,1.81,2.02,0.59,1.27,1.25,2.81,2.52,2.48,1.38,1.18,1.25
1.8,1.8,2.0,1.38,1.27,1.25,2.83,2.53,2.48,1.38,1.18,1.24
1.81,1.78,2.0,1.53,1.27,1.25,2.83,2.53,2.48,1.38,1.18,1.24
1.82,1.79,2.01,1.28,1.27,1.25,2.83,2.53,2.48,1.38,1.18,1.25
1.82,1.81,2.03,1.16,1.27,1.24,2.83,2.53,2.48,1.38,1.18,1.25
1.82,1.8,2.03,1.17,1.26,1.23,2.83,2.53,2.48,1.38,1.19,1.25
1.83,1.79,2.03,1.2,1.26,1.23,2.83,2.53,2.48,1.38,1.19,1.25
1.83,1.8,2.03,1.26,1.26,1.23,2.83,2.52,2.48,1.38,1.19,1.25
1.83,1.81,2.03,1.32,1.25,1.24,2.83,2.52,2.48,1.38,1.19,1.25
1.84,1.82,2.03,1.33,1.25,1.24,2.83,2.52,2.48,1.38,1.19,1.25
1.84,1.82,2.02,1.3,1.26,1.25,2.83,2.52,2.48,1.38,1.19,1.25
1.85,1.8,2.02,1.26,1.26,1.25,2.83,2.52,2.48,1.37,1.18,1.25
1.85,1.81,2.02,1.24,1.27,1.25,2.83,2.52,2.47,1.38,1.18,1.25
1.86,1.83,2.03,1.25,1.27,1.26,2.83,2.52,2.47,1.37,1.18,1.25
1.86,1.81,2.04,1.26,1.28,1.25,2.83,2.52,2.47,1.37,1.18,1.25
1.86,1.81,2.04,1.27,1.27,1.24,2.83,2.52,2.47,1.37,1.18,1.25
1.85,1.83,2.05,1.28,1.27,1.23,2.84,2.52,2.47,1.38,1.18,1.25
1.82,1.84,2.05,1.28,1.26,1.23,2.85,2.52,2.48,1.38,1.18,1.25
1.84,1.82,2.05,1.28,1.26,1.24,2.85,2.52,2.49,1.38,1.18,1.25
1.85,1.81,2.04,1.29,1.26,1.24,2.85,2.53,2.49,1.38,1.18,1.25
1.86,1.82,2.04,1.29,1.26,1.25,2.85,2.63,2.48,1.39,1.18,1.25
1.85,1.83,2.04,1.29,1.26,1.25,2.85,2.75,2.48,1.39,1.18,1.25
1.85,1.82,2.03,1.29,1.27,1.25,2.85,2.76,2.48,1.39,1.18,1.25
1.86,1.83,2.04,1.29,1.27,1.26,2.85,2.76,2.48,1.39,1.18,1.25
1.86,1.84,2.04,1.29,1.28,1.26,2.85,2.76,2.48,1.39,1.18,1.25
1.84,1.82,2.04,1.29,1.28,1.25,2.85,2.75,2.48,1.39,1.18,1.25
1.84,1.82,2.04,1.3,1.28,1.25,2.85,2.74,2.48,1.39,1.3,1.25
1.86,1.84,2.05,1.3,1.27,1.24,2.85,2.73,2.48,1.39,2.08,1.25
1.87,1.84,2.05,1.3,1.27,1.23,2.85,2.73,2.48,1.39,2.58,1.25
1.85,1.86,2.05,1.3,1.27,1.24,2.85,2.72,2.48,1.39,2.6,1.25
1.85,3.09,2.05,1.3,1.27,1.24,2.85,2.72,2.48,1.38,2.59,1.25
1.87,3.69,2.04,1.3,1.26,1.25,2.86,2.72,2.48,1.38,2.56,1.25
1.85,3.64,2.04,1.3,1.26,1.25,2.86,2.71,2.48,1.39,2.56,1.25
1.85,3.27,2.04,1.3,1.26,1.25,2.85,2.71,2.48,1.39,2.55,1.26
1.87,3.17,2.04,1.29,1.27,1.26,2.86,2.71,2.48,1.39,2.49,1.34
1.88,3.25,2.05,1.29,1.27,1.25,2.87,2.7,2.48,1.39,2.33,1.34
1.98,3.4,2.06,1.29,1.27,1.25,3.05,2.7,2.48,1.38,2.24,1.34
3.37,3.51,2.06,1.29,1.28,1.24,3.06,2.7,2.54,1.38,2.24,1.34
3.74,3.38,2.06,1.29,1.28,1.24,3.06,2.69,2.64,1.38,2.24,1.34
3.45,3.35,2.04,1.3,1.28,1.24,3.06,2.69,2.68,1.39,2.24,1.34
3.2,3.4,2.04,1.3,1.27,1.25,3.05,2.69,2.69,1.45,2.24,1.34
3.25,3.45,2.14,1.31,1.27,1.25,3.05,2.69,2.69,1.49,2.24,1.34
3.44,3.48,2.75,1.31,1.27,1.25,3.05,2.69,2.69,1.49,2.25,1.34
3.55,3.5,3.72,1.31,1.26,1.26,3.05,2.69,2.68,1.49,2.25,1.34
3.46,3.46,4.15,1.3,1.27,1.31,3.05,2.69,2.68,1.49,2.25,1.34
3.33,3.44,4.04,1.3,1.27,1.68,3.05,2.68,2.68,1.49,2.25,1.34
3.44,3.47,3.65,1.29,1.27,2.43,3.05,2.68,2.68,1.49,2.26,1.33
3.51,3.48,3.58,1.29,1.27,2.82,3.05,2.68,2.67,1.49,2.26,1.33
3.52,3.46,3.66,1.29,1.66,2.53,3.05,2.68,2.67,1.49,2.26,1.33
3.43,3.49,3.79,1.3,2.42,2.37,3.05,2.68,2.67,1.49,2.26,1.33
3.42,3.51,3.88,1.3,2.85,2.39,3.05,2.68,2.67,1.48,2.26,1.33
3.46,3.49,3.9,1.3,2.84,2.43,3.05,2.68,2.67,1.48,2.26,1.33
3.5,3.48,3.83,1.31,2.59,2.49,3.04,2.68,2.67,1.48,2.27,1.33
3.52,3.52,3.73,1.31,2.42,2.57,3.04,2.67,2.66,1.48,2.27,1.33
3.49,3.52,3.73,1.31,2.43,2.61,3.04,2.67,2.66,1.48,2.27,1.33
3.49,3.5,3.78,1.31,2.47,2.6,3.04,2.67,2.65,1.48,2.27,1.33
3.52,3.53,3.84,1.31,2.53,2.55,3.04,2.67,2.65,1.48,2.27,1.32
3.52,3.51,3.85,1.3,2.64,2.48,3.04,2.67,2.65,1.47,2.28,1.32
3.49,3.53,3.86,1.3,2.64,2.5,3.04,2.67,2.65,1.47,2.28,1.32
3.51,3.54,3.87,1.3,2.59,2.52,3.04,2.66,2.64,1.47,2.28,1.32
3.53,3.51,3.88,1.3,2.51,2.54,3.04,2.66,2.64,1.47,2.28,1.32
3.52,3.52,3.86,1.3,2.51,2.55,3.04,2.66,2.64,1.47,2.28,1.32
3.53,3.55,3.83,1.31,2.54,2.55,3.03,2.66,2.64,1.47,2.28,1.32
3.53,3.54,3.83,1.31,2.56,2.56,3.03,2.66,2.64,1.47,2.28,1.32
3.54,3.54,3.86,1.31,2.58,2.56,3.03,2.66,2.63,1.47,2.28,1.32
3.53,3.56,3.89,1.31,2.6,2.56,3.03,2.66,2.63,1.47,2.28,1.32
3.53,3.53,3.89,1.32,2.6,2.54,3.03,2.65,2.63,1.47,2.28,1.32
3.55,3.53,3.87,1.32,2.6,2.52,3.03,2.65,2.63,1.47,2.28,1.32
3.53,3.56,3.85,1.31,2.6,2.53,3.03,2.65,2.63,1.47,2.28,1.32
3.54,3.55,3.86,1.33,2.6,2.54,3.03,2.65,2.63,1.47,2.28,1.31
3.56,3.55,3.89,1.57,2.58,2.55,3.03,2.65,2.63,1.47,2.28,1.31
3.55,3.57,3.9,2.82,2.56,2.56,3.03,2.65,2.62,1.47,2.28,1.31
3.56,3.55,3.91,2.87,2.57,2.57,3.02,2.65,2.62,1.47,2.28,1.31
3.56,3.57,3.87,2.66,2.58,2.57,3.02,2.64,2.62,1.46,2.27,1.31
3.56,3.56,3.87,2.45,2.6,2.55,3.02,2.64,2.62,1.46,2.27,1.31
3.57,3.56,3.89,2.44,2.61,2.53,3.02,2.64,2.62,1.46,2.27,1.31
3.57,3.58,3.91,2.47,2.61,2.54,3.02,2.64,2.62,1.46,2.27,1.31
3.57,3.56,3.93,2.53,2.6,2.55,3.02,2.64,2.62,1.46,2.27,1.31
3.57,3.55,3.92,2.62,2.58,2.56,3.02,2.64,2.61,1.46,2.27,1.31
3.57,3.58,3.89,2.66,2.58,2.57,3.01,2.64,2.61,1.46,2.27,1.3
3.57,3.58,3.88,2.62,2.58,2.57,3.02,2.63,2.61,1.46,2.27,1.3
3.58,3.56,3.89,2.54,2.6,2.57,3.01,2.63,2.61,1.46,2.27,1.3
3.59,3.59,3.93,2.53,2.61,2.56,3.01,2.63,2.61,1.46,2.27,1.3
3.58,3.57,3.93,2.55,2.61,2.55,3.01,2.63,2.61,1.46,2.27,1.3
3.56,3.58,3.9,2.58,2.59,2.56,3.01,2.63,2.61,1.46,2.27,1.3
3.59,3.59,3.89,2.6,2.58,2.57,3.01,2.63,2.6,1.46,2.27,1.3
3.59,3.57,3.91,2.61,2.59,2.57,3.01,2.62,2.6,1.46,2.28,1.3
3.58,3.58,3.93,2.62,2.6,2.58,3.01,2.62,2.6,1.46,2.35,1.3
3.59,3.6,3.94,2.62,2.61,2.57,3.0,2.62,2.6,1.45,2.44,1.3
3.6,3.58,3.94,2.62,2.61,2.55,3.0,2.62,2.6,1.45,2.45,1.3
3.6,3.61,3.91,2.62,2.61,2.55,3.0,2.62,2.6,1.45,2.44,1.3
3.59,3.59,3.92,2.6,2.59,2.57,3.0,2.62,2.6,1.45,2.43,1.29
3.6,3.59,3.94,2.59,2.59,2.57,3.0,2.62,2.59,1.45,2.42,1.29
3.59,3.62,3.95,2.59,2.6,2.58,3.0,2.61,2.59,1.45,2.41,1.29
3.59,3.59,3.95,2.61,2.61,2.58,3.0,2.61,2.59,1.45,2.4,1.29
3.61,3.59,3.92,2.61,2.61,2.57,3.0,2.61,2.59,1.45,2.39,1.29
3.59,3.61,3.91,2.63,2.62,2.56,2.99,2.61,2.59,1.45,2.38,1.29
3.6,3.6,3.93,2.63,2.62,2.55,2.99,2.61,2.59,1.45,2.38,1.29
3.59,3.59,3.95,2.62,2.6,2.56,2.99,2.61,2.58,1.45,2.37,1.29
3.61,3.61,3.95,2.61,2.59,2.57,2.99,2.6,2.58,1.45,2.37,1.29
3.61,3.59,3.93,2.6,2.6,2.58,2.99,2.6,2.58,1.45,2.37,1.29
3.61,3.62,3.93,2.61,2.61,2.58,2.99,2.6,2.58,1.45,2.36,1.29
3.61,3.68,3.94,2.62,2.62,2.57,2.99,2.6,2.58,1.44,2.36,1.29
3.61,4.0,3.96,2.63,2.63,2.56,2.99,2.6,2.58,1.44,2.36,1.28
3.62,4.74,3.96,2.63,2.62,2.56,2.98,2.6,2.57,1.44,2.36,1.28
3.62,5.34,3.96,2.62,2.6,2.57,2.98,2.59,2.57,1.44,2.36,1.28
3.62,5.44,3.95,2.61,2.66,2.57,2.98,2.59,2.57,1.44,2.36,1.28
3.61,4.98,3.98,2.61,3.06,2.58,2.98,2.59,2.57,1.44,2.35,1.28
3.61,5.06,4.72,2.62,4.16,2.58,2.98,2.59,2.57,1.44,2.35,1.28
3.63,5.17,5.2,2.63,4.14,2.57,2.98,2.59,2.57,1.44,2.35,1.28
3.63,5.3,5.42,2.64,3.89,2.56,2.98,2.59,2.57,1.44,2.35,1.28
3.83,5.36,5.24,2.64,3.73,2.56,2.98,2.58,2.57,1.44,2.35,1.28
4.47,5.29,4.97,2.63,3.75,2.57,2.97,2.58,2.56,1.44,2.35,1.28
5.23,5.21,4.97,2.61,3.79,2.58,2.97,2.58,2.56,1.44,2.35,1.27
5.5,5.26,5.05,2.62,3.85,2.58,2.97,2.58,2.56,1.44,2.34,1.27
4.99,5.34,5.15,2.63,3.94,2.59,2.97,2.58,2.56,1.44,2.34,1.27
5.08,5.31,5.39,2.63,4.0,2.66,2.97,2.58,2.56,1.44,2.34,1.27
5.23,5.31,5.41,2.64,3.96,3.73,2.97,2.58,2.56,1.44,2.34,1.27
5.37,5.37,5.33,2.65,3.87,4.08,2.97,2.58,2.55,1.43,2.34,1.27
5.31,5.38,5.23,2.65,3.86,4.06,2.96,2.57,2.55,1.43,2.34,1.27
5.19,5.34,5.25,2.64,3.89,3.81,2.96,2.57,2.55,1.43,2.34,1.27
5.25,5.36,5.31,2.62,3.92,3.66,2.96,2.57,2.55,1.43,2.34,1.27
5.34,5.41,5.36,2.62,3.94,3.67,2.96,2.58,2.55,1.43,2.33,1.27
5.32,5.38,5.4,2.63,3.96,3.71,2.96,2.59,2.55,1.43,2.33,1.27
5.33,5.37,5.42,2.64,3.97,3.76,2.96,2.59,2.55,1.43,2.33,1.27
5.39,5.42,5.46,2.65,3.98,3.85,2.95,2.58,2.54,1.43,2.33,1.45
5.38,5.4,5.45,2.65,3.97,3.93,2.95,2.58,2.54,1.43,2.33,2.26
5.37,5.43,5.4,2.65,3.93,3.89,2.95,2.58,2.54,1.43,2.33,2.64
5.4,5.43,5.39,2.64,3.91,3.79,2.95,2.59,2.54,1.43,2.32,2.65
5.38,5.41,5.43,2.62,3.93,3.77,2.95,2.6,2.54,1.43,2.32,2.62
5.41,5.44,5.46,2.62,3.95,3.79,2.95,2.59,2.54,1.43,2.32,2.61
5.42,5.45,5.49,2.64,3.97,3.82,2.95,2.62,2.53,1.43,2.32,2.6
5.44,5.43,5.51,2.65,3.98,3.85,2.97,3.46,2.53,1.42,2.32,2.6
5.43,5.47,5.45,2.66,3.99,3.87,3.01,5.15,2.53,1.42,2.32,2.57
5.43,5.44,5.45,2.66,3.96,3.89,3.02,5.5,2.53,1.42,2.32,2.45
5.46,5.47,5.48,2.64,3.94,3.9,3.03,5.49,2.53,1.42,2.31,2.32
5.44,5.48,5.51,2.62,3.94,3.9,3.04,5.46,2.53,1.42,2.31,2.3
5.46,5.45,5.53,2.62,3.96,3.86,3.04,5.42,2.52,1.42,2.31,2.31
5.46,5.47,5.54,2.63,3.98,3.83,3.05,5.41,2.52,1.42,2.31,2.32
5.46,5.49,5.51,2.65,3.99,3.84,3.05,5.4,2.52,1.42,2.31,2.33
5.47,5.47,5.48,2.65,4.0,3.86,3.05,5.29,2.52,1.42,2.31,2.33
5.49,5.48,5.5,2.66,3.99,3.87,3.05,5.02,2.52,1.42,2.31,2.33
5.48,5.48,5.55,2.66,3.96,3.89,3.06,4.9,2.52,1.42,2.3,2.33
5.5,5.49,5.57,2.64,3.95,3.9,3.06,4.9,2.52,1.42,2.3,2.33
5.5,5.52,5.55,2.63,3.97,3.89,3.06,4.9,2.53,1.42,2.3,2.33
5.5,5.49,5.51,2.64,3.99,3.87,3.06,4.9,2.53,1.42,2.3,2.33
5.52,5.5,5.52,2.8,4.0,3.86,3.06,4.9,2.53,1.42,2.3,2.33
5.51,5.53,5.55,3.36,4.01,3.87,3.06,4.9,2.52,1.42,2.3,2.33
5.51,5.51,5.57,4.21,4.0,3.88,3.06,4.9,2.52,1.42,2.3,2.33
5.5,5.49,5.59,4.1,3.98,3.89,3.06,4.9,2.52,1.42,2.29,2.33
5.53,5.53,5.59,3.84,3.95,3.9,3.06,4.9,2.52,1.42,2.29,2.34
5.54,5.51,5.55,3.77,3.98,3.87,3.06,4.9,2.52,1.42,2.29,2.34
5.52,5.54,5.57,3.8,3.99,3.86,3.06,4.9,2.52,1.42,2.29,2.34
5.54,5.54,5.59,3.85,4.0,3.87,3.06,4.9,2.52,1.42,2.29,2.34
5.53,5.51,5.62,3.92,4.01,3.88,3.06,4.9,2.51,1.42,2.29,2.34
5.54,5.53,5.61,4.01,4.01,3.89,3.06,4.9,2.51,1.42,2.29,2.34
5.55,5.56,5.57,4.04,3.98,3.9,3.06,4.91,2.53,1.42,2.28,2.34
5.55,5.52,5.57,3.94,3.97,3.91,3.06,4.92,5.03,1.43,2.28,2.35
5.56,5.53,5.59,3.88,3.98,3.9,3.06,4.93,5.53,1.44,2.28,2.35
5.57,5.53,5.63,3.89,3.99,3.87,3.06,4.93,5.52,1.6,2.28,2.35
5.56,5.52,5.63,3.92,4.02,3.88,3.06,4.93,5.49,1.6,2.29,2.35
5.58,5.57,5.6,3.95,4.01,3.89,3.06,4.93,5.46,1.59,2.29,2.35
5.55,5.56,5.58,3.98,3.99,3.9,3.06,4.93,5.44,1.59,2.29,2.34
5.57,5.54,5.6,4.01,3.97,3.91,3.07,4.94,5.44,1.58,2.29,2.34
5.59,5.56,5.63,4.02,3.97,3.91,3.07,4.95,5.41,1.58,2.29,2.34
5.55,5.57,5.65,4.02,3.99,3.89,3.07,4.95,5.17,1.57,2.29,2.34
5.59,5.54,5.65,3.98,4.0,3.87,3.07,4.94,4.77,1.56,2.29,2.35
5.57,5.56,5.62,3.95,4.02,3.88,3.07,4.94,4.8,1.55,2.29,2.35
5.61,5.55,5.95,3.96,4.02,3.89,3.06,4.94,4.82,1.54,2.3,2.34
5.59,5.57,6.6,3.98,3.99,3.91,3.07,4.94,4.83,1.53,3.46,2.34
5.6,5.59,7.21,4.0,3.97,3.92,3.07,4.94,4.84,1.53,3.71,2.34
5.6,5.56,7.48,4.01,3.98,3.91,3.07,4.94,4.85,1.53,3.7,2.34
5.6,5.57,7.48,4.02,4.0,3.88,3.07,4.94,4.85,1.53,3.68,2.4
5.6,5.65,7.24,4.02,4.01,3.87,3.07,4.94,4.85,1.52,3.66,2.48
5.6,5.87,7.1,3.98,4.02,3.88,3.07,4.95,4.86,1.52,3.65,2.49
5.6,6.35,7.13,3.98,4.03,3.9,3.07,4.95,4.86,1.52,3.65,2.48
5.62,7.31,7.25,3.99,4.02,3.91,3.07,4.95,4.87,1.52,3.63,2.48
5.6,7.3,7.33,4.01,3.97,3.93,3.07,4.95,4.87,1.52,3.37,2.47
5.61,7.02,7.42,4.02,3.99,3.92,3.07,4.95,4.88,1.52,3.37,2.47
5.63,6.94,7.47,4.03,4.02,3.9,3.07,4.95,4.87,1.52,3.39,2.46
5.61,7.03,7.48,4.03,4.17,3.88,3.07,4.95,4.87,1.52,3.4,2.45
5.63,7.13,7.41,4.01,4.63,3.88,3.07,4.95,4.87,1.52,3.41,2.44
5.63,7.22,7.34,3.99,5.17,3.9,3.06,4.96,4.87,1.51,3.41,2.44
5.82,7.29,7.34,4.0,5.37,3.91,3.07,4.96,4.87,1.51,3.42,2.43
6.29,7.29,7.39,4.02,5.36,3.92,3.07,4.96,4.87,1.51,3.42,2.43
6.91,7.19,7.47,4.03,5.22,3.93,3.07,4.96,4.87,1.51,3.42,2.43
7.34,7.26,7.5,4.04,4.98,3.91,3.07,4.96,4.87,1.51,3.41,2.43
7.35,7.32,7.52,4.03,5.01,3.9,3.07,4.96,4.87,1.51,3.41,2.43
7.07,7.29,7.53,4.0,5.05,3.9,3.07,4.97,4.87,1.51,3.41,2.43
7.05,7.25,7.5,3.99,5.09,3.91,3.07,4.97,4.87,1.51,3.41,2.42
7.17,7.3,7.45,4.0,5.14,3.92,3.07,4.97,4.87,1.51,3.41,2.42
7.28,7.34,7.46,4.03,5.21,3.94,3.06,4.97,4.87,1.51,3.41,2.42
7.25,7.3,7.49,4.04,5.25,4.0,3.06,4.96,4.87,1.51,3.41,2.42
7.27,7.34,7.52,4.05,5.25,4.29,3.06,4.97,4.87,1.51,3.41,2.42
7.35,7.36,7.56,4.03,5.11,5.14,3.06,4.97,4.87,1.5,3.41,2.42
7.33,7.31,7.53,4.0,5.1,5.16,3.06,4.97,4.87,1.5,3.41,2.42
7.32,7.32,7.49,4.0,5.13,5.09,3.07,4.96,4.87,1.5,3.42,2.42
7.38,7.37,7.49,4.01,5.15,4.9,3.07,4.96,4.93,1.5,3.47,2.42
7.36,7.37,7.52,4.03,5.18,4.77,3.07,4.96,5.11,1.5,3.5,2.41
7.37,7.32,7.55,4.04,5.21,4.77,3.07,4.96,5.17,1.5,3.51,2.41
7.41,7.34,7.58,4.05,5.23,4.81,3.07,4.96,5.16,1.5,3.51,2.41
7.42,7.39,7.59,4.03,5.24,4.84,3.06,4.96,5.15,1.5,3.51,2.41
7.42,7.34,7.52,4.01,5.25,4.89,3.06,5.02,5.13,1.5,3.5,2.41
7.42,7.37,7.53,4.01,5.25,5.02,3.06,5.22,5.11,1.5,3.5,2.41
7.44,7.4,7.55,4.02,5.2,5.04,3.07,5.3,5.1,1.5,3.5,2.41
7.43,7.37,7.58,4.04,5.18,5.02,3.06,5.29,5.08,1.49,3.5,2.41
7.45,7.36,7.6,4.05,5.19,4.95,3.06,5.27,5.08,1.49,3.5,2.4
7.46,7.4,7.6,4.06,5.21,4.89,3.06,5.25,5.07,1.49,3.49,2.4
7.46,7.39,7.56,4.03,5.23,4.9,3.06,5.23,5.07,1.49,3.49,2.4
7.46,7.35,7.54,4.02,5.25,4.92,3.06,5.21,5.06,1.49,3.49,2.4
7.49,7.38,7.56,4.02,5.26,4.95,3.07,5.19,5.05,1.49,3.49,2.4
7.48,7.39,7.61,4.03,5.27,4.98,3.07,5.18,5.05,1.49,3.49,2.4
7.47,7.36,7.63,4.05,5.21,5.02,3.06,5.17,5.05,1.49,3.48,2.4
7.51,7.4,7.63,4.12,5.2,5.02,3.06,5.17,5.04,1.49,3.48,2.39
7.49,7.43,7.59,4.41,5.21,5.02,3.06,5.16,5.04,1.49,3.48,2.39
7.51,7.4,7.57,4.97,5.23,5.03,3.07,5.15,5.04,1.49,3.48,2.39
7.51,7.37,7.58,5.39,5.25,5.03,3.06,5.15,5.04,1.49,3.48,2.39
7.51,7.42,7.6,5.44,5.27,5.0,3.07,5.15,5.04,1.49,3.48,2.39
7.51,7.44,7.63,5.23,5.27,4.96,3.07,5.15,5.03,1.49,3.48,2.39
7.54,7.4,7.63,5.1,5.27,4.96,3.07,5.14,5.03,1.48,3.47,2.39
7.53,7.44,7.58,5.11,5.21,5.0,3.06,5.14,5.03,1.48,3.47,2.39
7.54,7.43,7.57,5.14,5.21,5.02,3.06,5.14,5.03,1.48,3.47,2.38
7.54,7.39,7.59,5.18,5.23,5.03,3.07,5.14,5.03,1.48,3.47,2.38
7.55,7.41,7.62,5.22,5.26,5.04,3.06,5.13,5.03,1.48,3.47,2.38
7.56,7.45,7.64,5.29,5.27,5.04,3.18,5.13,5.02,1.48,3.47,2.38
7.55,7.43,7.66,5.37,5.28,5.01,6.19,5.13,5.02,1.48,3.46,2.38
7.56,7.4,7.66,5.34,5.29,4.98,6.36,5.13,5.02,1.48,3.46,2.38
7.56,7.44,7.61,5.25,5.27,4.98,6.35,5.12,5.02,1.48,3.46,2.38
7.58,7.41,7.6,5.21,5.23,4.99,6.33,5.12,5.01,1.48,3.46,2.37
7.54,7.41,7.63,5.23,5.23,5.03,6.31,5.12,5.01,1.48,3.45,2.37
7.57,7.46,7.65,5.26,5.25,5.04,6.3,5.12,5.01,1.48,3.45,2.38
7.59,7.45,7.67,5.29,5.27,5.05,6.29,5.11,5.01,1.48,3.45,2.38
7.56,7.42,7.68,5.31,5.28,5.05,6.23,5.11,5.01,1.47,3.45,2.38
7.59,7.44,7.64,5.33,5.29,5.02,5.85,5.11,5.01,1.47,3.45,2.37
7.58,7.47,7.6,5.35,5.29,4.99,5.33,5.11,5.0,1.47,3.45,2.37
7.61,7.44,7.61,5.36,5.27,4.99,5.33,5.11,5.0,1.47,3.45,2.37
7.58,7.46,7.63,5.36,5.23,5.01,5.33,5.1,5.0,1.47,3.44,2.37
7.61,7.47,7.68,5.32,5.25,5.04,5.34,5.1,5.0,1.47,3.44,2.37
7.6,7.43,7.68,5.28,5.27,5.05,5.35,5.1,5.0,1.47,3.44,2.37
7.59,7.43,7.64,5.29,5.28,5.06,5.35,5.1,4.99,1.47,3.44,2.37
7.63,7.48,7.61,5.31,5.3,5.05,5.35,5.1,4.99,1.47,3.44,2.41
7.6,7.57,7.61,5.34,5.3,5.01,5.36,5.09,4.99,1.47,3.43,3.78
7.61,7.73,7.66,5.35,5.29,4.99,5.37,5.09,4.99,1.47,3.43,3.87
7.62,8.01,7.8,5.37,5.26,5.0,5.37,5.09,4.99,1.47,3.43,3.85
7.65,8.34,8.1,5.36,5.24,5.02,5.37,5.09,4.98,1.47,3.43,3.83
7.73,8.81,8.71,5.31,5.25,5.03,5.38,5.09,4.98,1.46,3.43,3.82
7.94,8.89,8.88,5.3,5.28,5.06,5.39,5.08,4.98,1.46,3.46,3.81
8.26,8.81,8.97,5.31,5.3,5.07,5.39,5.08,4.98,1.46,3.55,3.71
8.6,8.66,9.0,5.33,5.31,5.06,5.39,5.08,4.98,1.46,3.58,3.51
8.86,8.65,8.96,5.36,5.31,5.03,5.39,5.08,4.98,1.46,3.57,3.45
9.04,8.69,8.85,5.37,5.28,5.0,5.39,5.07,4.97,1.46,3.57,3.46
9.06,8.75,8.81,5.39,5.29,5.01,5.39,5.07,4.97,1.46,3.56,3.47
8.88,8.8,8.82,5.36,5.4,5.02,5.4,5.07,4.97,1.46,3.55,3.47
8.96,8.85,8.84,5.33,5.68,5.04,5.41,5.07,4.97,1.46,3.54,3.48
9.04,8.84,8.88,5.32,5.81,5.05,5.41,5.06,4.96,1.46,3.53,3.48
9.06,8.79,8.9,5.34,6.03,5.07,5.41,5.06,4.96,1.46,3.52,3.48
9.02,8.79,8.92,5.36,6.16,5.06,5.41,5.06,4.96,1.46,3.52,3.48
